pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
19555	4.1.5.5	Determine product storage facility requirements	Evaluate constraints, needs, parameters, and conditions for physical storage and retrieval of components or products for future use or shipment in a storage facility within a certain timeframe.	0		false	4	4.1.5		Operating Processes	airline
10254	4.1.5.6	Calculate requirements at destination	Interact with the concerned authority at the destination to reach a specific figure that correctly represents requirements.	0		false	4	4.1.5		Operating Processes	airline
10255	4.1.5.7	Calculate consolidation at source	Determining the aggregate volume of products/services consolidated at the source. Calculate the number of finished products that are ready to be delivered to the customers, particularly at one date.	0		false	4	4.1.5		Operating Processes	airline
10256	4.1.5.8	Manage collaborative replenishment planning	Administering the plan for collaborative replenishment of goods. Replenish inventory by creating a plan in case of faulty production.	0		false	4	4.1.5		Operating Processes	airline
10258	4.1.5.9	Calculate and optimize destination dispatch plan	Estimating the timing and duration of the delivery of the inventory from the source to the destination. Plan the logistic details of all the distribution routes and activities.	0		false	4	4.1.5		Operating Processes	airline
10259	4.1.5.10	Manage dispatch plan attainment	Accomplishing the dispatch plan. Strictly follow the schedule, and adjust for deviations. Coordinate with the concerned authorities at various destinations.	0		false	4	4.1.5		Operating Processes	airline
10260	4.1.5.11	Calculate and optimize destination load plans	Evaluating the plans for delivering loads to destinations. Create a systematic plan that specifies the load plans for every single destination.	0		false	4	4.1.5		Operating Processes	airline
10261	4.1.5.12	Manage partner load plan	Administering the load plan for partners. Manage the delivery, and dispatch from the source to the partners.	0		false	4	4.1.5		Operating Processes	airline
10262	4.1.5.13	Manage cost of supply	Managing all expenses to provide products/services in the market. Estimate the overall cost of supplying of products/inventory, including the cost distributing it through various partners and channels. Consider the cost of all the logistical processes that occur from the moment a product is ready to be dispatched to the time it reaches the destination.	0		false	4	4.1.5		Operating Processes	airline
10263	4.1.5.14	Manage capacity utilization	Determining the capacity utilization of the organization's production process. Realize the extent to which an enterprise uses its installed productive capacity (i.e., the relationship between output and the potential output if capacity was fully used).	0		true	4	4.1.5		Operating Processes	airline
10226	4.1.6	Establish distribution planning constraints	Instituting the constraints for planning of distribution process. Create a plan that specifies every element in the distribution process from the blueprint of the distribution centers to how and when the inventory would reach the distribution centers.	0		true	3	4.1	4.1.6.1,4.1.6.2,4.1.6.3,4.1.6.4	Operating Processes	airline
10267	4.1.6.1	Establish distribution center layout constraints	Instituting the constraints for creating a layout for distribution center. Consider factors such as the number of customers, demand forecasting, product groups, condition of product conservation, warehousing, and transportation management.	0		false	4	4.1.6		Operating Processes	airline
10268	4.1.6.2	Establish inventory management constraints	Determining any problems that might be faced while managing inventory. Identify problems and possible issues in managing the warehousing of the raw materials, spares, and other items of inventory. Take stock of inventory needs, and determine the exact quantity of the inventory needed in the near future.	0		false	4	4.1.6		Operating Processes	airline
10269	4.1.6.3	Establish transportation management constraints	Identifying any potential constraints while deciding on the dispatch and delivery plan from the source to the various distribution centers. Decide how the inventory will be transported , which and how many transportation means to use, what route to take, etc.	0		false	4	4.1.6		Operating Processes	airline
19558	4.1.6.4	Establish storage management constraints	Determining potential constraints for physical storage and retrieval of components or products in a storage facility within a certain timeframe. Consider factors such as the building shape, height, capacity, door locations, lift equipment, automation, etc.	0		false	4	4.1.6		Operating Processes	airline
10227	4.1.7	Review distribution planning policies	Revisiting and refurbishing the policies for planning the distribution process. Asses the distribution strategies, including how the products are to be made available and sent to different distributors. Set guidelines regarding relationships between the sources and the distribution centers.	0		true	3	4.1	4.1.7.1,4.1.7.2,4.1.7.3	Operating Processes	airline
10264	4.1.7.1	Review distribution network	Evaluating the system that defines how the products/inventory would reach from the source (i.e., manufacturer) to the destination (i.e., retailer/distributer).	0		false	4	4.1.7		Operating Processes	airline
10265	4.1.7.2	Establish sourcing relationships	Establishing relationships with transportation/distribution sources in order to ensure an effective distribution network and strategy. Screen and evaluate various sources available to pick out the best among them.	0		false	4	4.1.7		Operating Processes	airline
10266	4.1.7.3	Establish dynamic deployment policies	Creating strategic guidelines on the availability of the products at all the distribution centers. Create a dynamic network to ensure availability at all times, even in cases of defaults.	0		false	4	4.1.7		Operating Processes	airline
10368	4.1.8	Develop quality standards and procedures	Developing standards and procedures for maintaining the quality of products/services. Establish desired quality targets. Create standardized procedures for the quality. Ensure quality specifications are effectively communicated.	0		true	3	4.1	4.1.8.1,4.1.8.2,4.1.8.3	Operating Processes	airline
10371	4.1.8.1	Establish quality targets	Defining specific qualitative and quantitative target figures.	0		false	4	4.1.8		Operating Processes	airline
10372	4.1.8.2	Develop standard testing procedures	Creating standard procedures for testing the quality of products/services. Describe the steps of key processes to help ensure consistent and quality output. Define the routine instructions for performing the quality testing activity.	0		false	4	4.1.8		Operating Processes	airline
10373	4.1.8.3	Communicate quality specifications	Communicating the desired quality specifications to the manufacturing units, as well as the distribution centers, to avoid any misunderstanding or misinterpretation.	0		false	4	4.1.8		Operating Processes	airline
10216	4.2	Procure materials and services	Creating a plan for procuring materials and services. Develop strategies for sourcing materials and services. Choose the most appropriate suppliers, and develop contracts with them. Order the materials and services as per the requirements. Manage relationships with suppliers.	0		true	2	4.0	4.2.1,4.2.2,4.2.3,4.2.4,4.2.5	Operating Processes	airline
10277	4.2.1	Provide sourcing governance and perform category management	Creating strategies for procuring materials and services from various sources, and for managing and evaluating categories. Establish a procurement process that describes the approach for obtaining products and purchasing activities. Evaluate the sources. Create sourcing relationships in order to continuously improve. Re-evaluate purchasing activities.	0		true	3	4.2	4.2.1.1,4.2.1.2,4.2.1.3,4.2.1.4,4.2.1.5,4.2.1.6,4.2.1.7	Operating Processes	airline
10281	4.2.1.1	Develop procurement plan	Creating a plan for procuring materials and services. Plan what to buy, when, and from what sources. Include project requirements, the procurement team, the justification for the procurement, a timeline of events, and an explanation of the supplier selection process. Outline specific actions to start and complete purchases in order to adhere to best practices.	0		false	4	4.2.1		Operating Processes	airline
10282	4.2.1.2	Clarify purchasing requirements	Defining the purchasing requirements for materials and services. Specify the exact inventory required for the production process. Create a specific quotation for all the sources in order to avoid any duplication or overlap.	0		false	4	4.2.1		Operating Processes	airline
10283	4.2.1.3	Establish materials management contingency plans	Developing a strategy to deal with issues projected to arise during implementation of the inventory plan. Identify how to react to issues that arise and require changes to the inventory plan, such as a vendor failing to deliver materials on time. Collaborate with production and suppliers to prepare solutions to projected problems.	0		false	4	4.2.1		Operating Processes	airline
10284	4.2.1.4	Match needs to supply capabilities	Synchronizing the requirements of materials and services and the capacity of suppliers for providing these materials and services. Revamp the procurement needs of the company in consideration of the capabilities of the suppliers.	0		false	4	4.2.1		Operating Processes	airline
10285	4.2.1.5	Analyze airline organization's sourcing spend profile	Evaluating the spend profile of the organization. Collect, cleanse, classify, and analyze the procurement data with the purpose of reducing procurement costs, improving efficiency, and monitoring compliance.	0		true	4	4.2.1		Operating Processes	airline
10286	4.2.1.6	Seek opportunities to improve efficiency and value	Seeking the most efficient sourcing and procurement opportunities.	0		true	4	4.2.1		Operating Processes	airline
10287	4.2.1.7	Collaborate with suppliers to identify sourcing opportunities	Collaborating with the suppliers of materials and services in order to determine new opportunities for sourcing.	0		false	4	4.2.1		Operating Processes	airline
20973	4.2.2	Develop sourcing and category management strategies	Deploying a strategic sourcing methodology to segment the majority of organizational spend based on external supply markets (versus individual suppliers or internal stakeholders) to reduce the cost of buying goods and services, reduce risk in the supply chain, and maximize value delivered from the supply base. This approach typically includes cross-functional management of categories, examining the entire category spend, how the organization uses the products or services within the category, the marketplace, and major suppliers.	0		true	3	4.2		Operating Processes	airline
10278	4.2.3	Select suppliers and develop/maintain contracts	Evaluating supplier options to select the most effective and efficient suppliers. Validate selected suppliers. Establish and manage supplier contracts.	0		true	3	4.2	4.2.3.1,4.2.3.2,4.2.3.3,4.2.3.4	Operating Processes	airline
10288	4.2.3.1	Select suppliers	Evaluating the pros and cons of various suppliers. Choose the most appropriate and cost-effective suppliers on the basis of their material quality, delivery schedules, and costs.	0		false	4	4.2.3		Operating Processes	airline
10289	4.2.3.2	Certify and validate suppliers	Validating the supply sources, and provide certification as an official supplier.	0		false	4	4.2.3		Operating Processes	airline
10290	4.2.3.3	Negotiate and establish contracts	Legally binding suppliers with the company. Negotiate contracts individually with all the suppliers that include the promised material delivery, the delivery dates and duration, etc.	0		false	4	4.2.3		Operating Processes	airline
10291	4.2.3.4	Manage contracts	Keeping contracts up-to-date with routine evaluation. Maintain order and discipline with the contracts in order to avoid any loss of information and mishaps.	0		true	4	4.2.3		Operating Processes	airline
10279	4.2.4	Order materials and services	Creating and approving requisitions and distributing purchase orders accordingly. Hasten the procurement process to satisfy internal needs.	0		true	3	4.2	4.2.4.1,4.2.4.2,4.2.4.3,4.2.4.4,4.2.4.5,4.2.4.6,4.2.4.7,4.2.4.8	Operating Processes	airline
10292	4.2.4.1	Process/Review requisitions	Handling operations related to processing/reviewing the requisitions. Establish and maintain procedures for the initiation, authorization, and processing of purchase requirements to procure products/services.	0		true	4	4.2.4		Operating Processes	airline
10293	4.2.4.2	Approve requisitions	Approving requisitions for materials and services. Examine distributor-specific requests, and validate them individually.	0		false	4	4.2.4		Operating Processes	airline
10294	4.2.4.3	Solicit/Track vendor quotes	Requesting quotes from suppliers. Use a request for quotation (RFQ) to invite suppliers into a bidding process for specific products/services.	0		false	4	4.2.4		Operating Processes	airline
10295	4.2.4.4	Create/Distribute purchase orders	Creating and placing the orders for purchasing materials and services from suppliers. Analyze vendor quotes. Choose the most cost-effective vendors. Create vendor-specific orders. Distribute them in order to initiate the purchasing process.	0		true	4	4.2.4		Operating Processes	airline
10296	4.2.4.5	Expedite orders and satisfy inquiries	Accelerating the purchase orders in order to fulfill the internal needs (for raw materials) depicted through inquiries.	0		false	4	4.2.4		Operating Processes	airline
10297	4.2.4.6	Record receipt of goods	Verify that purchase orders are filled as expected: verify that items and quantities are delivered as expected, based on purchase order details and goods receipts.	0		true	4	4.2.4		Operating Processes	airline
10298	4.2.4.7	Research/Resolve exceptions	Identifying and resolving any exceptions. Address the internal needs/inquiries for materials that cannot be procured immediately. Research inquiries that require the need of exceptional materials.	0		false	4	4.2.4		Operating Processes	airline
13943	4.2.4.8	Perform financial settlements		0		false	4	4.2.4		Operating Processes	airline
10280	4.2.5	Manage suppliers	Collecting and analyzing new information in order to track and rate suppliers through a supplier information management system.	0		true	3	4.2	4.2.5.1,4.2.5.2,4.2.5.3,4.2.5.4	Operating Processes	airline
10299	4.2.5.1	Monitor/Manage supplier information	Examining procurement and vendor performance. Report delivery timing and the quality of the materials procured through different vendors.	0		true	4	4.2.5		Operating Processes	airline
10300	4.2.5.2	Prepare/Analyze procurement and vendor performance	Assisting the production and inventory processes through the information and reports created. Use the information and metrics of the procurement and vendor performance to enhance or improve the production process.	0		true	4	4.2.5		Operating Processes	airline
10301	4.2.5.3	Support inventory and production processes	Support inventory and production processes by analyzing impact of procurement decisions and collaborating to constantly improve. (For example, perhaps minimum order requirements could be negotiated to be lower, to reduce excessive inventory and make production more flexible.)	0		false	4	4.2.5		Operating Processes	airline
10302	4.2.5.4	Monitor quality of product delivered	Track the performance of the suppliers on product quality. Use this information to further improve sourcing and supplier performance.	0		false	4	4.2.5		Operating Processes	airline
10217	4.3	Produce/Assemble/Test product	Processing and delivering the finished goods manufactured by the organization. Schedule the production of products. Execute the product production activities. Perform tests to oversee and ensure quality of production. Maintain records of the production process. Track lots.	0		true	2	4.0	4.3.1,4.3.2,4.3.3,4.3.4	Operating Processes	airline
10303	4.3.1	Schedule production	Scheduling the production of final products. Generate a detailed schedule plan. Create and release production orders and lots. Schedule the planned and unplanned maintenance orders.	0		true	3	4.3	4.3.1.1,4.3.1.2,4.3.1.3,4.3.1.4,4.3.1.5,4.3.1.6,4.3.1.7	Operating Processes	airline
19563	4.3.1.1	Model and simulate plant	Creating a representation of plant facilities to optimize material flow, resource utilization, and logistics for all levels of plant planning from global production facilities, through local plants, to specific lines and enabling the comparison of production�alternatives,.	0		false	4	4.3.1		Operating Processes	airline
10306	4.3.1.2	Generate line level plan	Initiating the line-level plan for production. Break down the production schedule into specific lines, specifying the various objectives the production schedule.	0		false	4	4.3.1		Operating Processes	airline
10307	4.3.1.3	Generate detailed schedule	Broadening the line-level plan. Specify all the individual production processes, along with the timing and the duration to come up with a working schedule that tracks the whole process and any deviations that might occur.	0		false	4	4.3.1		Operating Processes	airline
10308	4.3.1.4	Schedule production orders and create lots	Creating a schedule to commence production of orders received, and creating lots to consolidate the processing. Plan when the production orders are to be initiated by commencing the operations for processing products/services. Specify which materials to produce, where to produce them, which operations will facilitate this, and on which date production is to start. Define the size of production lots, demarcating the durations of batch production.	0		false	4	4.3.1		Operating Processes	airline
10315	4.3.1.5	Schedule preventive (planned) maintenance (preventive maintenance orders)	Scheduling planned maintenance of the production equipment.	0		false	4	4.3.1		Operating Processes	airline
10316	4.3.1.6	Schedule requested (unplanned) maintenance (work order cycle)	Scheduling requested maintenance in order to address breakdowns where repairs or corrective remedies are needed immediately. Create a scheme for undertaking unplanned maintenance work on equipment/machinery that has come to be in urgent need for it. Express turnaround to redress using specialized personnel.	0		false	4	4.3.1		Operating Processes	airline
10309	4.3.1.7	Release production orders and create lots	Initiating the delivery of production orders, and creating lots. Communicate the order that specifies which material to produce, where to produce it, which operations to require, and on which date production takes place. Define how to settle the order costs. Create production lots, which is a particular production unit of an assembly that is planned and manufactured.	0		false	4	4.3.1		Operating Processes	airline
10304	4.3.2	Produce/Assemble product	Manufacturing the product. Convert the raw materials to develop consumer-ready products. Manage the raw materials to implement the detailed production schedule. Reproduce defectives to establish and remediate cause. Ensure production optimization and benchmark performance.	0		true	3	4.3	4.3.2.1,4.3.2.2,4.3.2.3,4.3.2.4,4.3.2.5,4.3.2.6	Operating Processes	airline
10310	4.3.2.1	Manage raw material inventory	Administering the inventory of raw materials. Manage the total cost of all component parts in stock but not yet used. Manage the cost of the direct materials (i.e., materials incorporated into the final product) and indirect materials (i.e., materials not incorporated into the final product but consumed during the production process).	0		false	4	4.3.2		Operating Processes	airline
10311	4.3.2.2	Execute detailed line schedule	Creating and implementing the detailed line production schedule on the ground level.	0		false	4	4.3.2		Operating Processes	airline
10319	4.3.2.3	Report maintenance issues	Recording and reporting any deviations or issues in the maintenance schedule, in the performance to the production management team, and for unplanned maintenance.	0		false	4	4.3.2		Operating Processes	airline
10313	4.3.2.4	Rerun defective items	Reproducing the items produced defectively. Assess the produced items by conducting quality and standardization tests in order to diagnose any discrepancies. Reproduce defective items.	0		false	4	4.3.2		Operating Processes	airline
19566	4.3.2.5	Monitor and optimize production process	Integrating different resources in the production process: material, personnel, equipment, robotics, etc. Includes automating and controlling the plant, performing advanced process control and real-time optimization. This activity also includes managing plant alarms and alerts.	0		true	4	4.3.2	4.3.2.5.1,4.3.2.5.2,4.3.2.5.3,4.3.2.5.4	Operating Processes	airline
19567	4.3.2.5.1	Automate and control plant	Creating and applying technology to monitor and control the production and delivery of products and services. Automation involves a broad range of technologies.	0		false	5	4.3.2.5		Operating Processes	airline
19568	4.3.2.5.2	Perform advanced process control	Including a broad range of techniques and technologies implemented within industrial process control systems that are routinely reviewed, audited, and improved, advanced process controls typically address particular performance or economic improvement opportunities. An advanced set of process control measures can be used to reduce variation and identify primary improvement options. Results of analysis are fed back into process design for incorporation into production.	0		false	5	4.3.2.5		Operating Processes	airline
19569	4.3.2.5.3	Perform real-time optimization	Helping organizations increase performance and efficiency, real-time optimization is a category of closed-loop process control that aims at optimizing process performance in real time for systems. It is normally built upon model-based optimization systems and is usually large scale. Real-time optimization automatically detects errors, and can modify and eliminate both random and non-random errors, as well as analyze and monitor all systems involved.	0		false	5	4.3.2.5		Operating Processes	airline
19570	4.3.2.5.4	Manage plant alarms and alerts	Applying human factors and instrumentation engineering and systems thinking to manage the design of an alarm or alert system to increase its usability. Typical challenges include having too many alarms in a plant, poorly designed alarms/alerts, improperly set alarm/alert points, unclear alarm/alert messages, etc. Poor alarm management is one of the leading causes of unplanned downtime.	0		false	5	4.3.2.5		Operating Processes	airline
10314	4.3.2.6	Assess production performance	Analyzing and benchmarking the production process to judge its effectiveness and efficiency. Create production metrics to numerically calculate the performance of the production process.	0		false	4	4.3.2		Operating Processes	airline
10369	4.3.3	Perform quality testing	Executing tests to evaluate the quality of the products manufactured. Calibrate the test equipment. Conduct the actual tests. Record the results and outcomes of the quality test conducted.	0		true	3	4.3	4.3.3.1,4.3.3.2,4.3.3.3,4.3.3.4,4.3.3.5,4.3.3.6	Operating Processes	airline
10318	4.3.3.1	Calibrate test equipment	Regulating the equipment used for performing quality tests. Assess correspondence between the quality testing equipment and the desired quality standards. Ensure the calibration standard is more accurate than the instrument being tested.	0		false	4	4.3.3		Operating Processes	airline
10374	4.3.3.2	Perform testing using the standard testing procedure	Performing testing using calibrated equipment and in consent with the standard testing procedure, including testing time.	0		true	4	4.3.3		Operating Processes	airline
20956	4.3.3.3	Manage quality samples	Selecting a set of elements from a product lot to draw conclusions or make inferences about the quality of the product lot from which the sample is drawn. Sampling is frequently used because gathering data on every product produced by a company is often impossible, impractical, or too costly to collect.	0		false	4	4.3.3		Operating Processes	airline
10375	4.3.3.4	Record test results	Documenting the results and outcomes of the quality tests. Track the performance of the production process. Record/Document it to evaluate the qualitative efficiency of the production process. Use electronic devices and software in order to ensure effectiveness in recording the results and outcomes of the test.	0		false	4	4.3.3		Operating Processes	airline
12045	4.3.3.5	Track and analyze non-conformance trends	Managing and monitoring the occurrences of problems with a process or product. It is important that nonconformance occurrences are tracked in a standardized way so the data can easily be reviewed to assess the impact of the problem. Ongoing analysis of trends in nonconformance gives an organization the ability to make process changes to reduce the incidence and cost of nonconformances.	0		false	4	4.3.3		Operating Processes	airline
12046	4.3.3.6	Perform root cause analysis	Using a technique that helps people answer the question of why a problem occurred in the first place. It seeks to identify the origin of a problem using a specific set of steps, with associated tools, to find the primary cause of the problem to determine what happened, why, and how to reduce the likelihood that it will happen again.	0		false	4	4.3.3		Operating Processes	airline
10370	4.3.4	Maintain production records and manage lot traceability	Perpetuating the production records by systematically documenting and using it to ensure the effective management of lots. Determine the lot numbering system and its use. (The lot number enables tracking of the constituent parts, as well as labor and equipment records involved in the manufacturing of a product. It enables manufacturers and to perform quality control checks, calculate expiration dates, and issue corrections of their production output.)	0		false	3	4.3	4.3.4.1,4.3.4.2	Operating Processes	airline
10376	4.3.4.1	Determine lot numbering system	Allotting an identification number to a particular quantity or lot of material manufactured. Assign lot numbers on the basis of specific production units, material similarity, etc. Place lot numbers on the outside of packaging.	0		false	4	4.3.4		Operating Processes	airline
10377	4.3.4.2	Determine lot use	Identifying the use of production lots. Define where, how, and when to use a specific production lot.	0		false	4	4.3.4		Operating Processes	airline
10219	4.4	Manage logistics and warehousing	Administering and overseeing all activities related to logistics and warehousing. Outline and establish a strategy for the logistics function. Plan and administer the flow of inbound materials. Administer the operational activities of warehousing and outbound transportation. Manage reverse logistics including returns and exchanges.	0		true	2	4.0	4.4.1,4.4.2,4.4.3,4.4.4	Operating Processes	airline
10338	4.4.1	Provide logistics governance	Outlining the strategy for managing logistics. Translate customer requirements logistic requirements. Create an efficient logistic network and outsourcing portions of logistics activities. Design a logistics strategy that optimizes transportation costs and schedule. Define key performance indicators.	0		true	3	4.4	4.4.1.1,4.4.1.2,4.4.1.3,4.4.1.4,4.4.1.5,4.4.1.6,4.4.1.7	Operating Processes	airline
10343	4.4.1.1	Translate customer service requirements into logistics requirements	Determining the requirements for managing the flow of things between the point of origin and the point of consumption by assessing the service requirements of the customers.	0		false	4	4.4.1		Operating Processes	airline
10344	4.4.1.2	Design logistics network	Developing a network for logistical activities. Create a network of entities through which materials and information flow, encompassing all related activities associated with the flow of transformation of products.	0		false	4	4.4.1		Operating Processes	airline
10345	4.4.1.3	Communicate outsourcing needs	Conveying outsourcing needs within the organization, with the objective of sourcing the assistance required. Define the portion of logistical activities that can be transferred to outside suppliers. Assess third-party agencies to carefully select the most appropriate agencies for outsourcing. Convey these needs to management or the appropriate authority.	0		false	4	4.4.1		Operating Processes	airline
10346	4.4.1.4	Develop and maintain delivery service policy	Establishing rules and regulations, as well as the terms and conditions regarding the delivery of service by the company. Develop a delivery plan that specifies what, how, when, and in which way to deliver services to the customer.	0		false	4	4.4.1		Operating Processes	airline
10347	4.4.1.5	Optimize transportation schedules and costs	Optimizing the schedule and costs of transportation services. Design a logistics strategy by strategically creating delivery routes and systems, which optimizes the overall transportation schedules and costs. Evaluate different transportation sources in order to select the most appropriate and cost-effective sources.	0		false	4	4.4.1		Operating Processes	airline
10348	4.4.1.6	Define key performance measures	Establishing measures for evaluating the performance of the logistics strategy of the organization. Establish key performance indicators, including the logistics performance index, delivery in full, and delivery on time.	0		false	4	4.4.1		Operating Processes	airline
16905	4.4.1.7	Define reverse logistics strategy	Establish a strategy that includes rules and regulations for the physical handling, information processing, and disposition of product and packaging returned by the buyer to the seller or an intermediary. Include return approval, transportation coordination, advance communication, product tracking, receipt, disposition of the return, and processing warranty claims in the strategy.	0		false	4	4.4.1		Operating Processes	airline
20936	4.4.2	Plan and manage inbound material flow	Creating and executing a strategy for all the internal activities related to the flow/transfer of inbound materials. This process includes planning inbound material receipts, managing inbound material flow, monitoring inbound delivery performance, managing the flow of returned products, controlling the quality of returned parts, and salvaging or repairing returned products.	0		true	3	4.4	4.4.2.1,4.4.2.2,4.4.2.3,4.4.2.4,4.4.2.5,4.4.2.6	Operating Processes	airline
10349	4.4.2.1	Plan inbound material receipts	Managing the receipts of inbound materials. Create a plan accounting for the materials procured from the source of supply and the materials delivered to the distribution center or the warehouse.	0		false	4	4.4.2		Operating Processes	airline
10350	4.4.2.2	Manage inbound material flow	Managing all the internal activities related to the flow/transfer of materials. Manage materials being delivered to distribution center or warehouse. Gauge the time taken for delivery and if the delivery process is on time.	0		false	4	4.4.2		Operating Processes	airline
10351	4.4.2.3	Monitor inbound delivery performance	Overseeing the performance of an inbound delivery system. Check the present delivery system's efficiency, cost effectiveness, and adherence to a delivery schedule.	0		false	4	4.4.2		Operating Processes	airline
10352	4.4.2.4	Manage flow of returned products	Tracking and taking care of the products that have been internally returned either because of their deficiency or in cases of incorrect delivery.	0		false	4	4.4.2		Operating Processes	airline
12708	4.4.2.5	Control quality of returned parts	Implement a checks and balances system to verify that returned parts meet acceptable quality standards to determine appropriate disposition activity.	0		false	4	4.4.2		Operating Processes	airline
20109	4.4.2.6	Salvage or repair returned products	Determining if a returned product can be salvaged or repaired. Salvage or repair is dependent upon the product, the condition of the product, or the availability of a like item.	0		true	4	4.4.2	4.4.2.6.1,4.4.2.6.2	Operating Processes	airline
10366	4.4.2.6.1	Perform salvage activities	Executing activities for reinstating the returned products. Present the customer with additional incentives of compensation in case of any defective products delivery or any discrepancy in the product specifications in order to save the order from being permanently returned.	0		false	5	4.4.2.6		Operating Processes	airline
14195	4.4.2.6.2	Manage repair/refurbishment and return to customer/stock	Administering the reinstatement of the returned product in order to return them back to customers. Repair or remanufacture the defective or ineffective products returned by the customer. Process the delivery of the repaired or remanufactured products back to the customer.	0		false	5	4.4.2.6		Operating Processes	airline
10340	4.4.3	Operate warehousing	Tracking the inventory deployment. Accept and store products. Ship the products. Measure the accuracy of the inventory. Assess the performance of the outsourced logistics activities.	0		true	3	4.4	4.4.3.1,4.4.3.2,4.4.3.3,4.4.3.4,4.4.3.5,4.4.3.6,4.4.3.7,4.4.3.8	Operating Processes	airline
10353	4.4.3.1	Track inventory deployment	Tracking the logistical act of delivering or releasing an inventory item or entity to targeted end users. Track how much inventory has been deployed at all the distribution centers, individually.	0		false	4	4.4.3		Operating Processes	airline
10354	4.4.3.2	Receive, inspect, and store inbound deliveries	Coordinating the incoming inbound materials/products. Accept the delivery of these materials and the subsequent storage. Track them at the warehouse/distribution center.	0		false	4	4.4.3		Operating Processes	airline
10355	4.4.3.3	Track product availability	Keeping track of the availability of different materials/products at the warehouse and distribution centers.	0		false	4	4.4.3		Operating Processes	airline
10356	4.4.3.4	Pick, pack, and ship product for delivery	Packing and shipping the product to deliver to the customer. Take care of the internal and external packaging of the products in order to ensure safe transportation of the products from the warehouse to delivery locations. Notify the ERP system and/or Accounts Receivable Dept.	0		false	4	4.4.3		Operating Processes	airline
10357	4.4.3.5	Track inventory accuracy	Monitoring any discrepancies between electronic records that represent the inventory and the physical state of the inventory. Look for discrepancies such as phantom inventory, which includes products that an inventory accounting system considers to be available at the storage location but are not actually available.	0		false	4	4.4.3		Operating Processes	airline
10358	4.4.3.6	Track third-party logistics storage and shipping performance	Keeping a track on the storage and shipping performance of third-party agencies. Monitor logistics storage and shipping performance for third-party agencies. Use measures such as a logistics scoreboard, activity-based costing, economic value analysis, and balanced scorecards.	0		false	4	4.4.3		Operating Processes	airline
10359	4.4.3.7	Manage physical finished goods inventory	Administering the movement of the finished products that are processed by the organization through its warehouses. Track goods through the use of systems such as barcodes in order to monitor the volumes available, quantity of out-flowing goods, remaining shelf life of the product, etc.--ultimately, to best manage the warehouse capacity.	0		true	4	4.4.3		Operating Processes	airline
20957	4.4.3.8	Manage warehouse transfers	Shipping items from one warehouse to another in a multi-warehouse environment. A warehouse transfer is typically handled electronically in a system designed to replicate the physical processes involved with transferring items from one warehouse to another.	0		false	4	4.4.3		Operating Processes	airline
10341	4.4.4	Operate outbound transportation	Creating a plan that specifies the schedule and system for transportation and delivery of the outbound products, as well as tracking the performance of the carrier delivery system. Conduct vehicle management and processing of all carrier-related documents.	0		true	3	4.4	4.4.4.1,4.4.4.2,4.4.4.3,4.4.4.4	Operating Processes	airline
10360	4.4.4.1	Plan, transport, and deliver outbound product	Organizing the transportation and delivery of outbound products. Plan and organize the transportation, shipping, and delivery of the end products. Create a plan that specifies dispatch and delivery of the product to its destination, as well the transportation.	0		false	4	4.4.4		Operating Processes	airline
10361	4.4.4.2	Track carrier delivery performance	Monitoring delivery performance when carrying products from the warehouse/distribution centers to the retailers or end consumers. Create a performance metrics based on the key performance indicators.	0		false	4	4.4.4		Operating Processes	airline
10362	4.4.4.3	Manage transportation fleet	Taking care of a range of functions related to the means of transport used for delivering the end products. Manage vehicle financing, vehicle maintenance, vehicle telematics (tracking and diagnostics), driver management, speed management, fuel management, and health and safety management.	0		false	4	4.4.4		Operating Processes	airline
10363	4.4.4.4	Process and audit carrier invoices and documents	Organizing and inspecting all account statements and any other documentation for the carriers used in delivery. Create, manage, and inspect all documents related to the financial, regulatory, and administrative accounts of all the carriers/freights. Generate receipts for all freight transactions.	0		false	4	4.4.4		Operating Processes	airline
20978	5.0	Deliver Airline Services		0		false	1		5.1,5.2,5.3,5.4,5.5,5.6	Operating Processes	airline
18981	5.1	Manage flight operations	Managing all aspects of flight operations. Flight operations encompass the assignment and routing of the aircraft, the management of  gates, and the closing out of the flight.	0		false	2	5.0	5.1.1,5.1.2,5.1.3	Operating Processes	airline
18982	5.1.1	Manage aircraft assignment and routing	Overseeing all aspects of assigning and routing aircraft. This entails assigning aircraft tail numbers to flight legs, which are origin-destination pairs with time/date of arrival/departure; evaluating maintenance requirements - e.g. whether and when a plane will be ready and available to fly, whether the maintenance department approved use of the aircraft for the flight - and turning over the assignment schedule / mapping of flights with tail numbers to SOC - systems operation control - the airline's control room.	0		false	3	5.1	5.1.1.1,5.1.1.2,5.1.1.3	Operating Processes	airline
18983	5.1.1.1	Assign aircraft tail numbers to flight legs	Flight legs are origin-destination pairs with time/date of arrival/departure	0		false	4	5.1.1		Operating Processes	airline
18984	5.1.1.2	Evaluate maintenance requirements	e.g. whether and when a plane will be ready and available to fly? Has maintenance department approved use of the aircraft for the flight?	0		false	4	5.1.1		Operating Processes	airline
18985	5.1.1.3	Turn over assignment schedule to systems operation control (SOC)	SoC is Systems Operations Control - the airline's control room. Assignment schedule is mapping of flights with tail numbers	0		false	4	5.1.1		Operating Processes	airline
