id	name	type	label	comment	subClassOf	supersededBy
schema:AlignmentObject	schema:AlignmentObject	rdfs:Class	AlignmentObject	An intangible item that describes an alignment between a learning resource and a node in an educational framework.  Should not be used where the nature of the alignment can be described using a simple property, for example to express that a resource [[teaches]] or [[assesses]] a competency.	schema:Intangible	
schema:MoneyTransfer	schema:MoneyTransfer	rdfs:Class	MoneyTransfer	The act of transferring money from one place to another place. This may occur electronically or physically.	schema:TransferAction	
schema:LegalForceStatus	schema:LegalForceStatus	rdfs:Class	LegalForceStatus	A list of possible statuses for the legal force of a legislation.	schema:StatusEnumeration	
schema:DataCatalog	schema:DataCatalog	rdfs:Class	DataCatalog	A collection of datasets.	schema:CreativeWork	
schema:GameServer	schema:GameServer	rdfs:Class	GameServer	Server that provides game interaction in a multiplayer game.	schema:Intangible	
schema:RadioSeason	schema:RadioSeason	rdfs:Class	RadioSeason	Season dedicated to radio broadcast and associated online delivery.	schema:CreativeWorkSeason	
schema:MeetingRoom	schema:MeetingRoom	rdfs:Class	MeetingRoom	A meeting room, conference room, or conference hall is a room provided for singular events such as business conferences and meetings (source: Wikipedia, the free encyclopedia, see <a href="http://en.wikipedia.org/wiki/Conference_hall">http://en.wikipedia.org/wiki/Conference_hall</a>). <br /><br /> See also the <a href="/docs/hotels.html">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>. 	schema:Room	
schema:TextDigitalDocument	schema:TextDigitalDocument	rdfs:Class	TextDigitalDocument	A file composed primarily of text.	schema:DigitalDocument	
schema:SheetMusic	schema:SheetMusic	rdfs:Class	SheetMusic	Printed music, as opposed to performed or recorded music.	schema:CreativeWork	
schema:MusicComposition	schema:MusicComposition	rdfs:Class	MusicComposition	A musical composition.	schema:CreativeWork	
schema:Action	schema:Action	rdfs:Class	Action	An action performed by a direct agent and indirect participants upon a direct object. Optionally happens at a location with the help of an inanimate instrument. The execution of the action may produce a result. Specific action sub-type documentation specifies the exact expectation of each argument/role.\n\nSee also [blog post](https://blog.schema.org/2014/04/16/announcing-schema-org-actions/) and [Actions overview document](https://schema.org/docs/actions.html).	schema:Thing	
schema:FollowAction	schema:FollowAction	rdfs:Class	FollowAction	The act of forming a personal connection with someone/something (object) unidirectionally/asymmetrically to get updates polled from.\n\nRelated actions:\n\n* [[BefriendAction]]: Unlike BefriendAction, FollowAction implies that the connection is *not* necessarily reciprocal.\n* [[SubscribeAction]]: Unlike SubscribeAction, FollowAction implies that the follower acts as an active agent constantly/actively polling for updates.\n* [[RegisterAction]]: Unlike RegisterAction, FollowAction implies that the agent is interested in continuing receiving updates from the object.\n* [[JoinAction]]: Unlike JoinAction, FollowAction implies that the agent is interested in getting updates from the object.\n* [[TrackAction]]: Unlike TrackAction, FollowAction refers to the polling of updates of all aspects of animate objects rather than the location of inanimate objects (e.g. you track a package, but you don't follow it).	schema:InteractAction	
schema:BlogPosting	schema:BlogPosting	rdfs:Class	BlogPosting	A blog post.	schema:SocialMediaPosting	
schema:OrderStatus	schema:OrderStatus	rdfs:Class	OrderStatus	Enumerated status values for Order.	schema:StatusEnumeration	
schema:TreatmentIndication	schema:TreatmentIndication	rdfs:Class	TreatmentIndication	An indication for treating an underlying condition, symptom, etc.	schema:MedicalIndication	
schema:Audiobook	schema:Audiobook	rdfs:Class	Audiobook	An audiobook.	schema:AudioObject,schema:Book	
schema:BoatTerminal	schema:BoatTerminal	rdfs:Class	BoatTerminal	A terminal for boats, ships, and other water vessels.	schema:CivicStructure	
schema:Role	schema:Role	rdfs:Class	Role	Represents additional information about a relationship or property. For example a Role can be used to say that a 'member' role linking some SportsTeam to a player occurred during a particular time period. Or that a Person's 'actor' role in a Movie was for some particular characterName. Such properties can be attached to a Role entity, which is then associated with the main entities using ordinary properties like 'member' or 'actor'.\n\nSee also [blog post](https://blog.schema.org/2014/06/16/introducing-role/).	schema:Intangible	
schema:DrugPregnancyCategory	schema:DrugPregnancyCategory	rdfs:Class	DrugPregnancyCategory	Categories that represent an assessment of the risk of fetal injury due to a drug or pharmaceutical used as directed by the mother during pregnancy.	schema:MedicalEnumeration	
schema:URL	schema:URL	rdfs:Class	URL	Data type: URL.	schema:Text	
schema:BedType	schema:BedType	rdfs:Class	BedType	A type of bed. This is used for indicating the bed or beds available in an accommodation.	schema:QualitativeValue	
schema:BedAndBreakfast	schema:BedAndBreakfast	rdfs:Class	BedAndBreakfast	Bed and breakfast. <br /><br /> See also the <a href="/docs/hotels.html">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>. 	schema:LodgingBusiness	
schema:PropertyValueSpecification	schema:PropertyValueSpecification	rdfs:Class	PropertyValueSpecification	A Property value specification.	schema:Intangible	
schema:MedicalSign	schema:MedicalSign	rdfs:Class	MedicalSign	Any physical manifestation of a person's medical condition discoverable by objective diagnostic tests or physical examination.	schema:MedicalSignOrSymptom	
schema:BoardingPolicyType	schema:BoardingPolicyType	rdfs:Class	BoardingPolicyType	A type of boarding policy used by an airline.	schema:Enumeration	
schema:SellAction	schema:SellAction	rdfs:Class	SellAction	The act of taking money from a buyer in exchange for goods or services rendered. An agent sells an object, product, or service to a buyer for a price. Reciprocal of BuyAction.	schema:TradeAction	
schema:ChildCare	schema:ChildCare	rdfs:Class	ChildCare	A Childcare center.	schema:LocalBusiness	
schema:BookmarkAction	schema:BookmarkAction	rdfs:Class	BookmarkAction	An agent bookmarks/flags/labels/tags/marks an object.	schema:OrganizeAction	
schema:TVEpisode	schema:TVEpisode	rdfs:Class	TVEpisode	A TV episode which can be part of a series or season.	schema:Episode	
schema:EventSeries	schema:EventSeries	rdfs:Class	EventSeries	A series of [[Event]]s. Included events can relate with the series using the [[superEvent]] property.  An EventSeries is a collection of events that share some unifying characteristic. For example, "The Olympic Games" is a series, which is repeated regularly. The "2012 London Olympics" can be presented both as an [[Event]] in the series "Olympic Games", and as an [[EventSeries]] that included a number of sporting competitions as Events.  The nature of the association between the events in an [[EventSeries]] can vary, but typical examples could include a thematic event series (e.g. topical meetups or classes), or a series of regular events that share a location, attendee group and/or organizers.  EventSeries has been defined as a kind of Event to make it easy for publishers to use it in an Event context without worrying about which kinds of series are really event-like enough to call an Event. In general an EventSeries may seem more Event-like when the period of time is compact and when aspects such as location are fixed, but it may also sometimes prove useful to describe a longer-term series as an Event.    	schema:Series,schema:Event	
schema:Bakery	schema:Bakery	rdfs:Class	Bakery	A bakery.	schema:FoodEstablishment	
schema:BusOrCoach	schema:BusOrCoach	rdfs:Class	BusOrCoach	A bus (also omnibus or autobus) is a road vehicle designed to carry passengers. Coaches are luxury buses, usually in service for long distance travel.	schema:Vehicle	
schema:FoodService	schema:FoodService	rdfs:Class	FoodService	A food service, like breakfast, lunch, or dinner.	schema:Service	
schema:BefriendAction	schema:BefriendAction	rdfs:Class	BefriendAction	The act of forming a personal connection with someone (object) mutually/bidirectionally/symmetrically.\n\nRelated actions:\n\n* [[FollowAction]]: Unlike FollowAction, BefriendAction implies that the connection is reciprocal.	schema:InteractAction	
schema:Chapter	schema:Chapter	rdfs:Class	Chapter	One of the sections into which a book is divided. A chapter usually has a section number or a name.	schema:CreativeWork	
schema:VoteAction	schema:VoteAction	rdfs:Class	VoteAction	The act of expressing a preference from a fixed/finite/structured set of choices/options.	schema:ChooseAction	
schema:ContactPointOption	schema:ContactPointOption	rdfs:Class	ContactPointOption	Enumerated options related to a ContactPoint.	schema:Enumeration	
schema:UseAction	schema:UseAction	rdfs:Class	UseAction	The act of applying an object to its intended purpose.	schema:ConsumeAction	
schema:Gene	schema:Gene	rdfs:Class	Gene	A discrete unit of inheritance which affects one or more biological traits (Source: [https://en.wikipedia.org/wiki/Gene](https://en.wikipedia.org/wiki/Gene)). Examples include FOXP2 (Forkhead box protein P2), SCARNA21 (small Cajal body-specific RNA 21), A- (agouti genotype).	schema:BioChemEntity	
schema:Flight	schema:Flight	rdfs:Class	Flight	An airline flight.	schema:Trip	
schema:IPTCDigitalSourceEnumeration	schema:IPTCDigitalSourceEnumeration	rdfs:Class	IPTCDigitalSourceEnumeration	<a href="https://www.iptc.org/">IPTC</a> "Digital Source" codes for use with the [[digitalSourceType]] property, providing information about the source for a digital media object. In general these codes are not declared here to be mutually exclusive, although some combinations would be contradictory if applied simultaneously, or might be considered mutually incompatible by upstream maintainers of the definitions. See the IPTC <a href="https://www.iptc.org/std/photometadata/documentation/userguide/">documentation</a>  for <a href="https://cv.iptc.org/newscodes/digitalsourcetype/">detailed definitions</a> of all terms.	schema:MediaEnumeration	
schema:MedicalEnumeration	schema:MedicalEnumeration	rdfs:Class	MedicalEnumeration	Enumerations related to health and the practice of medicine: A concept that is used to attribute a quality to another concept, as a qualifier, a collection of items or a listing of all of the elements of a set in medicine practice.	schema:Enumeration	
schema:UserPlusOnes	schema:UserPlusOnes	rdfs:Class	UserPlusOnes	UserInteraction and its subtypes is an old way of talking about users interacting with pages. It is generally better to use [[Action]]-based vocabulary, alongside types such as [[Comment]].	schema:UserInteraction	schema:InteractionCounter
schema:Painting	schema:Painting	rdfs:Class	Painting	A painting.	schema:CreativeWork	
schema:SizeSpecification	schema:SizeSpecification	rdfs:Class	SizeSpecification	Size related properties of a product, typically a size code ([[name]]) and optionally a [[sizeSystem]], [[sizeGroup]], and product measurements ([[hasMeasurement]]). In addition, the intended audience can be defined through [[suggestedAge]], [[suggestedGender]], and suggested body measurements ([[suggestedMeasurement]]).	schema:QualitativeValue	
schema:AdultOrientedEnumeration	schema:AdultOrientedEnumeration	rdfs:Class	AdultOrientedEnumeration	Enumeration of considerations that make a product relevant or potentially restricted for adults only.	schema:Enumeration	
schema:RealEstateAgent	schema:RealEstateAgent	rdfs:Class	RealEstateAgent	A real-estate agent.	schema:LocalBusiness	
schema:GolfCourse	schema:GolfCourse	rdfs:Class	GolfCourse	A golf course.	schema:SportsActivityLocation	
schema:Diet	schema:Diet	rdfs:Class	Diet	A strategy of regulating the intake of food to achieve or maintain a specific health-related goal.	schema:LifestyleModification,schema:CreativeWork	
schema:RadioSeries	schema:RadioSeries	rdfs:Class	RadioSeries	CreativeWorkSeries dedicated to radio broadcast and associated online delivery.	schema:CreativeWorkSeries	
schema:RentAction	schema:RentAction	rdfs:Class	RentAction	The act of giving money in return for temporary use, but not ownership, of an object such as a vehicle or property. For example, an agent rents a property from a landlord in exchange for a periodic payment.	schema:TradeAction	
schema:Museum	schema:Museum	rdfs:Class	Museum	A museum.	schema:CivicStructure	
schema:Vein	schema:Vein	rdfs:Class	Vein	A type of blood vessel that specifically carries blood to the heart.	schema:Vessel	
schema:MedicalTestPanel	schema:MedicalTestPanel	rdfs:Class	MedicalTestPanel	Any collection of tests commonly ordered together.	schema:MedicalTest	
schema:MedicalGuidelineContraindication	schema:MedicalGuidelineContraindication	rdfs:Class	MedicalGuidelineContraindication	A guideline contraindication that designates a process as harmful and where quality of the data supporting the contraindication is sound.	schema:MedicalGuideline	
schema:Place	schema:Place	rdfs:Class	Place	Entities that have a somewhat fixed, physical extension.	schema:Thing	
schema:UnitPriceSpecification	schema:UnitPriceSpecification	rdfs:Class	UnitPriceSpecification	The price asked for a given offer by the respective organization or person.	schema:PriceSpecification	
schema:BookSeries	schema:BookSeries	rdfs:Class	BookSeries	A series of books. Included books can be indicated with the hasPart property.	schema:CreativeWorkSeries	
schema:MedicalObservationalStudyDesign	schema:MedicalObservationalStudyDesign	rdfs:Class	MedicalObservationalStudyDesign	Design models for observational medical studies. Enumerated type.	schema:MedicalEnumeration	
schema:SearchRescueOrganization	schema:SearchRescueOrganization	rdfs:Class	SearchRescueOrganization	A Search and Rescue organization of some kind.	schema:Organization	
schema:IndividualPhysician	schema:IndividualPhysician	rdfs:Class	IndividualPhysician	An individual medical practitioner. For their official address use [[address]], for affiliations to hospitals use [[hospitalAffiliation]].  The [[practicesAt]] property can be used to indicate [[MedicalOrganization]] hospitals, clinics, pharmacies etc. where this physician practices.	schema:Physician	
schema:WorkersUnion	schema:WorkersUnion	rdfs:Class	WorkersUnion	A Workers Union (also known as a Labor Union, Labour Union, or Trade Union) is an organization that promotes the interests of its worker members by collectively bargaining with management, organizing, and political lobbying.	schema:Organization	
schema:MediaEnumeration	schema:MediaEnumeration	rdfs:Class	MediaEnumeration	MediaEnumeration enumerations are lists of codes, labels etc. useful for describing media objects. They may be reflections of externally developed lists, or created at schema.org, or a combination.	schema:Enumeration	
schema:MonetaryAmountDistribution	schema:MonetaryAmountDistribution	rdfs:Class	MonetaryAmountDistribution	A statistical distribution of monetary amounts.	schema:QuantitativeValueDistribution	
schema:USNonprofitType	schema:USNonprofitType	rdfs:Class	USNonprofitType	USNonprofitType: Non-profit organization type originating from the United States.	schema:NonprofitType	
schema:Volcano	schema:Volcano	rdfs:Class	Volcano	A volcano, like Fujisan.	schema:Landform	
schema:LibrarySystem	schema:LibrarySystem	rdfs:Class	LibrarySystem	A [[LibrarySystem]] is a collaborative system amongst several libraries.	schema:Organization	
schema:ComicIssue	schema:ComicIssue	rdfs:Class	ComicIssue	Individual comic issues are serially published as      part of a larger series. For the sake of consistency, even one-shot issues      belong to a series comprised of a single issue. All comic issues can be      uniquely identified by: the combination of the name and volume number of the      series to which the issue belongs; the issue number; and the variant      description of the issue (if any).	schema:PublicationIssue	
schema:Quiz	schema:Quiz	rdfs:Class	Quiz	Quiz: A test of knowledge, skills and abilities.	schema:LearningResource	
schema:PresentationDigitalDocument	schema:PresentationDigitalDocument	rdfs:Class	PresentationDigitalDocument	A file containing slides or used for a presentation.	schema:DigitalDocument	
schema:Car	schema:Car	rdfs:Class	Car	A car is a wheeled, self-powered motor vehicle used for transportation.	schema:Vehicle	
schema:Dataset	schema:Dataset	rdfs:Class	Dataset	A body of structured information describing some topic(s) of interest.	schema:CreativeWork	
schema:SaleEvent	schema:SaleEvent	rdfs:Class	SaleEvent	Event type: Sales event.	schema:Event	
schema:BookFormatType	schema:BookFormatType	rdfs:Class	BookFormatType	The publication format of the book.	schema:Enumeration	
schema:HobbyShop	schema:HobbyShop	rdfs:Class	HobbyShop	A store that sells materials useful or necessary for various hobbies.	schema:Store	
schema:DiagnosticLab	schema:DiagnosticLab	rdfs:Class	DiagnosticLab	A medical laboratory that offers on-site or off-site diagnostic services.	schema:MedicalOrganization	
schema:MedicalSpecialty	schema:MedicalSpecialty	rdfs:Class	MedicalSpecialty	Any specific branch of medical science or practice. Medical specialities include clinical specialties that pertain to particular organ systems and their respective disease states, as well as allied health specialties. Enumerated type.	schema:Specialty,schema:MedicalEnumeration	
schema:ComputerStore	schema:ComputerStore	rdfs:Class	ComputerStore	A computer store.	schema:Store	
schema:BroadcastChannel	schema:BroadcastChannel	rdfs:Class	BroadcastChannel	A unique instance of a BroadcastService on a CableOrSatelliteService lineup.	schema:Intangible	
schema:TVSeason	schema:TVSeason	rdfs:Class	TVSeason	Season dedicated to TV broadcast and associated online delivery.	schema:CreativeWorkSeason,schema:CreativeWork	
schema:Syllabus	schema:Syllabus	rdfs:Class	Syllabus	A syllabus that describes the material covered in a course, often with several such sections per [[Course]] so that a distinct [[timeRequired]] can be provided for that section of the [[Course]].	schema:LearningResource	
schema:OnlineStore	schema:OnlineStore	rdfs:Class	OnlineStore	An eCommerce site.	schema:OnlineBusiness	
schema:MaximumDoseSchedule	schema:MaximumDoseSchedule	rdfs:Class	MaximumDoseSchedule	The maximum dosing schedule considered safe for a drug or supplement as recommended by an authority or by the drug/supplement's manufacturer. Capture the recommending authority in the recognizingAuthority property of MedicalEntity.	schema:DoseSchedule	
schema:ChooseAction	schema:ChooseAction	rdfs:Class	ChooseAction	The act of expressing a preference from a set of options or a large or unbounded set of choices/options.	schema:AssessAction	
schema:FindAction	schema:FindAction	rdfs:Class	FindAction	The act of finding an object.\n\nRelated actions:\n\n* [[SearchAction]]: FindAction is generally lead by a SearchAction, but not necessarily.	schema:Action	
schema:Quantity	schema:Quantity	rdfs:Class	Quantity	Quantities such as distance, time, mass, weight, etc. Particular instances of say Mass are entities like '3 kg' or '4 milligrams'.	schema:Intangible	
schema:Game	schema:Game	rdfs:Class	Game	The Game type represents things which are games. These are typically rule-governed recreational activities, e.g. role-playing games in which players assume the role of characters in a fictional setting.	schema:CreativeWork	
schema:AutoBodyShop	schema:AutoBodyShop	rdfs:Class	AutoBodyShop	Auto body shop.	schema:AutomotiveBusiness	
schema:Substance	schema:Substance	rdfs:Class	Substance	Any matter of defined composition that has discrete existence, whose origin may be biological, mineral or chemical.	schema:MedicalEntity	
schema:MeasurementTypeEnumeration	schema:MeasurementTypeEnumeration	rdfs:Class	MeasurementTypeEnumeration	Enumeration of common measurement types (or dimensions), for example "chest" for a person, "inseam" for pants, "gauge" for screws, or "wheel" for bicycles.	schema:Enumeration	
schema:ArchiveComponent	schema:ArchiveComponent	rdfs:Class	[object Object]	[object Object]	schema:CreativeWork	
schema:ImageObjectSnapshot	schema:ImageObjectSnapshot	rdfs:Class	ImageObjectSnapshot	A specific and exact (byte-for-byte) version of an [[ImageObject]]. Two byte-for-byte identical files, for the purposes of this type, considered identical. If they have different embedded metadata (e.g. XMP, EXIF) the files will differ. Different external facts about the files, e.g. creator or dateCreated that aren't represented in their actual content, do not affect this notion of identity.	schema:ImageObject	
schema:TrainReservation	schema:TrainReservation	rdfs:Class	TrainReservation	A reservation for train travel.\n\nNote: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use [[Offer]].	schema:Reservation	
schema:Artery	schema:Artery	rdfs:Class	Artery	A type of blood vessel that specifically carries blood away from the heart.	schema:Vessel	
schema:OrganizeAction	schema:OrganizeAction	rdfs:Class	OrganizeAction	The act of manipulating/administering/supervising/controlling one or more objects.	schema:Action	
schema:Drawing	schema:Drawing	rdfs:Class	Drawing	A picture or diagram made with a pencil, pen, or crayon rather than paint.	schema:CreativeWork	
schema:NewsArticle	schema:NewsArticle	rdfs:Class	NewsArticle	A NewsArticle is an article whose content reports news, or provides background context and supporting materials for understanding the news.  A more detailed overview of [schema.org News markup](/docs/news.html) is also available. 	schema:Article	
schema:MedicalRiskFactor	schema:MedicalRiskFactor	rdfs:Class	MedicalRiskFactor	A risk factor is anything that increases a person's likelihood of developing or contracting a disease, medical condition, or complication.	schema:MedicalEntity	
schema:PaymentMethodType	schema:PaymentMethodType	rdfs:Class	PaymentMethodType	The type of payment method, only for generic payment types, specific forms of payments, like card payment should be expressed using subclasses of PaymentMethod.	schema:Enumeration	
schema:Resort	schema:Resort	rdfs:Class	Resort	A resort is a place used for relaxation or recreation, attracting visitors for holidays or vacations. Resorts are places, towns or sometimes commercial establishments operated by a single company (source: Wikipedia, the free encyclopedia, see <a href="http://en.wikipedia.org/wiki/Resort">http://en.wikipedia.org/wiki/Resort</a>). <br /><br /> See also the <a href="/docs/hotels.html">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.     	schema:LodgingBusiness	
schema:TradeAction	schema:TradeAction	rdfs:Class	TradeAction	The act of participating in an exchange of goods and services for monetary compensation. An agent trades an object, product or service with a participant in exchange for a one time or periodic payment.	schema:Action	
schema:Airline	schema:Airline	rdfs:Class	Airline	An organization that provides flights for passengers.	schema:Organization	
schema:MediaManipulationRatingEnumeration	schema:MediaManipulationRatingEnumeration	rdfs:Class	MediaManipulationRatingEnumeration	 Codes for use with the [[mediaAuthenticityCategory]] property, indicating the authenticity of a media object (in the context of how it was published or shared). In general these codes are not mutually exclusive, although some combinations (such as 'original' versus 'transformed', 'edited' and 'staged') would be contradictory if applied in the same [[MediaReview]]. Note that the application of these codes is with regard to a piece of media shared or published in a particular context.	schema:Enumeration	
schema:MotorizedBicycle	schema:MotorizedBicycle	rdfs:Class	MotorizedBicycle	A motorized bicycle is a bicycle with an attached motor used to power the vehicle, or to assist with pedaling.	schema:Vehicle	
schema:Restaurant	schema:Restaurant	rdfs:Class	Restaurant	A restaurant.	schema:FoodEstablishment	
schema:PublicationVolume	schema:PublicationVolume	rdfs:Class	PublicationVolume	A part of a successively published publication such as a periodical or multi-volume work, often numbered. It may represent a time span, such as a year.\n\nSee also [blog post](https://blog-schema.org/2014/09/02/schema-org-support-for-bibliographic-relationships-and-periodicals/).	schema:CreativeWork	
schema:OrganizationRole	schema:OrganizationRole	rdfs:Class	OrganizationRole	A subclass of Role used to describe roles within organizations.	schema:Role	
schema:Consortium	schema:Consortium	rdfs:Class	Consortium	A Consortium is a membership [[Organization]] whose members are typically Organizations.	schema:Organization	
schema:PodcastSeries	schema:PodcastSeries	rdfs:Class	PodcastSeries	A podcast is an episodic series of digital audio or video files which a user can download and listen to.	schema:CreativeWorkSeries	
schema:StadiumOrArena	schema:StadiumOrArena	rdfs:Class	StadiumOrArena	A stadium.	schema:CivicStructure,schema:SportsActivityLocation	
schema:MotorcycleDealer	schema:MotorcycleDealer	rdfs:Class	MotorcycleDealer	A motorcycle dealer.	schema:AutomotiveBusiness	
schema:MedicalGuideline	schema:MedicalGuideline	rdfs:Class	MedicalGuideline	Any recommendation made by a standard society (e.g. ACC/AHA) or consensus statement that denotes how to diagnose and treat a particular condition. Note: this type should be used to tag the actual guideline recommendation; if the guideline recommendation occurs in a larger scholarly article, use MedicalScholarlyArticle to tag the overall article, not this type. Note also: the organization making the recommendation should be captured in the recognizingAuthority base property of MedicalEntity.	schema:MedicalEntity	
schema:PoliticalParty	schema:PoliticalParty	rdfs:Class	PoliticalParty	Organization: Political Party.	schema:Organization	
schema:Ligament	schema:Ligament	rdfs:Class	Ligament	A short band of tough, flexible, fibrous connective tissue that functions to connect multiple bones, cartilages, and structurally support joints.	schema:AnatomicalStructure	
schema:HealthAspectEnumeration	schema:HealthAspectEnumeration	rdfs:Class	HealthAspectEnumeration	HealthAspectEnumeration enumerates several aspects of health content online, each of which might be described using [[hasHealthAspect]] and [[HealthTopicContent]].	schema:Enumeration	
schema:CatholicChurch	schema:CatholicChurch	rdfs:Class	CatholicChurch	A Catholic church.	schema:Church	
schema:OccupationalTherapy	schema:OccupationalTherapy	rdfs:Class	OccupationalTherapy	A treatment of people with physical, emotional, or social problems, using purposeful activity to help them overcome or learn to deal with their problems.	schema:MedicalTherapy	
schema:School	schema:School	rdfs:Class	School	A school.	schema:EducationalOrganization	
schema:CafeOrCoffeeShop	schema:CafeOrCoffeeShop	rdfs:Class	CafeOrCoffeeShop	A cafe or coffee shop.	schema:FoodEstablishment	
schema:WPHeader	schema:WPHeader	rdfs:Class	WPHeader	The header section of the page.	schema:WebPageElement	
schema:ItemList	schema:ItemList	rdfs:Class	ItemList	A list of items of any sort&#x2014;for example, Top 10 Movies About Weathermen, or Top 100 Party Songs. Not to be confused with HTML lists, which are often used only for formatting.	schema:Intangible	
schema:SeekToAction	schema:SeekToAction	rdfs:Class	SeekToAction	This is the [[Action]] of navigating to a specific [[startOffset]] timestamp within a [[VideoObject]], typically represented with a URL template structure.	schema:Action	
schema:OpeningHoursSpecification	schema:OpeningHoursSpecification	rdfs:Class	OpeningHoursSpecification	A structured value providing information about the opening hours of a place or a certain service inside a place.\n\n The place is __open__ if the [[opens]] property is specified, and __closed__ otherwise.\n\nIf the value for the [[closes]] property is less than the value for the [[opens]] property then the hour range is assumed to span over the next day.       	schema:StructuredValue	
schema:DrawAction	schema:DrawAction	rdfs:Class	DrawAction	The act of producing a visual/graphical representation of an object, typically with a pen/pencil and paper as instruments.	schema:CreateAction	
schema:Table	schema:Table	rdfs:Class	Table	A table on a Web page.	schema:WebPageElement	
schema:PoliceStation	schema:PoliceStation	rdfs:Class	PoliceStation	A police station.	schema:CivicStructure,schema:EmergencyService	
schema:DiscoverAction	schema:DiscoverAction	rdfs:Class	DiscoverAction	The act of discovering/finding an object.	schema:FindAction	
schema:DrugCost	schema:DrugCost	rdfs:Class	DrugCost	The cost per unit of a medical drug. Note that this type is not meant to represent the price in an offer of a drug for sale; see the Offer type for that. This type will typically be used to tag wholesale or average retail cost of a drug, or maximum reimbursable cost. Costs of medical drugs vary widely depending on how and where they are paid for, so while this type captures some of the variables, costs should be used with caution by consumers of this schema's markup.	schema:MedicalEntity	
schema:MathSolver	schema:MathSolver	rdfs:Class	MathSolver	A math solver which is capable of solving a subset of mathematical problems.	schema:CreativeWork	
schema:TieAction	schema:TieAction	rdfs:Class	TieAction	The act of reaching a draw in a competitive activity.	schema:AchieveAction	
schema:DayOfWeek	schema:DayOfWeek	rdfs:Class	DayOfWeek	The day of the week, e.g. used to specify to which day the opening hours of an OpeningHoursSpecification refer.  Originally, URLs from [GoodRelations](http://purl.org/goodrelations/v1) were used (for [[Monday]], [[Tuesday]], [[Wednesday]], [[Thursday]], [[Friday]], [[Saturday]], [[Sunday]] plus a special entry for [[PublicHolidays]]); these have now been integrated directly into schema.org.       	schema:Enumeration	
schema:InternetCafe	schema:InternetCafe	rdfs:Class	InternetCafe	An internet cafe.	schema:LocalBusiness	
schema:Researcher	schema:Researcher	rdfs:Class	Researcher	Researchers.	schema:Audience	
schema:RealEstateListing	schema:RealEstateListing	rdfs:Class	RealEstateListing	A [[RealEstateListing]] is a listing that describes one or more real-estate [[Offer]]s (whose [[businessFunction]] is typically to lease out, or to sell).   The [[RealEstateListing]] type itself represents the overall listing, as manifested in some [[WebPage]].   	schema:WebPage	
schema:AchieveAction	schema:AchieveAction	rdfs:Class	AchieveAction	The act of accomplishing something via previous efforts. It is an instantaneous action rather than an ongoing process.	schema:Action	
schema:DaySpa	schema:DaySpa	rdfs:Class	DaySpa	A day spa.	schema:HealthAndBeautyBusiness	
schema:MovieSeries	schema:MovieSeries	rdfs:Class	MovieSeries	A series of movies. Included movies can be indicated with the hasPart property.	schema:CreativeWorkSeries	
schema:PreOrderAction	schema:PreOrderAction	rdfs:Class	PreOrderAction	An agent orders a (not yet released) object/product/service to be delivered/sent.	schema:TradeAction	
schema:OccupationalExperienceRequirements	schema:OccupationalExperienceRequirements	rdfs:Class	OccupationalExperienceRequirements	Indicates employment-related experience requirements, e.g. [[monthsOfExperience]].	schema:Intangible	
schema:PodcastSeason	schema:PodcastSeason	rdfs:Class	PodcastSeason	A single season of a podcast. Many podcasts do not break down into separate seasons. In that case, PodcastSeries should be used.	schema:CreativeWorkSeason	
schema:Mass	schema:Mass	rdfs:Class	Mass	Properties that take Mass as values are of the form '&lt;Number&gt; &lt;Mass unit of measure&gt;'. E.g., '7 kg'.	schema:Quantity	
schema:BusTrip	schema:BusTrip	rdfs:Class	BusTrip	A trip on a commercial bus line.	schema:Trip	
schema:Hackathon	schema:Hackathon	rdfs:Class	Hackathon	A [hackathon](https://en.wikipedia.org/wiki/Hackathon) event.	schema:Event	
schema:AnimalShelter	schema:AnimalShelter	rdfs:Class	AnimalShelter	Animal shelter.	schema:LocalBusiness	
schema:GeospatialGeometry	schema:GeospatialGeometry	rdfs:Class	GeospatialGeometry	(Eventually to be defined as) a supertype of GeoShape designed to accommodate definitions from Geo-Spatial best practices.	schema:Intangible	
schema:ClothingStore	schema:ClothingStore	rdfs:Class	ClothingStore	A clothing store.	schema:Store	
schema:Continent	schema:Continent	rdfs:Class	Continent	One of the continents (for example, Europe or Africa).	schema:Landform	
schema:CssSelectorType	schema:CssSelectorType	rdfs:Class	CssSelectorType	Text representing a CSS selector.	schema:Text	
schema:LegislationObject	schema:LegislationObject	rdfs:Class	LegislationObject	A specific object or file containing a Legislation. Note that the same Legislation can be published in multiple files. For example, a digitally signed PDF, a plain PDF and an HTML version.	schema:Legislation,schema:MediaObject	
schema:Sculpture	schema:Sculpture	rdfs:Class	Sculpture	A piece of sculpture.	schema:CreativeWork	
schema:BoatReservation	schema:BoatReservation	rdfs:Class	BoatReservation	A reservation for boat travel.  Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use [[Offer]].	schema:Reservation	
