id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:trialDesign	schema:trialDesign	rdf:Property	trialDesign	Specifics about the trial design (enumerated).			schema:MedicalTrial	schema:MedicalTrialDesign
schema:fuelConsumption	schema:fuelConsumption	rdf:Property	fuelConsumption	The amount of fuel consumed for traveling a particular distance or temporal duration with the given vehicle (e.g. liters per 100 km).\n\n* Note 1: There are unfortunately no standard unit codes for liters per 100 km.  Use [[unitText]] to indicate the unit of measurement, e.g. L/100 km.\n* Note 2: There are two ways of indicating the fuel consumption, [[fuelConsumption]] (e.g. 8 liters per 100 km) and [[fuelEfficiency]] (e.g. 30 miles per gallon). They are reciprocal.\n* Note 3: Often, the absolute value is useful only when related to driving speed ("at 80 km/h") or usage pattern ("city traffic"). You can use [[valueReference]] to link the value for the fuel consumption to another value.			schema:Vehicle	schema:QuantitativeValue
schema:merchantReturnDays	schema:merchantReturnDays	rdf:Property	merchantReturnDays	Specifies either a fixed return date or the number of days (from the delivery date) that a product can be returned. Used when the [[returnPolicyCategory]] property is specified as [[MerchantReturnFiniteReturnWindow]].			schema:MerchantReturnPolicy,schema:MerchantReturnPolicySeasonalOverride	schema:Date,schema:Integer,schema:DateTime
schema:interactionService	schema:interactionService	rdf:Property	interactionService	The WebSite or SoftwareApplication where the interactions took place.			schema:InteractionCounter	schema:WebSite,schema:SoftwareApplication
schema:eligibleCustomerType	schema:eligibleCustomerType	rdf:Property	eligibleCustomerType	The type(s) of customers for which the given offer is valid.			schema:Offer,schema:Demand	schema:BusinessEntityType
schema:skills	schema:skills	rdf:Property	skills	A statement of knowledge, skill, ability, task or any other assertion expressing a competency that is either claimed by a person, an organization or desired or required to fulfill a role or to work in an occupation.			schema:JobPosting,schema:Organization,schema:Occupation,schema:Person	schema:DefinedTerm,schema:Text
schema:namedPosition	schema:namedPosition	rdf:Property	namedPosition	A position played, performed or filled by a person or organization, as part of an organization. For example, an athlete in a SportsTeam might play in the position named 'Quarterback'.		schema:roleName	schema:Role	schema:Text,schema:URL
schema:tourBookingPage	schema:tourBookingPage	rdf:Property	tourBookingPage	A page providing information on how to book a tour of some [[Place]], such as an [[Accommodation]] or [[ApartmentComplex]] in a real estate setting, as well as other kinds of tours as appropriate.			schema:ApartmentComplex,schema:Place,schema:Accommodation	schema:URL
schema:realEstateAgent	schema:realEstateAgent	rdf:Property	realEstateAgent	A sub property of participant. The real estate agent involved in the action.			schema:RentAction	schema:RealEstateAgent
schema:legislationConsolidates	schema:legislationConsolidates	rdf:Property	legislationConsolidates	Indicates another legislation taken into account in this consolidated legislation (which is usually the product of an editorial process that revises the legislation). This property should be used multiple times to refer to both the original version or the previous consolidated version, and to the legislations making the change.			schema:Legislation	schema:Legislation
schema:engineType	schema:engineType	rdf:Property	engineType	The type of engine or engines powering the vehicle.			schema:EngineSpecification	schema:URL,schema:Text,schema:QualitativeValue
schema:postOfficeBoxNumber	schema:postOfficeBoxNumber	rdf:Property	postOfficeBoxNumber	The post office box number for PO box addresses.			schema:PostalAddress	schema:Text
schema:inChI	schema:inChI	rdf:Property	inChI	Non-proprietary identifier for molecular entity that can be used in printed and electronic data sources thus enabling easier linking of diverse data compilations.			schema:MolecularEntity	schema:Text
schema:salaryUponCompletion	schema:salaryUponCompletion	rdf:Property	salaryUponCompletion	The expected salary upon completing the training.			schema:EducationalOccupationalProgram	schema:MonetaryAmountDistribution
schema:legislationIdentifier	schema:legislationIdentifier	rdf:Property	legislationIdentifier	An identifier for the legislation. This can be either a string-based identifier, like the CELEX at EU level or the NOR in France, or a web-based, URL/URI identifier, like an ELI (European Legislation Identifier) or an URN-Lex.			schema:Legislation	schema:URL,schema:Text
schema:isConsumableFor	schema:isConsumableFor	rdf:Property	isConsumableFor	A pointer to another product (or multiple products) for which this product is a consumable.			schema:Product	schema:Product
schema:applicationSubCategory	schema:applicationSubCategory	rdf:Property	applicationSubCategory	Subcategory of the application, e.g. 'Arcade Game'.			schema:SoftwareApplication	schema:URL,schema:Text
schema:signDetected	schema:signDetected	rdf:Property	signDetected	A sign detected by the test.			schema:MedicalTest	schema:MedicalSign
schema:track	schema:track	rdf:Property	track	A music recording (track)&#x2014;usually a single song. If an ItemList is given, the list should contain items of type MusicRecording.			schema:MusicPlaylist,schema:MusicGroup	schema:ItemList,schema:MusicRecording
schema:colorist	schema:colorist	rdf:Property	colorist	The individual who adds color to inked drawings.			schema:ComicIssue,schema:VisualArtwork,schema:ComicStory	schema:Person
schema:originatesFrom	schema:originatesFrom	rdf:Property	originatesFrom	The vasculature the lymphatic structure originates, or afferents, from.			schema:LymphaticVessel	schema:Vessel
schema:nerve	schema:nerve	rdf:Property	nerve	The underlying innervation associated with the muscle.			schema:Muscle	schema:Nerve
schema:amountOfThisGood	schema:amountOfThisGood	rdf:Property	amountOfThisGood	The quantity of the goods included in the offer.			schema:TypeAndQuantityNode	schema:Number
schema:encodesCreativeWork	schema:encodesCreativeWork	rdf:Property	encodesCreativeWork	The CreativeWork encoded by this media object.			schema:MediaObject	schema:CreativeWork
schema:isGift	schema:isGift	rdf:Property	isGift	Indicates whether the offer was accepted as a gift for someone other than the buyer.			schema:Order	schema:Boolean
schema:hasAdultConsideration	schema:hasAdultConsideration	rdf:Property	hasAdultConsideration	Used to tag an item to be intended or suitable for consumption or use by adults only.			schema:Offer,schema:Product	schema:AdultOrientedEnumeration
schema:paymentUrl	schema:paymentUrl	rdf:Property	paymentUrl	The URL for sending a payment.			schema:Order	schema:URL
schema:paymentAccepted	schema:paymentAccepted	rdf:Property	paymentAccepted	Cash, Credit Card, Cryptocurrency, Local Exchange Tradings System, etc.			schema:LocalBusiness	schema:Text
schema:deathPlace	schema:deathPlace	rdf:Property	deathPlace	The place where the person died.			schema:Person	schema:Place
schema:coverageEndTime	schema:coverageEndTime	rdf:Property	coverageEndTime	The time when the live blog will stop covering the Event. Note that coverage may continue after the Event concludes.			schema:LiveBlogPosting	schema:DateTime
schema:dietFeatures	schema:dietFeatures	rdf:Property	dietFeatures	Nutritional information specific to the dietary plan. May include dietary recommendations on what foods to avoid, what foods to consume, and specific alterations/deviations from the USDA or other regulatory body's approved dietary guidelines.			schema:Diet	schema:Text
schema:diagram	schema:diagram	rdf:Property	diagram	An image containing a diagram that illustrates the structure and/or its component substructures and/or connections with other structures.			schema:AnatomicalStructure	schema:ImageObject
schema:orderNumber	schema:orderNumber	rdf:Property	orderNumber	The identifier of the transaction.			schema:Order	schema:Text
schema:subEvent	schema:subEvent	rdf:Property	subEvent	An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.			schema:Event	schema:Event
schema:positiveNotes	schema:positiveNotes	rdf:Property	positiveNotes	Provides positive considerations regarding something, for example product highlights or (alongside [[negativeNotes]]) pro/con lists for reviews.  In the case of a [[Review]], the property describes the [[itemReviewed]] from the perspective of the review; in the case of a [[Product]], the product itself is being described.  The property values can be expressed either as unstructured text (repeated as necessary), or if ordered, as a list (in which case the most positive is at the beginning of the list).			schema:Review,schema:Product	schema:WebContent,schema:ItemList,schema:Text,schema:ListItem
schema:deathDate	schema:deathDate	rdf:Property	deathDate	Date of death.			schema:Person	schema:Date
schema:returnPolicySeasonalOverride	schema:returnPolicySeasonalOverride	rdf:Property	returnPolicySeasonalOverride	Seasonal override of a return policy.			schema:MerchantReturnPolicy	schema:MerchantReturnPolicySeasonalOverride
schema:runtime	schema:runtime	rdf:Property	runtime	Runtime platform or script interpreter dependencies (example: Java v1, Python 2.3, .NET Framework 3.0).		schema:runtimePlatform	schema:SoftwareSourceCode	schema:Text
schema:addressCountry	schema:addressCountry	rdf:Property	addressCountry	The country. Recommended to be in 2-letter [ISO 3166-1 alpha-2](http://en.wikipedia.org/wiki/ISO_3166-1) format, for example "US". For backward compatibility, a 3-letter [ISO 3166-1 alpha-3](https://en.wikipedia.org/wiki/ISO_3166-1_alpha-3) country code such as "SGP" or a full country name such as "Singapore" can also be used.			schema:GeoShape,schema:PostalAddress,schema:DefinedRegion,schema:GeoCoordinates	schema:Text,schema:Country
schema:eligibleDuration	schema:eligibleDuration	rdf:Property	eligibleDuration	The duration for which the given offer is valid.			schema:Demand,schema:Offer	schema:QuantitativeValue
schema:recipe	schema:recipe	rdf:Property	recipe	A sub property of instrument. The recipe/instructions used to perform the action.			schema:CookAction	schema:Recipe
schema:restPeriods	schema:restPeriods	rdf:Property	restPeriods	How often one should break from the activity.			schema:ExercisePlan	schema:QuantitativeValue,schema:Text
schema:contraindication	schema:contraindication	rdf:Property	contraindication	A contraindication for this therapy.			schema:MedicalTherapy,schema:MedicalDevice	schema:Text,schema:MedicalContraindication
schema:attendees	schema:attendees	rdf:Property	attendees	A person attending the event.		schema:attendee	schema:Event	schema:Person,schema:Organization
schema:servicePhone	schema:servicePhone	rdf:Property	servicePhone	The phone number to use to access the service.			schema:ServiceChannel	schema:ContactPoint
schema:risks	schema:risks	rdf:Property	risks	Specific physiologic risks associated to the diet plan.			schema:Diet	schema:Text
schema:interactionStatistic	schema:interactionStatistic	rdf:Property	interactionStatistic	The number of interactions for the CreativeWork using the WebSite or SoftwareApplication. The most specific child type of InteractionCounter should be used.			schema:CreativeWork,schema:Person,schema:Organization	schema:InteractionCounter
schema:pickupTime	schema:pickupTime	rdf:Property	pickupTime	When a taxi will pick up a passenger or a rental car can be picked up.			schema:RentalCarReservation,schema:TaxiReservation	schema:DateTime
schema:recordedIn	schema:recordedIn	rdf:Property	recordedIn	The CreativeWork that captured all or part of this Event.			schema:Event	schema:CreativeWork
schema:area	schema:area	rdf:Property	area	The area within which users can expect to reach the broadcast service.		schema:serviceArea	schema:BroadcastService	schema:Place
schema:currentExchangeRate	schema:currentExchangeRate	rdf:Property	currentExchangeRate	The current price of a currency.			schema:ExchangeRateSpecification	schema:UnitPriceSpecification
schema:hasMenuSection	schema:hasMenuSection	rdf:Property	hasMenuSection	A subgrouping of the menu (by dishes, course, serving time period, etc.).			schema:Menu,schema:MenuSection	schema:MenuSection
schema:labelDetails	schema:labelDetails	rdf:Property	labelDetails	Link to the drug's label details.			schema:Drug	schema:URL
schema:schoolClosuresInfo	schema:schoolClosuresInfo	rdf:Property	schoolClosuresInfo	Information about school closures.			schema:SpecialAnnouncement	schema:URL,schema:WebContent
schema:iso6523Code	schema:iso6523Code	rdf:Property	iso6523Code	An organization identifier as defined in [ISO 6523(-1)](https://en.wikipedia.org/wiki/ISO/IEC_6523). The identifier should be in the `XXXX:YYYYYY:ZZZ` or `XXXX:YYYYYY`format. Where `XXXX` is a 4 digit _ICD_ (International Code Designator), `YYYYYY` is an _OID_ (Organization Identifier) with all formatting characters (dots, dashes, spaces) removed with a maximal length of 35 characters, and `ZZZ` is an optional OPI (Organization Part Identifier) with a maximum length of 35 characters. The various components (ICD, OID, OPI) are joined with a colon character (ASCII `0x3a`). Note that many existing organization identifiers defined as attributes like [leiCode](https://schema.org/leiCode) (`0199`), [duns](https://schema.org/duns) (`0060`) or [GLN](https://schema.org/globalLocationNumber) (`0088`) can be expressed using ISO-6523. If possible, ISO-6523 codes should be preferred to populating [vatID](https://schema.org/vatID) or [taxID](https://schema.org/taxID), as ISO identifiers are less ambiguous.			schema:Organization	schema:Text
schema:mainEntity	schema:mainEntity	rdf:Property	mainEntity	Indicates the primary entity described in some page or other CreativeWork.			schema:CreativeWork	schema:Thing
schema:recourseLoan	schema:recourseLoan	rdf:Property	recourseLoan	The only way you get the money back in the event of default is the security. Recourse is where you still have the opportunity to go back to the borrower for the rest of the money.			schema:LoanOrCredit	schema:Boolean
schema:longitude	schema:longitude	rdf:Property	longitude	The longitude of a location. For example ```-122.08585``` ([WGS 84](https://en.wikipedia.org/wiki/World_Geodetic_System)).			schema:GeoCoordinates,schema:Place	schema:Number,schema:Text
schema:endTime	schema:endTime	rdf:Property	endTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. E.g. John wrote a book from January to *December*. For media, including audio and video, it's the time offset of the end of a clip within a larger file.\n\nNote that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.			schema:FoodEstablishmentReservation,schema:Action,schema:Schedule,schema:MediaObject,schema:InteractionCounter	schema:Time,schema:DateTime
schema:median	schema:median	rdf:Property	median	The median value.			schema:QuantitativeValueDistribution	schema:Number
schema:agentInteractionStatistic	schema:agentInteractionStatistic	rdf:Property	agentInteractionStatistic	The number of completed interactions for this entity, in a particular role (the 'agent'), in a particular action (indicated in the statistic), and in a particular context (i.e. interactionService).			schema:Person,schema:Organization	schema:InteractionCounter
schema:incentiveStatus	schema:incentiveStatus	rdf:Property	incentiveStatus	The status of the incentive (active, on hold, retired, etc.).			schema:FinancialIncentive	schema:IncentiveStatus
schema:bloodSupply	schema:bloodSupply	rdf:Property	bloodSupply	The blood vessel that carries blood from the heart to the muscle.			schema:Muscle	schema:Vessel
schema:lowPrice	schema:lowPrice	rdf:Property	lowPrice	The lowest price of all offers available.\n\nUsage guidelines:\n\n* Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similar Unicode symbols.\n* Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.			schema:AggregateOffer	schema:Text,schema:Number
schema:worksFor	schema:worksFor	rdf:Property	worksFor	Organizations that the person works for.			schema:Person	schema:Organization
schema:greater	schema:greater	rdf:Property	greater	This ordering relation for qualitative values indicates that the subject is greater than the object.			schema:QualitativeValue	schema:QualitativeValue
schema:partOfTrip	schema:partOfTrip	rdf:Property	partOfTrip	Identifies that this [[Trip]] is a subTrip of another Trip.  For example Day 1, Day 2, etc. of a multi-day trip.			schema:Trip	schema:Trip
schema:additionalName	schema:additionalName	rdf:Property	additionalName	An additional name for a Person, can be used for a middle name.			schema:Person	schema:Text
schema:regionDrained	schema:regionDrained	rdf:Property	regionDrained	The anatomical or organ system drained by this vessel; generally refers to a specific part of an organ.			schema:Vein,schema:LymphaticVessel	schema:AnatomicalStructure,schema:AnatomicalSystem
schema:publisher	schema:publisher	rdf:Property	publisher	The publisher of the article in question.			schema:CreativeWork,schema:FinancialIncentive	schema:Person,schema:Organization
schema:carbohydrateContent	schema:carbohydrateContent	rdf:Property	carbohydrateContent	The number of grams of carbohydrates.			schema:NutritionInformation	schema:Mass
schema:callSign	schema:callSign	rdf:Property	callSign	A [callsign](https://en.wikipedia.org/wiki/Call_sign), as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.			schema:Vehicle,schema:BroadcastService,schema:Person	schema:Text
schema:creditText	schema:creditText	rdf:Property	creditText	Text that can be used to credit person(s) and/or organization(s) associated with a published Creative Work.			schema:CreativeWork	schema:Text
schema:fiberContent	schema:fiberContent	rdf:Property	fiberContent	The number of grams of fiber.			schema:NutritionInformation	schema:Mass
schema:photo	schema:photo	rdf:Property	photo	A photograph of this place.			schema:Place	schema:Photograph,schema:ImageObject
schema:healthPlanDrugOption	schema:healthPlanDrugOption	rdf:Property	healthPlanDrugOption	TODO.			schema:HealthInsurancePlan	schema:Text
schema:returnLabelSource	schema:returnLabelSource	rdf:Property	returnLabelSource	The method (from an enumeration) by which the customer obtains a return shipping label for a product returned for any reason.			schema:MerchantReturnPolicy	schema:ReturnLabelSourceEnumeration
schema:transFatContent	schema:transFatContent	rdf:Property	transFatContent	The number of grams of trans fat.			schema:NutritionInformation	schema:Mass
schema:characterName	schema:characterName	rdf:Property	characterName	The name of a character played in some acting or performing role, i.e. in a PerformanceRole.			schema:PerformanceRole	schema:Text
schema:item	schema:item	rdf:Property	item	An entity represented by an entry in a list or data feed (e.g. an 'artist' in a list of 'artists').			schema:DataFeedItem,schema:ListItem	schema:Thing
schema:videoFrameSize	schema:videoFrameSize	rdf:Property	videoFrameSize	The frame size of the video.			schema:VideoObject	schema:Text
schema:eduQuestionType	schema:eduQuestionType	rdf:Property	eduQuestionType	For questions that are part of learning resources (e.g. Quiz), eduQuestionType indicates the format of question being given. Example: "Multiple choice", "Open ended", "Flashcard".			schema:SolveMathAction,schema:Question	schema:Text
schema:hasBroadcastChannel	schema:hasBroadcastChannel	rdf:Property	hasBroadcastChannel	A broadcast channel of a broadcast service.			schema:BroadcastService	schema:BroadcastChannel
schema:isPartOfBioChemEntity	schema:isPartOfBioChemEntity	rdf:Property	isPartOfBioChemEntity	Indicates a BioChemEntity that is (in some sense) a part of this BioChemEntity. 			schema:BioChemEntity	schema:BioChemEntity
schema:stageAsNumber	schema:stageAsNumber	rdf:Property	stageAsNumber	The stage represented as a number, e.g. 3.			schema:MedicalConditionStage	schema:Number
schema:serviceOutput	schema:serviceOutput	rdf:Property	serviceOutput	The tangible thing generated by the service, e.g. a passport, permit, etc.			schema:Service	schema:Thing
schema:incentiveCompensation	schema:incentiveCompensation	rdf:Property	incentiveCompensation	Description of bonus and commission compensation aspects of the job.			schema:JobPosting	schema:Text
schema:yield	schema:yield	rdf:Property	yield	The quantity that results by performing instructions. For example, a paper airplane, 10 personalized candles.			schema:HowTo	schema:Text,schema:QuantitativeValue
schema:monthsOfExperience	schema:monthsOfExperience	rdf:Property	monthsOfExperience	Indicates the minimal number of months of experience required for a position.			schema:OccupationalExperienceRequirements	schema:Number
schema:pathophysiology	schema:pathophysiology	rdf:Property	pathophysiology	Changes in the normal mechanical, physical, and biochemical functions that are associated with this activity or condition.			schema:PhysicalActivity,schema:MedicalCondition	schema:Text
schema:totalJobOpenings	schema:totalJobOpenings	rdf:Property	totalJobOpenings	The number of positions open for this job posting. Use a positive integer. Do not use if the number of positions is unclear or not known.			schema:JobPosting	schema:Integer
schema:arterialBranch	schema:arterialBranch	rdf:Property	arterialBranch	The branches that comprise the arterial structure.			schema:Artery	schema:AnatomicalStructure
schema:layoutImage	schema:layoutImage	rdf:Property	layoutImage	A schematic image showing the floorplan layout.			schema:FloorPlan	schema:URL,schema:ImageObject
schema:candidate	schema:candidate	rdf:Property	candidate	A sub property of object. The candidate subject of this action.			schema:VoteAction	schema:Person
schema:referenceQuantity	schema:referenceQuantity	rdf:Property	referenceQuantity	The reference quantity for which a certain price applies, e.g. 1 EUR per 4 kWh of electricity. This property is a replacement for unitOfMeasurement for the advanced cases where the price does not relate to a standard unit.			schema:UnitPriceSpecification	schema:QuantitativeValue
schema:album	schema:album	rdf:Property	album	A music album.			schema:MusicGroup	schema:MusicAlbum
schema:permissionType	schema:permissionType	rdf:Property	permissionType	The type of permission granted the person, organization, or audience.			schema:DigitalDocumentPermission	schema:DigitalDocumentPermissionType
schema:branch	schema:branch	rdf:Property	branch	The branches that delineate from the nerve bundle. Not to be confused with [[branchOf]].		schema:arterialBranch	schema:Nerve	schema:AnatomicalStructure
schema:hasDriveThroughService	schema:hasDriveThroughService	rdf:Property	hasDriveThroughService	Indicates whether some facility (e.g. [[FoodEstablishment]], [[CovidTestingFacility]]) offers a service that can be used by driving through in a car. In the case of [[CovidTestingFacility]] such facilities could potentially help with social distancing from other potentially-infected users.			schema:Place	schema:Boolean
schema:appliesToDeliveryMethod	schema:appliesToDeliveryMethod	rdf:Property	appliesToDeliveryMethod	The delivery method(s) to which the delivery charge or payment charge specification applies.			schema:PaymentChargeSpecification,schema:DeliveryChargeSpecification	schema:DeliveryMethod
schema:cvdFacilityId	schema:cvdFacilityId	rdf:Property	cvdFacilityId	Identifier of the NHSN facility that this data record applies to. Use [[cvdFacilityCounty]] to indicate the county. To provide other details, [[healthcareReportingData]] can be used on a [[Hospital]] entry.			schema:CDCPMDRecord	schema:Text
schema:departureBusStop	schema:departureBusStop	rdf:Property	departureBusStop	The stop or station from which the bus departs.			schema:BusTrip	schema:BusStop,schema:BusStation
schema:assembly	schema:assembly	rdf:Property	assembly	Library file name, e.g., mscorlib.dll, system.web.dll.		schema:executableLibraryName	schema:APIReference	schema:Text
schema:colorSwatch	schema:colorSwatch	rdf:Property	colorSwatch	A color swatch image, visualizing the color of a [[Product]]. Should match the textual description specified in the [[color]] property. This can be a URL or a fully described ImageObject.			schema:Product	schema:ImageObject,schema:URL
schema:fundedItem	schema:fundedItem	rdf:Property	fundedItem	Indicates something directly or indirectly funded or sponsored through a [[Grant]]. See also [[ownershipFundingInfo]].			schema:Grant	schema:Event,schema:MedicalEntity,schema:BioChemEntity,schema:Product,schema:CreativeWork,schema:Person,schema:Organization
schema:memoryRequirements	schema:memoryRequirements	rdf:Property	memoryRequirements	Minimum memory requirements.			schema:SoftwareApplication	schema:Text,schema:URL
schema:character	schema:character	rdf:Property	character	Fictional person connected with a creative work.			schema:CreativeWork	schema:Person
schema:equal	schema:equal	rdf:Property	equal	This ordering relation for qualitative values indicates that the subject is equal to the object.			schema:QualitativeValue	schema:QualitativeValue
schema:nationality	schema:nationality	rdf:Property	nationality	Nationality of the person.			schema:Person	schema:Country
schema:copyrightNotice	schema:copyrightNotice	rdf:Property	copyrightNotice	Text of a notice appropriate for describing the copyright aspects of this Creative Work, ideally indicating the owner of the copyright for the Work.			schema:CreativeWork	schema:Text
schema:guidelineDate	schema:guidelineDate	rdf:Property	guidelineDate	Date on which this guideline's recommendation was made.			schema:MedicalGuideline	schema:Date
schema:returnPolicyCountry	schema:returnPolicyCountry	rdf:Property	returnPolicyCountry	The country where the product has to be sent to for returns, for example "Ireland" using the [[name]] property of [[Country]]. You can also provide the two-letter [ISO 3166-1 alpha-2 country code](http://en.wikipedia.org/wiki/ISO_3166-1). Note that this can be different from the country where the product was originally shipped from or sent to.			schema:MerchantReturnPolicy	schema:Text,schema:Country
schema:backstory	schema:backstory	rdf:Property	backstory	For an [[Article]], typically a [[NewsArticle]], the backstory property provides a textual summary giving a brief explanation of why and how an article was created. In a journalistic setting this could include information about reporting process, methods, interviews, data sources, etc.			schema:Article	schema:Text,schema:CreativeWork
schema:providesService	schema:providesService	rdf:Property	providesService	The service provided by this channel.			schema:ServiceChannel	schema:Service
schema:width	schema:width	rdf:Property	width	The width of the item.			schema:Product,schema:OfferShippingDetails,schema:ShippingConditions,schema:VisualArtwork,schema:MediaObject	schema:QuantitativeValue,schema:Distance
schema:headline	schema:headline	rdf:Property	headline	Headline of the article.			schema:CreativeWork	schema:Text
schema:healthPlanCoinsuranceRate	schema:healthPlanCoinsuranceRate	rdf:Property	healthPlanCoinsuranceRate	The rate of coinsurance expressed as a number between 0.0 and 1.0.			schema:HealthPlanCostSharingSpecification	schema:Number
schema:endOffset	schema:endOffset	rdf:Property	endOffset	The end time of the clip expressed as the number of seconds from the beginning of the work.			schema:Clip	schema:HyperTocEntry,schema:Number
schema:measurementQualifier	schema:measurementQualifier	rdf:Property	measurementQualifier	Provides additional qualification to an observation. For example, a GDP observation measures the Nominal value.			schema:StatisticalVariable,schema:Observation	schema:Enumeration
schema:additionalType	schema:additionalType	rdf:Property	additionalType	An additional type for the item, typically used for adding more specific types from external vocabularies in microdata syntax. This is a relationship between something and a class that the thing is in. Typically the value is a URI-identified RDF class, and in this case corresponds to the     use of rdf:type in RDF. Text values can be used sparingly, for cases where useful information can be added without their being an appropriate schema to reference. In the case of text values, the class label should follow the schema.org <a href="https://schema.org/docs/styleguide.html">style guide</a>.			schema:Thing	schema:Text,schema:URL
schema:toLocation	schema:toLocation	rdf:Property	toLocation	A sub property of location. The final location of the object or the agent after the action.			schema:MoveAction,schema:InsertAction,schema:TransferAction,schema:ExerciseAction	schema:Place
schema:seatingType	schema:seatingType	rdf:Property	seatingType	The type/class of the seat.			schema:Seat	schema:Text,schema:QualitativeValue
schema:winner	schema:winner	rdf:Property	winner	A sub property of participant. The winner of the action.			schema:LoseAction	schema:Person
schema:jobBenefits	schema:jobBenefits	rdf:Property	jobBenefits	Description of benefits associated with the job.			schema:JobPosting	schema:Text
schema:programName	schema:programName	rdf:Property	programName	The program providing the membership. It is preferable to use [:program](https://schema.org/program) instead.			schema:ProgramMembership	schema:Text
schema:aggregateElement	schema:aggregateElement	rdf:Property	aggregateElement	Indicates a prototype of the elements in the list that is used to hold aggregate information (ratings, offers, etc.).			schema:ItemList	schema:Thing
schema:box	schema:box	rdf:Property	box	A box is the area enclosed by the rectangle formed by two points. The first point is the lower corner, the second point is the upper corner. A box is expressed as two points separated by a space character.			schema:GeoShape	schema:Text
schema:geo	schema:geo	rdf:Property	geo	The geo coordinates of the place.			schema:Place	schema:GeoShape,schema:GeoCoordinates
schema:targetProduct	schema:targetProduct	rdf:Property	targetProduct	Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used.			schema:SoftwareSourceCode	schema:SoftwareApplication
schema:fileFormat	schema:fileFormat	rdf:Property	fileFormat	Media type, typically MIME format (see [IANA site](http://www.iana.org/assignments/media-types/media-types.xhtml)) of the content, e.g. application/zip of a SoftwareApplication binary. In cases where a CreativeWork has several media type representations, 'encoding' can be used to indicate each MediaObject alongside particular fileFormat information. Unregistered or niche file formats can be indicated instead via the most appropriate URL, e.g. defining Web page or a Wikipedia entry.		schema:encodingFormat	schema:CreativeWork	schema:Text,schema:URL
schema:serviceOperator	schema:serviceOperator	rdf:Property	serviceOperator	The operating organization, if different from the provider.  This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor.			schema:GovernmentService	schema:Organization
schema:isrcCode	schema:isrcCode	rdf:Property	isrcCode	The International Standard Recording Code for the recording.			schema:MusicRecording	schema:Text
schema:startDate	schema:startDate	rdf:Property	startDate	The start date and time of the item (in [ISO 8601 date format](http://en.wikipedia.org/wiki/ISO_8601)).			schema:MerchantReturnPolicySeasonalOverride,schema:Event,schema:Schedule,schema:CreativeWorkSeries,schema:DatedMoneySpecification,schema:CreativeWorkSeason,schema:Role,schema:EducationalOccupationalProgram	schema:Date,schema:DateTime
schema:beforeMedia	schema:beforeMedia	rdf:Property	beforeMedia	A media object representing the circumstances before performing this direction.			schema:HowToDirection	schema:MediaObject,schema:URL
schema:affiliation	schema:affiliation	rdf:Property	affiliation	An organization that this person is affiliated with. For example, a school/university, a club, or a team.			schema:Person	schema:Organization
schema:nerveMotor	schema:nerveMotor	rdf:Property	nerveMotor	The neurological pathway extension that involves muscle control.			schema:Nerve	schema:Muscle
schema:legislationDate	schema:legislationDate	rdf:Property	legislationDate	The date of adoption or signature of the legislation. This is the date at which the text is officially aknowledged to be a legislation, even though it might not even be published or in force.			schema:Legislation	schema:Date
schema:areaServed	schema:areaServed	rdf:Property	areaServed	The geographic area where a service or offered item is provided.			schema:DeliveryChargeSpecification,schema:Organization,schema:FinancialIncentive,schema:Demand,schema:Service,schema:ContactPoint,schema:Offer	schema:GeoShape,schema:Text,schema:AdministrativeArea,schema:Place
schema:howPerformed	schema:howPerformed	rdf:Property	howPerformed	How the procedure is performed.			schema:MedicalProcedure	schema:Text
schema:workFeatured	schema:workFeatured	rdf:Property	workFeatured	A work featured in some event, e.g. exhibited in an ExhibitionEvent.        Specific subproperties are available for workPerformed (e.g. a play), or a workPresented (a Movie at a ScreeningEvent).			schema:Event	schema:CreativeWork
schema:activityFrequency	schema:activityFrequency	rdf:Property	activityFrequency	How often one should engage in the activity.			schema:ExercisePlan	schema:Text,schema:QuantitativeValue
schema:material	schema:material	rdf:Property	material	A material that something is made from, e.g. leather, wool, cotton, paper.			schema:Product,schema:CreativeWork	schema:Text,schema:Product,schema:URL
schema:antagonist	schema:antagonist	rdf:Property	antagonist	The muscle whose action counteracts the specified muscle.			schema:Muscle	schema:Muscle
schema:hostingOrganization	schema:hostingOrganization	rdf:Property	hostingOrganization	The Organization (airline, travelers' club, retailer, etc.) the membership is made with or which offers the  MemberProgram.			schema:MemberProgram,schema:ProgramMembership	schema:Organization
schema:hasTierBenefit	schema:hasTierBenefit	rdf:Property	hasTierBenefit	A member benefit for a particular tier of a loyalty program.			schema:MemberProgramTier	schema:TierBenefitEnumeration
