id	code	name	segmentCode
ManufactureOfElectricalGoodsAndPrecisionInstruments	73170000	Manufacture of electrical goods and precision instruments	73000000
MachiningAndProcessingServices	73180000	Machining and processing services	73000000
DecontaminationServices	76100000	Decontamination services	76000000
CleaningAndJanitorialServices	76110000	Cleaning and janitorial services	76000000
RefuseDisposalAndTreatment	76120000	Refuse disposal and treatment	76000000
ToxicAndHazardousWasteCleanup	76130000	Toxic and hazardous waste cleanup	76000000
EnvironmentalManagement	77100000	Environmental management	77000000
EnvironmentalProtection	77110000	Environmental protection	77000000
PollutionTrackingAndMonitoringAndRehabilitation	77120000	Pollution tracking and monitoring and rehabilitation	77000000
PollutantsTrackingAndMonitoringAndRehabilitationServices	77130000	Pollutants tracking and monitoring and rehabilitation services	77000000
EnvironmentalLaboratoryServices	77140000	Environmental laboratory services	77000000
MailAndCargoTransport	78100000	Mail and cargo transport	78000000
PassengerTransport	78110000	Passenger transport	78000000
MaterialPackingAndHandling	78120000	Material packing and handling	78000000
Storage	78130000	Storage	78000000
TransportServices	78140000	Transport services	78000000
TransportationRepairOrMaintenanceServices	78180000	Transportation repair or maintenance services	78000000
ManagementAdvisoryServices	80100000	Management advisory services	80000000
HumanResourcesServices	80110000	Human resources services	80000000
LegalServices	80120000	Legal services	80000000
RealEstateServices	80130000	Real estate services	80000000
MarketingAndDistribution	80140000	Marketing and distribution	80000000
TradePolicyAndServices	80150000	Trade policy and services	80000000
BusinessAdministrationServices	80160000	Business administration services	80000000
PublicRelationsAndProfessionalCommunicationsServices	80170000	Public relations and professional communications services	80000000
ProfessionalEngineeringServices	81100000	Professional engineering services	81000000
ComputerServices	81110000	Computer services	81000000
Economics	81120000	Economics	81000000
Statistics	81130000	Statistics	81000000
ManufacturingTechnologies	81140000	Manufacturing technologies	81000000
EarthScienceServices	81150000	Earth science services	81000000
InformationTechnologyServiceDelivery	81160000	Information Technology Service Delivery	81000000
BiologicalScienceServices	81170000	Biological science services	81000000
Advertising	82100000	Advertising	82000000
WritingAndTranslations	82110000	Writing and translations	82000000
ReproductionServices	82120000	Reproduction services	82000000
PhotographicServices	82130000	Photographic services	82000000
GraphicDesign	82140000	Graphic design	82000000
ProfessionalArtistsAndPerformers	82150000	Professional artists and performers	82000000
FilmAndTheaterProductionSupportServices	82160000	Film and theater production support services	82000000
Utilities	83100000	Utilities	83000000
TelecommunicationsMediaServices	83110000	Telecommunications media services	83000000
InformationServices	83120000	Information services	83000000
InformationAndCommunicationBroadcastingService	83130000	Information and communication broadcasting Service	83000000
DevelopmentFinance	84100000	Development finance	84000000
AccountingAndBookkeepingServices	84110000	Accounting and bookkeeping services	84000000
BankingAndInvestment	84120000	Banking and investment	84000000
InsuranceAndRetirementServices	84130000	Insurance and retirement services	84000000
CreditAgencies	84140000	Credit agencies	84000000
ComprehensiveHealthServices	85100000	Comprehensive health services	85000000
DiseasePreventionAndControl	85110000	Disease prevention and control	85000000
MedicalPractice	85120000	Medical practice	85000000
MedicalScienceResearchAndExperimentation	85130000	Medical science research and experimentation	85000000
AlternativeAndHolisticMedicine	85140000	Alternative and holistic medicine	85000000
FoodAndNutritionServices	85150000	Food and nutrition services	85000000
MedicalSurgicalEquipmentMaintenanceRefurbishmentAndRepairServices	85160000	Medical Surgical Equipment Maintenance Refurbishment and Repair Services	85000000
DeathAndDyingSupportServices	85170000	Death and dying support services	85000000
DiagnosesOfInfectiousAndParasiticDiseasesPartA	85210000	Diagnoses of infectious and parasitic diseases-part a	85000000
DiagnosesOfInfectiousAndParasiticDiseasesPartB	85220000	Diagnoses of infectious and parasitic diseases-part b	85000000
DiagnosesOfNeoplasms	85250000	Diagnoses of neoplasms	85000000
DiagnosesOfEndocrineNutritionalAndMetabolicDiseases	85260000	Diagnoses of endocrine, nutritional and metabolic diseases	85000000
DiagnosesOfMentalAndBehavioralDisorders	85270000	Diagnoses of mental and behavioral disorders	85000000
DiagnosesOfDiseasesOfTheNervousSystem	85280000	Diagnoses of diseases of the nervous system	85000000
DiagnosesOfDiseasesOfTheEyeAndAdnexa	85290000	Diagnoses of diseases of the eye and adnexa	85000000
DiagnosesOfDiseasesOfTheEarAndMastoidProcess	85300000	Diagnoses of diseases of the ear and mastoid process	85000000
DiagnosesOfDiseasesOfTheCirculatorySystem	85310000	Diagnoses of diseases of the circulatory system	85000000
DiagnosesOfDiseasesOfTheBloodAndBloodFormingOrgansAndCertainDisordersInvolvingTheImmuneMechanism	85320000	Diagnoses of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	85000000
DiagnosesOfDiseasesOfTheDigestiveSystem	85330000	Diagnoses of diseases of the digestive system	85000000
DiagnosesOfDiseasesOfTheRespiratorySystem	85340000	Diagnoses of diseases of the respiratory system	85000000
DiagnosesOfDiseasesOfTheSkinAndSubcutaneousTissue	85350000	Diagnoses of diseases of the skin and subcutaneous tissue	85000000
DiagnosesOfDiseasesOfTheGenitourinarySystem	85360000	Diagnoses of diseases of the genitourinary system	85000000
DiagnosesOfDiseasesOfTheMusculoskeletalSystemAndConnectiveTissue	85370000	Diagnoses of diseases of the musculoskeletal system and connective tissue	85000000
DiagnosesOfCertainConditionsOriginatingInThePerinatalPeriod	85380000	Diagnoses of certain conditions originating in the perinatal period	85000000
DiagnosesOfPregnancyChildbirthConditionsAndThePuerperium	85390000	Diagnoses of pregnancy, childbirth conditions and the puerperium	85000000
DiagnosesOfCongenitalMalformationsDeformationsAndChromosomalAbnormalities	85400000	Diagnoses of congenital malformations, deformations, and chromosomal abnormalities	85000000
DiagnosesOfSymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified	85410000	Diagnoses of symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	85000000
DiagnosesOfInjuryPoisoningAndCertainOtherConsequencesOfExternalCausesPart1	85420000	Diagnoses of injury, poisoning and certain other consequences of external causes-part 1	85000000
DiagnosesOfInjuryPoisoningAndCertainOtherConsequencesOfExternalCausesPart2.	85430000	Diagnoses of injury, poisoning and certain other consequences of external causes-part 2.	85000000
DiagnosesOfExternalCausesOfMorbidityAndMortality	85440000	Diagnoses of external causes of morbidity and mortality	85000000
TheDiagnosisOfFactorsInfluencingHealthStatusAndContactWithHealthServices	85450000	The diagnosis of factors influencing health status and contact with health services	85000000
SurgicalInterventionsOrProceduresOfCentralNervousSystem	85470000	Surgical interventions or procedures of central nervous system	85000000
SurgicalInterventionsOrProceduresOfPeripheralNervousSystem	85480000	Surgical interventions or procedures of peripheral nervous system	85000000
SurgicalInterventionsOrProceduresOfHeartAndGreatVessels	85490000	Surgical interventions or procedures of heart and great vessels	85000000
SurgicalInterventionsOrProceduresOfUpperArteries	85500000	Surgical interventions or procedures of upper arteries	85000000
SurgicalInterventionsOrProceduresOfLowerArteries	85510000	Surgical interventions or procedures of lower arteries	85000000
SurgicalInterventionsOrProceduresOfUpperVeins	85520000	Surgical interventions or procedures of upper veins	85000000
SurgicalInterventionsOrProceduresOfLowerVeins	85530000	Surgical interventions or procedures of lower veins	85000000
SurgicalInterventionsOrProceduresOfLymphaticAndHemicSystems	85540000	Surgical interventions or procedures of lymphatic and hemic systems	85000000
SurgicalInterventionsOrProceduresOfSensoryFunctionalSystemsVisionEyeAndRelatedStructures	85550000	Surgical interventions or procedures of sensory functional systems-vision eye and related structures	85000000
SurgicalInterventionsOrProceduresOfSensoryFunctionalSystemsHearingAndSmellEarNoseSinus	85560000	Surgical interventions or procedures of sensory functional systems-hearing and smell, ear nose sinus	85000000
SurgicalInterventionsOrProceduresOfTheRespiratorySystem	85570000	Surgical interventions or procedures of the respiratory system	85000000
SurgicalInterventionsOrProceduresOfTheMouthAndThroat	85580000	Surgical interventions or procedures of the mouth and throat	85000000
SurgicalInterventionsOrProceduresOfTheGastrointestinalSystemTheUpperDigestiveSystem	85590000	Surgical interventions or procedures of the gastrointestinal system: the upper digestive system	85000000
SurgicalInterventionsOrProceduresOfTheGastrointestinalSystemTheLowerDigestiveSystem	85600000	Surgical interventions or procedures of the gastrointestinal system: the lower digestive system	85000000
SurgicalInterventionsOrProceduresOfTheHepatobiliarySystem	85610000	Surgical interventions or procedures of the hepatobiliary system	85000000
SurgicalInterventionsOrProceduresOfTheEndocrineSystem	85620000	Surgical interventions or procedures of the endocrine system	85000000
SurgicalInterventionsOrProceduresOfTheSkinAndBreast	85630000	Surgical interventions or procedures of the skin and breast	85000000
SurgicalInterventionsOrProceduresOfTheSubcutaneousTissueAndFascia	85640000	Surgical interventions or procedures of the subcutaneous tissue and fascia	85000000
SurgicalInterventionsOrProceduresOfMuscles	85650000	Surgical interventions or procedures of muscles	85000000
SurgicalInterventionsOrProceduresOfTendons	85660000	Surgical interventions or procedures of tendons	85000000
SurgicalInterventionsOrProceduresOfBursaeAndLigaments	85670000	Surgical interventions or procedures of bursae and ligaments	85000000
SurgicalInterventionsOrProceduresOfHeadAndFacialBones	85680000	Surgical interventions or procedures of head and facial bones	85000000
SurgicalInterventionsOrProceduresOfUpperBones	85690000	Surgical interventions or procedures of upper bones	85000000
SurgicalInterventionsOrProceduresOfLowerBones	85700000	Surgical interventions or procedures of lower bones	85000000
SurgicalInterventionsOrProceduresOfUpperJoints	85710000	Surgical interventions or procedures of upper joints	85000000
SurgicalInterventionsOrProceduresOfLowerJoints	85720000	Surgical interventions or procedures of lower joints	85000000
SurgicalInterventionsOrProceduresOfUrinarySystem	85730000	Surgical interventions or procedures of urinary system	85000000
SurgicalInterventionsOrProceduresOfFemaleReproductiveSystem	85740000	Surgical interventions or procedures of female reproductive system	85000000
SurgicalInterventionsOrProceduresOfMaleReproductiveSystem	85750000	Surgical interventions or procedures of male reproductive system	85000000
SurgicalInterventionsOrProceduresOfAnatomicRegionsGeneral	85760000	Surgical interventions or procedures of anatomic regions-general	85000000
SurgicalInterventionsOrProceduresOfAnatomicRegionsUpperExtremities	85770000	Surgical interventions or procedures of anatomic regions-upper extremities	85000000
SurgicalInterventionsOrProceduresOfAnatomicRegionsLowerExtremities	85780000	Surgical interventions or procedures of anatomic regions-lower extremities	85000000
ObstetricInterventionsOrProceduresPregnancy	85790000	Obstetric interventions or procedures, pregnancy	85000000
PlacementInterventionsOrProceduresAnatomicRegionsAndOrifices	85800000	Placement interventions or procedures, anatomic regions and orifices	85000000
AdministrativeInterventionsOrProceduresPhysiologicalSystemsAndAnatomicalRegionsIntroductionAndIrrigationAndCirculatory	85810000	Administrative interventions or procedures, physiological systems and anatomical regions, introduction and irrigation and circulatory	85000000
MeasurementAndMonitoringInterventionsOrProceduresPhysiologicalSystemsMeasurementMonitoringAndMeasurementDevices	85820000	Measurement and monitoring interventions or procedures-physiological systems, measurement, monitoring and measurement devices	85000000
ExtracorporealOrSystemicAssistancePerformanceAndTherapiesForPhysiologicalSystems	85830000	Extracorporeal or systemic assistance, performance and therapies for physiological systems	85000000
OsteopathicInterventionsOrProceduresByAnatomicalRegions	85840000	Osteopathic interventions or procedures by anatomical regions	85000000
ChiropracticInterventionsOrProceduresByAnatomicalRegion	85860000	Chiropractic interventions or procedures by anatomical region	85000000
ImagingInterventionsOrProceduresByAnatomicalRegionOrSystem	85870000	Imaging interventions or procedures by anatomical region or system	85000000
NuclearMedicineInterventionsOrProcedures	85880000	Nuclear medicine interventions or procedures	85000000
RadiationTherapyInterventionsOrProcedures	85890000	Radiation therapy interventions or procedures	85000000
PhysicalRehabilitationInterventionsOrProcedures	85900000	Physical rehabilitation interventions or procedures	85000000
MentalHealthInterventionsOrProcedures	85910000	Mental health interventions or procedures	85000000
SubstanceAbuseInterventionsOrProcedures	85920000	Substance abuse interventions or procedures	85000000
VocationalTraining	86100000	Vocational training	86000000
AlternativeEducationalSystems	86110000	Alternative educational systems	86000000
EducationalInstitutions	86120000	Educational institutions	86000000
SpecializedEducationalServices	86130000	Specialized educational services	86000000
EducationalFacilities	86140000	Educational facilities	86000000
RestaurantsAndCatering	90100000	Restaurants and catering	90000000
HotelsAndLodgingAndMeetingFacilities	90110000	Hotels and lodging and meeting facilities	90000000
TravelFacilitation	90120000	Travel facilitation	90000000
PerformingArts	90130000	Performing arts	90000000
CommercialSports	90140000	Commercial sports	90000000
EntertainmentServices	90150000	Entertainment services	90000000
PersonalAppearance	91100000	Personal appearance	91000000
DomesticAndPersonalAssistance	91110000	Domestic and personal assistance	91000000
PublicOrderAndSafety	92100000	Public order and safety	92000000
MilitaryServicesAndNationalDefense	92110000	Military services and national defense	92000000
SecurityAndPersonalSafety	92120000	Security and personal safety	92000000
PoliticalSystemsAndInstitutions	93100000	Political systems and institutions	93000000
SocioPoliticalConditions	93110000	Socio political conditions	93000000
InternationalRelations	93120000	International relations	93000000
HumanitarianAidAndRelief	93130000	Humanitarian aid and relief	93000000
CommunityAndSocialServices	93140000	Community and social services	93000000
PublicAdministrationAndFinanceServices	93150000	Public administration and finance services	93000000
Taxation	93160000	Taxation	93000000
TradePolicyAndRegulation	93170000	Trade policy and regulation	93000000
WorkRelatedOrganizations	94100000	Work related organizations	94000000
ReligiousOrganizations	94110000	Religious organizations	94000000
Clubs	94120000	Clubs	94000000
CivicOrganizationsAndAssociationsAndMovements	94130000	Civic organizations and associations and movements	94000000
LandParcels	95100000	Land parcels	95000000
Thoroughfares	95110000	Thoroughfares	95000000
PermanentBuildingsAndStructures	95120000	Permanent buildings and structures	95000000
PortableBuildingsAndStructures	95130000	Portable buildings and structures	95000000
PrefabricatedBuildingsAndStructures	95140000	Prefabricated buildings and structures	95000000
