id	name	description	level
Machinists	Machinists		Professional
Magistrates	Judges, Magistrate Judges, and Magistrates		Professional
MagneticResonanceImagingTechnologists	Magnetic Resonance Imaging Technologists		Professional
MailSuperintendents	Postmasters and Mail Superintendents		Professional
Maintenance	Painters, Construction and Maintenance		Professional
MaintenanceEquipmentOperators	Rail-Track Laying and Maintenance Equipment Operators		Professional
MaintenanceWorkersMachinery	Maintenance Workers, Machinery		Professional
ManagementAnalysts	Management Analysts		Professional
ManagersAllOther	Managers, All Other		Manager
ManufacturingEngineers	Manufacturing Engineers		Professional
MappingTechnicians	Surveying and Mapping Technicians		Professional
MarbleSetters	Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters		Professional
MarineOilers	Sailors and Marine Oilers		Professional
MarketingManagers	Marketing Managers		Manager
MarketingSpecialists	Market Research Analysts and Marketing Specialists		Professional
MassageTherapists	Massage Therapists		Professional
MaterialMoversHand	First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand		Manager
MaterialMovingWorkersAllOther	Material Moving Workers, All Other		Professional
MaterialsEngineers	Materials Engineers		Professional
MaterialsScientists	Materials Scientists		Professional
MathematicalScienceOccupationsAllOther	Mathematical Science Occupations, All Other		Professional
MathematicalScienceTeachersPostsecondary	Mathematical Science Teachers, Postsecondary		Professional
Mathematicians	Mathematicians		Professional
MaxillofacialSurgeons	Oral and Maxillofacial Surgeons		Professional
MeatCutters	Butchers and Meat Cutters		Professional
MeatPackers	Slaughterers and Meat Packers		Professional
MechanicalDoor	Control and Valve Installers and Repairers, Except Mechanical Door		Professional
MechanicalDoorRepairers	Mechanical Door Repairers		Professional
MechanicalDrafters	Mechanical Drafters		Professional
MechanicalEngineers	Mechanical Engineers		Professional
Mechanics	Automotive Service Technicians and Mechanics		Professional
MechatronicsEngineers	Mechatronics Engineers		Professional
MediaCollectionsSpecialists	Librarians and Media Collections Specialists		Professional
MediaProgrammingDirectors	Media Programming Directors		Director
MediaTechnicalDirectorsManagers	Media Technical Directors/Managers		Director
MedicalApplianceTechnicians	Medical Appliance Technicians		Professional
MedicalAssistants	Medical Assistants		Professional
MedicalDosimetrists	Medical Dosimetrists		Professional
MedicalEquipmentPreparers	Medical Equipment Preparers		Professional
MedicalEquipmentRepairers	Medical Equipment Repairers		Professional
MedicalRecordsSpecialists	Medical Records Specialists		Professional
MedicalRegistrars	Health Information Technologists and Medical Registrars		Professional
MedicalTranscriptionists	Medical Transcriptionists		Professional
MentalHealthCounselors	Mental Health Counselors		Professional
Messengers	Couriers and Messengers		Professional
MetalWorkers	Jewelers and Precious Stone and Metal Workers		Professional
MeterReadersUtilities	Meter Readers, Utilities		Professional
Microbiologists	Microbiologists		Professional
MicrosystemsEngineers	Microsystems Engineers		Professional
Midwives	Midwives		Professional
Millwrights	Millwrights		Professional
MiningSafetyEngineers	Mining and Geological Engineers, Including Mining Safety Engineers		Professional
MissileCrewMembers	Artillery and Missile Crew Members		Professional
MissileOfficers	Artillery and Missile Officers		Professional
MobileHomeInstallers	Manufactured Building and Mobile Home Installers		Professional
ModelMakersWood	Model Makers, Wood		Professional
Models	Models		Professional
MotionPictureProjectionists	Motion Picture Projectionists		Professional
MotorboatOperators	Motorboat Operators		Professional
MotorcycleMechanics	Motorcycle Mechanics		Professional
MotorVehicleOperatorsAllOther	Motor Vehicle Operators, All Other		Professional
MovingMachineOperatorsUndergroundMining	Loading and Moving Machine Operators, Underground Mining		Professional
MusicTeachersPostsecondary	Art, Drama, and Music Teachers, Postsecondary		Professional
MusicTherapists	Music Therapists		Professional
Nannies	Nannies		Professional
NanosystemsEngineers	Nanosystems Engineers		Professional
NaturalSciencesManagers	Natural Sciences Managers		Manager
NaturopathicPhysicians	Naturopathic Physicians		Professional
Naval	Architects, Except Landscape and Naval		Professional
NavalArchitects	Marine Engineers and Naval Architects		Professional
NeurodiagnosticTechnologists	Neurodiagnostic Technologists		Professional
Neurologists	Neurologists		Professional
Neuropsychologists	Neuropsychologists		Professional
NewAccountsClerks	New Accounts Clerks		Professional
NonDestructiveTestingSpecialists	Non-Destructive Testing Specialists		Professional
NuclearEngineers	Nuclear Engineers		Professional
NuclearMedicineTechnologists	Nuclear Medicine Technologists		Professional
NuclearMonitoringTechnicians	Nuclear Monitoring Technicians		Professional
NuclearPowerReactorOperators	Nuclear Power Reactor Operators		Professional
NuclearTechnicians	Nuclear Technicians		Professional
NurseAnesthetists	Nurse Anesthetists		Professional
NurseMidwives	Nurse Midwives		Professional
NursePractitioners	Nurse Practitioners		Professional
NursingAssistants	Nursing Assistants		Professional
Nutritionists	Dietitians and Nutritionists		Professional
OccupationalTherapists	Occupational Therapists		Professional
OccupationalTherapyAides	Occupational Therapy Aides		Professional
OccupationalTherapyAssistants	Occupational Therapy Assistants		Professional
Offbearers	Machine Feeders and Offbearers		Professional
OfficeClerksGeneral	Office Clerks, General		Professional
OfficeMachineRepairers	Computer, Automated Teller, and Office Machine Repairers		Professional
Officers	Equal Opportunity Representatives and Officers		Professional
OnlineMerchants	Online Merchants		Professional
OperatingWorkers	First-Line Supervisors of Production and Operating Workers		Manager
OperationsManagers	General and Operations Managers		Manager
OperationsResearchAnalysts	Operations Research Analysts		Professional
OphthalmicLaboratoryTechnicians	Ophthalmic Laboratory Technicians		Professional
OphthalmicMedicalTechnicians	Ophthalmic Medical Technicians		Professional
OphthalmicMedicalTechnologists	Ophthalmic Medical Technologists		Professional
OpticiansDispensing	Opticians, Dispensing		Professional
Optometrists	Optometrists		Professional
OrderClerks	Order Clerks		Professional
OrderFillers	Stockers and Order Fillers		Professional
Orderlies	Orderlies		Professional
Orthodontists	Orthodontists		Professional
Orthoptists	Orthoptists		Professional
OtherAgriculturalManagers	Farmers, Ranchers, and Other Agricultural Managers		Manager
OtherConstructionEquipmentOperators	Operating Engineers and Other Construction Equipment Operators		Professional
OtherMachineAssemblers	Engine and Other Machine Assemblers		Professional
OtherRecreationalProtectiveServiceWorkers	Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers		Professional
OtherSmallEngineMechanics	Outdoor Power Equipment and Other Small Engine Mechanics		Professional
OtherSportsOfficials	Umpires, Referees, and Other Sports Officials		Professional
PackagersHand	Packers and Packagers, Hand		Professional
Paperhangers	Paperhangers		Professional
Paramedics	Paramedics		Professional
ParkingAttendants	Parking Attendants		Professional
ParkingEnforcementWorkers	Parking Enforcement Workers		Professional
ParkNaturalists	Park Naturalists		Professional
PartsSalespersons	Parts Salespersons		Professional
PassengerAttendants	Passenger Attendants		Professional
PatientRepresentatives	Patient Representatives		Professional
PatternmakersWood	Patternmakers, Wood		Professional
Pediatric	Ophthalmologists, Except Pediatric		Professional
PediatriciansGeneral	Pediatricians, General		Professional
PediatricSurgeons	Pediatric Surgeons		Professional
Pedicurists	Manicurists and Pedicurists		Professional
PenetrationTesters	Penetration Testers		Professional
Performance	Makeup Artists, Theatrical and Performance		Professional
PersonalCareAides	Personal Care Aides		Professional
PersonalFinancialAdvisors	Personal Financial Advisors		Professional
PersonalServiceManagersAllOther	Personal Service Managers, All Other		Manager
PestControlWorkers	Pest Control Workers		Professional
PetroleumEngineers	Petroleum Engineers		Professional
Pharmacists	Pharmacists		Professional
PharmacyAides	Pharmacy Aides		Professional
PharmacyTechnicians	Pharmacy Technicians		Professional
Phlebotomists	Phlebotomists		Professional
Photogrammetrists	Cartographers and Photogrammetrists		Professional
Photographers	Photographers		Professional
PhotographicEquipmentRepairers	Camera and Photographic Equipment Repairers		Professional
PhotonicsEngineers	Photonics Engineers		Professional
PhotonicsTechnicians	Photonics Technicians		Professional
PhysicalScientistsAllOther	Physical Scientists, All Other		Professional
PhysicalTherapistAides	Physical Therapist Aides		Professional
PhysicalTherapistAssistants	Physical Therapist Assistants		Professional
PhysicalTherapists	Physical Therapists		Professional
PhysicianAssistants	Physician Assistants		Professional
PhysiciansAllOther	Physicians, All Other		Professional
PhysiciansPathologists	Physicians, Pathologists		Professional
Physicists	Physicists		Professional
PhysicsTeachersPostsecondary	Physics Teachers, Postsecondary		Professional
PileDriverOperators	Pile Driver Operators		Professional
PilotsOfWaterVessels	Captains, Mates, and Pilots of Water Vessels		Professional
Pipelayers	Pipelayers		Professional
PlantScientists	Soil and Plant Scientists		Professional
Plastic	Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic		Professional
PlasticWorkersAllOther	Metal Workers and Plastic Workers, All Other		Professional
Podiatrists	Podiatrists		Professional
PolicyProcessingClerks	Insurance Claims and Policy Processing Clerks		Professional
PolishingWorkersHand	Grinding and Polishing Workers, Hand		Professional
PoliticalScienceTeachersPostsecondary	Political Science Teachers, Postsecondary		Professional
PoliticalScientists	Political Scientists		Professional
PostalService	Mail Clerks and Mail Machine Operators, Except Postal Service		Professional
PostalServiceClerks	Postal Service Clerks		Professional
PostalServiceMailCarriers	Postal Service Mail Carriers		Professional
PostingClerks	Billing and Posting Clerks		Professional
PostsecondaryTeachersAllOther	Postsecondary Teachers, All Other		Professional
PottersManufacturing	Potters, Manufacturing		Professional
PowerPlantOperators	Power Plant Operators		Professional
PrecisionAgricultureTechnicians	Precision Agriculture Technicians		Professional
PreventionSpecialists	Forest Fire Inspectors and Prevention Specialists		Professional
PreventionWorkers	First-Line Supervisors of Firefighting and Prevention Workers		Manager
PreventiveMedicinePhysicians	Preventive Medicine Physicians		Professional
PrintingPressOperators	Printing Press Operators		Professional
ProcessingMachineOperators	Postal Service Mail Sorters, Processors, and Processing Machine Operators		Professional
ProcurementClerks	Procurement Clerks		Professional
ProductDevelopmentManagers	Biofuels/Biodiesel Technology and Product Development Managers		Manager
ProductionWorkersAllOther	Production Workers, All Other		Professional
ProductPromoters	Demonstrators and Product Promoters		Professional
ProjectManagementSpecialists	Project Management Specialists		Professional
PromotionsManagers	Advertising and Promotions Managers		Manager
Prosthetists	Orthotists and Prosthetists		Professional
Prosthodontists	Prosthodontists		Professional
ProtectionEngineers	Fire-Prevention and Protection Engineers		Professional
ProtectiveServiceWorkersAllOther	Protective Service Workers, All Other		Professional
Pruners	Tree Trimmers and Pruners		Professional
PsychiatricAides	Psychiatric Aides		Professional
PsychiatricTechnicians	Psychiatric Technicians		Professional
Psychiatrists	Psychiatrists		Professional
PsychologistsAllOther	Psychologists, All Other		Professional
PsychologyTeachersPostsecondary	Psychology Teachers, Postsecondary		Professional
PublicRelationsManagers	Public Relations Managers		Manager
PublicRelationsSpecialists	Public Relations Specialists		Professional
PublicSafetyTelecommunicators	Public Safety Telecommunicators		Professional
PurchasingAgentsFarmProducts	Buyers and Purchasing Agents, Farm Products		Professional
PurchasingManagers	Purchasing Managers		Manager
QualityControlAnalysts	Quality Control Analysts		Professional
QualityControlSystemsManagers	Quality Control Systems Managers		Manager
RadiationTherapists	Radiation Therapists		Professional
Radio	Disc Jockeys, Except Radio		Professional
RadioDiscJockeys	Broadcast Announcers and Radio Disc Jockeys		Professional
RadioFrequencyIdentificationDeviceSpecialists	Radio Frequency Identification Device Specialists		Professional
Radiologists	Radiologists		Professional
RailCarRepairers	Rail Car Repairers		Professional
RailroadPolice	Transit and Railroad Police		Professional
RailTransportationWorkersAllOther	Rail Transportation Workers, All Other		Professional
RangeManagers	Range Managers		Manager
RealEstateBrokers	Real Estate Brokers		Professional
RealEstateSalesAgents	Real Estate Sales Agents		Professional
RebarWorkers	Reinforcing Iron and Rebar Workers		Professional
ReclamationWorkers	Recycling and Reclamation Workers		Professional
RecordClerksAllOther	Information and Record Clerks, All Other		Professional
RecordsOfficers	Police Identification and Records Officers		Professional
RecoveryOfficers	Aircraft Launch and Recovery Officers		Professional
RecoverySpecialists	Aircraft Launch and Recovery Specialists		Professional
RecreationalTherapists	Recreational Therapists		Professional
RecreationalVehicleServiceTechnicians	Recreational Vehicle Service Technicians		Professional
RecreationAttendants	Amusement and Recreation Attendants		Professional
RecreationWorkers	Recreation Workers		Professional
RecyclableMaterialCollectors	Refuse and Recyclable Material Collectors		Professional
RecyclingCoordinators	Recycling Coordinators		Professional
RegionalPlanners	Urban and Regional Planners		Professional
RegisteredNurses	Registered Nurses		Professional
RegulatoryAffairsManagers	Regulatory Affairs Managers		Manager
RegulatoryAffairsSpecialists	Regulatory Affairs Specialists		Professional
RehabilitationCounselors	Rehabilitation Counselors		Professional
RehabilitationPhysicians	Physical Medicine and Rehabilitation Physicians		Professional
RelatedMaterials	Pressers, Textile, Garment, and Related Materials		Professional
RelatedRepairers	Electric Motor, Power Tool, and Related Repairers		Professional
RelatedWorkers	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers		Professional
RelatedWorkersAllOther	Social Scientists and Related Workers, All Other		Professional
Relay	Electrical and Electronics Repairers, Powerhouse, Substation, and Relay		Professional
ReligionTeachersPostsecondary	Philosophy and Religion Teachers, Postsecondary		Professional
ReligiousWorkersAllOther	Religious Workers, All Other		Professional
RemoteSensingTechnicians	Remote Sensing Technicians		Professional
RentalClerks	Counter and Rental Clerks		Professional
Repairers	Elevator and Escalator Installers and Repairers		Professional
RepairersMotorVehicles	Electronic Equipment Installers and Repairers, Motor Vehicles		Professional
RepairersTransportationEquipment	Electrical and Electronics Installers and Repairers, Transportation Equipment		Professional
RepairWorkers	Helpers--Installation, Maintenance, and Repair Workers		Professional
RepairWorkersAllOther	Installation, Maintenance, and Repair Workers, All Other		Professional
RepairWorkersGeneral	Maintenance and Repair Workers, General		Professional
ResidentialAdvisors	Residential Advisors		Professional
ResortDeskClerks	Hotel, Motel, and Resort Desk Clerks		Professional
RespiratoryTherapists	Respiratory Therapists		Professional
RetailLossPreventionSpecialists	Retail Loss Prevention Specialists		Professional
RetailSalespersons	Retail Salespersons		Professional
RevenueAgents	Tax Examiners and Collectors, and Revenue Agents		Professional
Riggers	Riggers		Professional
RoboticsEngineers	Robotics Engineers		Professional
RoboticsTechnicians	Robotics Technicians		Professional
RockSplittersQuarry	Rock Splitters, Quarry		Professional
RoofBoltersMining	Roof Bolters, Mining		Professional
Roofers	Roofers		Professional
Runners	Gambling and Sports Book Writers and Runners		Professional
SafeRepairers	Locksmiths and Safe Repairers		Professional
SafetySpecialists	Occupational Health and Safety Specialists		Professional
SafetyTechnicians	Occupational Health and Safety Technicians		Professional
SalesEngineers	Sales Engineers		Professional
SalesManagers	Sales Managers		Manager
SamplersRecordkeeping	Weighers, Measurers, Checkers, and Samplers, Recordkeeping		Professional
Sawing	Woodworking Machine Setters, Operators, and Tenders, Except Sawing		Professional
Scalers	Log Graders and Scalers		Professional
SchoolBusMonitors	School Bus Monitors		Professional
SchoolPsychologists	School Psychologists		Professional
SchoolSocialWorkers	Child, Family, and School Social Workers		Professional
ScientificProducts	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products		Professional
Scouts	Coaches and Scouts		Professional
Searchers	Title Examiners, Abstractors, and Searchers		Professional
SearchMarketingStrategists	Search Marketing Strategists		Professional
SecurityGuards	Security Guards		Professional
SecurityManagementSpecialists	Security Management Specialists		Professional
SecurityManagers	Security Managers		Manager
SegmentalPavers	Segmental Pavers		Professional
SelfEnrichmentTeachers	Self-Enrichment Teachers		Professional
SemiconductorProcessingTechnicians	Semiconductor Processing Technicians		Professional
ServiceTechnicians	Aircraft Mechanics and Service Technicians		Professional
ServiceWorkersAllOther	Personal Care and Service Workers, All Other		Professional
ServingRelatedWorkersAllOther	Food Preparation and Serving Related Workers, All Other		Professional
ServingWorkers	First-Line Supervisors of Food Preparation and Serving Workers		Manager
SewerPipeCleaners	Septic Tank Servicers and Sewer Pipe Cleaners		Professional
SewersHand	Sewers, Hand		Professional
SewingMachineOperators	Sewing Machine Operators		Professional
Shampooers	Shampooers		Professional
Sharpeners	Tool Grinders, Filers, and Sharpeners		Professional
SheetMetalWorkers	Sheet Metal Workers		Professional
Sheriff'sPatrolOfficers	Police and Sheriff's Patrol Officers		Professional
ShipEngineers	Ship Engineers		Professional
ShipLoaders	Tank Car, Truck, and Ship Loaders		Professional
SimultaneousCaptioners	Court Reporters and Simultaneous Captioners		Professional
Singers	Musicians and Singers		Professional
SiteManagers	Brownfield Redevelopment Specialists and Site Managers		Manager
SkincareSpecialists	Skincare Specialists		Professional
SocialScienceResearchAssistants	Social Science Research Assistants		Professional
SocialSciencesTeachersPostsecondaryAllOther	Social Sciences Teachers, Postsecondary, All Other		Professional
SocialScienceTechniciansAllOther	Life, Physical, and Social Science Technicians, All Other		Professional
SocialServiceSpecialistsAllOther	Community and Social Service Specialists, All Other		Professional
SocialWorkersAllOther	Social Workers, All Other		Professional
SocialWorkTeachersPostsecondary	Social Work Teachers, Postsecondary		Professional
Sociologists	Sociologists		Professional
SociologyTeachersPostsecondary	Sociology Teachers, Postsecondary		Professional
SoftwareDevelopers	Software Developers		Professional
Solar	Energy Engineers, Except Wind and Solar		Professional
SolarEnergyInstallationManagers	Solar Energy Installation Managers		Manager
SolarEnergySystemsEngineers	Solar Energy Systems Engineers		Professional
SolarPhotovoltaicInstallers	Solar Photovoltaic Installers		Professional
SortersAgriculturalProducts	Graders and Sorters, Agricultural Products		Professional
SoundEngineeringTechnicians	Sound Engineering Technicians		Professional
SpaceSciencesTeachersPostsecondary	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary		Professional
SpaceScientists	Atmospheric and Space Scientists		Professional
SpaManagers	Spa Managers		Manager
SpecialEducation	Preschool Teachers, Except Special Education		Professional
SpecialEducationTeachersAllOther	Special Education Teachers, All Other		Professional
SpecialEducationTeachersElementarySchool	Special Education Teachers, Elementary School		Professional
SpecialEducationTeachersKindergarten	Special Education Teachers, Kindergarten		Professional
SpecialEducationTeachersMiddleSchool	Special Education Teachers, Middle School		Professional
SpecialEducationTeachersPreschool	Special Education Teachers, Preschool		Professional
SpecialEducationTeachersSecondarySchool	Special Education Teachers, Secondary School		Professional
SpecialForces	Special Forces		Professional
SpecialForcesOfficers	Special Forces Officers		Professional
SpeechLanguagePathologists	Speech-Language Pathologists		Professional
SpeechLanguagePathologyAssistants	Speech-Language Pathology Assistants		Professional
SportsCompetitors	Athletes and Sports Competitors		Professional
SportsMedicinePhysicians	Sports Medicine Physicians		Professional
StatisticalAssistants	Statistical Assistants		Professional
Statisticians	Statisticians		Professional
Steamfitters	Plumbers, Pipefitters, and Steamfitters		Professional
SteelWorkers	Structural Iron and Steel Workers		Professional
Stonemasons	Stonemasons		Professional
StoneSetters	Tile and Stone Setters		Professional
StreetcarOperators	Subway and Streetcar Operators		Professional
StuccoMasons	Plasterers and Stucco Masons		Professional
SubstanceAbuseSocialWorkers	Mental Health and Substance Abuse Social Workers		Professional
SubstituteTeachersShortTerm	Substitute Teachers, Short-Term		Professional
SupplyChainManagers	Supply Chain Managers		Manager
SurgeonsAllOther	Surgeons, All Other		Professional
SurgicalAssistants	Surgical Assistants		Professional
SurgicalTechnologists	Surgical Technologists		Professional
Surveyors	Surveyors		Professional
SurveyResearchers	Survey Researchers		Professional
SustainabilitySpecialists	Sustainability Specialists		Professional
SystemOperators	Water and Wastewater Treatment Plant and System Operators		Professional
SystemOperatorsAllOther	Plant and System Operators, All Other		Professional
SystemsAssemblers	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers		Professional
TacticalOperationsLeadersAllOther	Military Officer Special and Tactical Operations Leaders, All Other		Manager
TalentDirectors	Talent Directors		Director
TampingEquipmentOperators	Paving, Surfacing, and Tamping Equipment Operators		Professional
Tapers	Tapers		Professional
TaxiDrivers	Taxi Drivers		Professional
TaxPreparers	Tax Preparers		Professional
TeachersPostsecondary	Nursing Instructors and Teachers, Postsecondary		Professional
TeachingAssistants	Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education		Professional
TeachingAssistantsAllOther	Teaching Assistants, All Other		Professional
TeachingAssistantsPostsecondary	Teaching Assistants, Postsecondary		Professional
TeachingAssistantsSpecialEducation	Teaching Assistants, Special Education		Professional
TeamAssemblers	Team Assemblers		Professional
TechnicalWorkersAllOther	Healthcare Practitioners and Technical Workers, All Other		Professional
TechnicalWriters	Technical Writers		Professional
Technicians	Geographic Information Systems Technologists and Technicians		Professional
TechniciansAllOther	Health Technologists and Technicians, All Other		Professional
Technologists	Food Scientists and Technologists		Professional
TelecommunicationsEngineeringSpecialists	Telecommunications Engineering Specialists		Professional
Telemarketers	Telemarketers		Professional
TelephoneOperators	Telephone Operators		Professional
Tellers	Tellers		Professional
Tenders	Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders		Professional
TendersWood	Sawing Machine Setters, Operators, and Tenders, Wood		Professional
Testers	Software Quality Assurance Analysts and Testers		Professional
TherapistsAllOther	Therapists, All Other		Professional
TicketTakers	Ushers, Lobby Attendants, and Ticket Takers		Professional
Timekeeping	Human Resources Assistants, Except Payroll and Timekeeping		Professional
TimekeepingClerks	Payroll and Timekeeping Clerks		Professional
TireBuilders	Tire Builders		Professional
TowerOperators	Crane and Tower Operators		Professional
TrackSwitchRepairers	Signal and Track Switch Repairers		Professional
TractorOperators	Industrial Truck and Tractor Operators		Professional
TractorTrailerTruckDrivers	Heavy and Tractor-Trailer Truck Drivers		Professional
TrafficTechnicians	Traffic Technicians		Professional
Translators	Interpreters and Translators		Professional
TransportationEngineers	Transportation Engineers		Professional
TransportationInspectors	Transportation Inspectors		Professional
TransportationPlanners	Transportation Planners		Professional
TransportationSecurityScreeners	Transportation Security Screeners		Professional
TransportationWorkersAllOther	Transportation Workers, All Other		Professional
Travel	Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel		Professional
TravelAgents	Travel Agents		Professional
TravelClerks	Reservation and Transportation Ticket Agents and Travel Clerks		Professional
TravelGuides	Travel Guides		Professional
TreatingPractitionersAllOther	Healthcare Diagnosing or Treating Practitioners, All Other		Professional
Trimmers	Meat, Poultry, and Fish Cutters and Trimmers		Professional
TrimmersHand	Cutters and Trimmers, Hand		Professional
Tuners	Musical Instrument Repairers and Tuners		Professional
Tutors	Tutors		Professional
Typists	Word Processors and Typists		Professional
UndergroundMiningMachineOperatorsAllOther	Underground Mining Machine Operators, All Other		Professional
Upholsterers	Upholsterers		Professional
Urologists	Urologists		Professional
ValidationEngineers	Validation Engineers		Professional
VehicleOperators	First-Line Supervisors of Material-Moving Machine and Vehicle Operators		Manager
Veterinarians	Veterinarians		Professional
VideoEditors	Film and Video Editors		Professional
VideoGameDesigners	Video Game Designers		Professional
VideoTechnicians	Audio and Video Technicians		Professional
VisionRehabilitationTherapists	Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists		Professional
Waitresses	Waiters and Waitresses		Professional
Wall	Insulation Workers, Floor, Ceiling, and Wall		Professional
WatercraftServiceAttendants	Automotive and Watercraft Service Attendants		Professional
WaterResourceSpecialists	Water Resource Specialists		Professional
WaterWastewaterEngineers	Water/Wastewater Engineers		Professional
WebAdministrators	Web Administrators		Professional
WebDevelopers	Web Developers		Professional
Weighers	Inspectors, Testers, Sorters, Samplers, and Weighers		Professional
WellheadPumpers	Pump Operators, Except Wellhead Pumpers		Professional
WellnessCoordinators	Fitness and Wellness Coordinators		Professional
WildlifeBiologists	Zoologists and Wildlife Biologists		Professional
WinchOperators	Hoist and Winch Operators		Professional
WindEnergyDevelopmentManagers	Wind Energy Development Managers		Manager
WindEnergyEngineers	Wind Energy Engineers		Professional
WindEnergyOperationsManagers	Wind Energy Operations Managers		Manager
WindowTrimmers	Merchandise Displayers and Window Trimmers		Professional
WindTurbineServiceTechnicians	Wind Turbine Service Technicians		Professional
WoodworkersAllOther	Woodworkers, All Other		Professional
Workers	Prepress Technicians and Workers		Professional
Yardmasters	Railroad Conductors and Yardmasters		Professional
