url	ns	type	id	name	description	code	predicate	event	activity	actor	object	inverse	source	vocabulary
https://language.org.ai/Verb/load	language.org.ai	Verb	load	load	Placing goods onto a transport vehicle for shipment or transfer		loads	loaded	loading	Loader	Loading	loadedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/maintain	language.org.ai	Verb	maintain	maintain	Keeping equipment, systems, or processes in proper working condition through regular upkeep		maintains	maintained	maintaining	Maintainer	Maintenance	maintainedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/manage	language.org.ai	Verb	manage	manage	Directing, controlling, or overseeing activities, resources, or personnel to achieve organizational objectives		manages	managed	managing	Manager	Management	managedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/manufacture	language.org.ai	Verb	manufacture	manufacture	Produce goods through transformation of raw materials or components		manufactures	manufactured	manufacturing	Manufacturer	Manufactured	manufacturedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/market	language.org.ai	Verb	market	market	Promote and advertise products or services to target customers		markets	marketed	marketing	Marketer	Marketing	marketedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/measure	language.org.ai	Verb	measure	measure	Determining the size, quantity, extent, or magnitude of something using specific units or standards		measures	measured	measuring	Measurer	Measurement	measuredBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/mediate	language.org.ai	Verb	mediate	mediate	Acting as an intermediary or neutral party to resolve conflicts or facilitate agreements between parties		mediates	mediated	mediating	Mediator	Mediation	mediatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/merge	language.org.ai	Verb	merge	merge	Combine entities, data, or operations into a single consolidated unit		merges	merged	merging	Merger	Merger	mergedWith	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/modify	language.org.ai	Verb	modify	modify	Changing or altering something to suit different requirements, conditions, or preferences		modifies	modified	modifying	Modifier	Modification	modifiedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/monitor	language.org.ai	Verb	monitor	monitor	Observing, tracking, or keeping watch over activities, conditions, or performance to detect changes or problems		monitors	monitored	monitoring	Monitor	Monitoring	monitoredBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/motivate	language.org.ai	Verb	motivate	motivate	Stimulating or inspiring people to take action or achieve goals through encouragement and incentives		motivates	motivated	motivating	Motivator	Motivation	motivatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/negotiate	language.org.ai	Verb	negotiate	negotiate	Discussing and reaching agreement on terms, conditions, or solutions through dialogue		negotiates	negotiated	negotiating	Negotiator	Negotiation	negotiatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/observe	language.org.ai	Verb	observe	observe	Watching carefully and noticing details, behaviors, or changes in a situation		observes	observed	observing	Observer	Observation	observedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/onboard	language.org.ai	Verb	onboard	onboard	Integrate new employees, customers, or suppliers into organizational systems		onboards	onboarded	onboarding	Onboarder	Onboarding	onboardedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/operate	language.org.ai	Verb	operate	operate	Controlling and directing the functioning of machinery, equipment, systems, or organizations		operates	operated	operating	Operator	Operation	operatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/optimize	language.org.ai	Verb	optimize	optimize	Improving efficiency or performance by adjusting variables and removing inefficiencies		optimizes	optimized	optimizing	Optimizer	Optimization	optimizedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/organize	language.org.ai	Verb	organize	organize	Arranging, structuring, or coordinating elements into a systematic order or coherent whole		organizes	organized	organizing	Organizer	Organization	organizedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/outsource	language.org.ai	Verb	outsource	outsource	Transfer operations or functions to external service providers		outsources	outsourced	outsourcing	Outsourcer	Outsourcing	outsourcedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/oversee	language.org.ai	Verb	oversee	oversee	Supervising, monitoring, and taking responsibility for the work of others or operations		oversees	oversaw	overseeing	Overseer	Oversight	overseenBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/pack	language.org.ai	Verb	pack	pack	Placing items into packaging for shipment, storage, or sale		packs	packed	packing	Packer	Packing	packedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/participate	language.org.ai	Verb	participate	participate	Taking part in an activity, discussion, project, or group effort		participates	participated	participating	Participant	Participation	participatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/perform	language.org.ai	Verb	perform	perform	Executing, carrying out, or presenting an action or task to achieve a desired result		performs	performed	performing	Performer	Performance	performedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/pick	language.org.ai	Verb	pick	pick	Selecting items from inventory for fulfillment or use		picks	picked	picking	Picker	Picking	pickedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/plan	language.org.ai	Verb	plan	plan	Deciding on a course of action or determining what will be done to achieve objectives		plans	planned	planning	Planner	Plan	plannedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/prepare	language.org.ai	Verb	prepare	prepare	Making ready or getting something into a suitable condition for use or action		prepares	prepared	preparing	Preparer	Preparation	preparedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/present	language.org.ai	Verb	present	present	Giving information or displaying something to an audience in a prepared manner		presents	presented	presenting	Presenter	Presentation	presentedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/prioritize	language.org.ai	Verb	prioritize	prioritize	Determining the order of importance or sequence in which tasks or items should be addressed		prioritizes	prioritized	prioritizing	Prioritizer	Prioritization	prioritizedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/process	language.org.ai	Verb	process	process	Performing a series of steps or operations to handle, handle, or transform something		processes	processed	processing	Processor	Processing	processedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/procure	language.org.ai	Verb	procure	procure	Obtain needed goods or services through formal purchasing processes		procures	procured	procuring	Procurer	Procurement	procuredBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/produce	language.org.ai	Verb	produce	produce	Making or generating something, whether through manufacturing, creation, or preparation		produces	produced	producing	Producer	Production	producedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/program	language.org.ai	Verb	program	program	Writing computer code, creating instructions, or scheduling operations or events		programs	programmed	programming	Programmer	Programming	programmedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/promote	language.org.ai	Verb	promote	promote	Advancing someone's career position or publicizing and encouraging the adoption of something		promotes	promoted	promoting	Promoter	Promotion	promotedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/propose	language.org.ai	Verb	propose	propose	Putting forward an idea, plan, or solution for consideration or discussion		proposes	proposed	proposing	Proposer	Proposal	proposedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/protect	language.org.ai	Verb	protect	protect	Taking actions to keep someone or something safe from harm, damage, or loss		protects	protected	protecting	Protector	Protection	protectedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/provide	language.org.ai	Verb	provide	provide	Supplying, furnishing, or making something available to someone		provides	provided	providing	Provider	Provision	providedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/publish	language.org.ai	Verb	publish	publish	Making content, information, or material publicly available through print, digital, or other media		publishes	published	publishing	Publisher	Publication	publishedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/purchase	language.org.ai	Verb	purchase	purchase	Acquiring goods, services, or assets by buying them in exchange for payment		purchases	purchased	purchasing	Purchaser	Purchase	purchasedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/quantify	language.org.ai	Verb	quantify	quantify	Measuring or expressing something in numerical or mathematical terms		quantifies	quantified	quantifying	Quantifier	Quantification	quantifiedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/query	language.org.ai	Verb	query	query	Asking questions or requesting information to obtain specific data or clarification		queries	queried	querying	Querier	Query	queriedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/receive	language.org.ai	Verb	receive	receive	Taking delivery of goods from a supplier or carrier		receives	received	receiving	Receiver	Receipt	receivedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/recommend	language.org.ai	Verb	recommend	recommend	Suggesting or endorsing a course of action, product, or solution based on analysis or judgment		recommends	recommended	recommending	Recommender	Recommendation	recommendedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/reconcile	language.org.ai	Verb	reconcile	reconcile	Verify that accounts or records match and resolve discrepancies		reconciles	reconciled	reconciling	Reconciler	Reconciliation	reconciledBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/record	language.org.ai	Verb	record	record	Documenting information, data, or observations in a systematic manner for preservation, reference, or compliance purposes		records	recorded	recording	Recorder	Record	recordedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/recruit	language.org.ai	Verb	recruit	recruit	Identifying, attracting, and enrolling qualified candidates or participants for positions, programs, or initiatives		recruits	recruited	recruiting	Recruiter	Recruitment	recruitedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/reduce	language.org.ai	Verb	reduce	reduce	Decreasing the size, amount, intensity, or complexity of something through systematic action or process		reduces	reduced	reducing	Reducer	Reduction	reducedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/refer	language.org.ai	Verb	refer	refer	Directing someone to another person, resource, or service for assistance, information, or specialized support		refers	referred	referring	Referrer	Referral	referredBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/refine	language.org.ai	Verb	refine	refine	Improving the quality, clarity, or effectiveness of something through iterative adjustment, purification, or enhancement		refines	refined	refining	Refiner	Refinement	refinedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/register	language.org.ai	Verb	register	register	Officially enrolling, recording, or listing someone or something in a formal system or database for identification or tracking		registers	registered	registering	Registrar	Registration	registeredBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/regulate	language.org.ai	Verb	regulate	regulate	Controlling, governing, or maintaining something within specified parameters through rules, standards, or enforcement		regulates	regulated	regulating	Regulator	Regulation	regulatedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/remove	language.org.ai	Verb	remove	remove	Taking away items from a location or active use		removes	removed	removing	Remover	Removal	removedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/repackage	language.org.ai	Verb	repackage	repackage	Changing packaging of goods or materials		repackages	repackaged	repackaging	Repackager	Repackaging	repackagedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/repair	language.org.ai	Verb	repair	repair	Fixing or restoring goods or materials		repairs	repaired	repairing	Repairer	Repair	repairedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/replace	language.org.ai	Verb	replace	replace	Substituting one item for another		replaces	replaced	replacing	Replacer	Replacement	replacedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/replenish	language.org.ai	Verb	replenish	replenish	Restock or refill inventory to maintain required levels		replenishes	replenished	replenishing	Replenisher	Replenishment	replenishedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/report	language.org.ai	Verb	report	report	Presenting information, findings, or status updates in a structured format to inform stakeholders or fulfill requirements		reports	reported	reporting	Reporter	Report	reportedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/request	language.org.ai	Verb	request	request	Asking for or formally soliciting something needed for work activities		requests	requested	requesting	Requester	Request	requestedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/research	language.org.ai	Verb	research	research	Conducting systematic inquiry to discover or verify facts and information		researches	researched	researching	Researcher	Research	researchedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/reserve	language.org.ai	Verb	reserve	reserve	Setting aside goods for future use or allocation		reserves	reserved	reserving	Reserver	Reservation	reservedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/resolve	language.org.ai	Verb	resolve	resolve	Finding solutions to problems or reaching agreement on disputed issues		resolves	resolved	resolving	Resolver	Resolution	resolvedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/respond	language.org.ai	Verb	respond	respond	Reacting to or answering inquiries, requests, or communications from others		responds	responded	responding	Responder	Response	respondedTo	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/retire	language.org.ai	Verb	retire	retire	Remove assets or systems from service at end of lifecycle		retires	retired	retiring	Retirer	Retirement	retiredBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/review	language.org.ai	Verb	review	review	Examining or assessing materials, documents, or work to verify quality and accuracy		reviews	reviewed	reviewing	Reviewer	Review	reviewedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/revise	language.org.ai	Verb	revise	revise	Making changes or corrections to improve documents, plans, or work products		revises	revised	revising	Reviser	Revision	revisedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/schedule	language.org.ai	Verb	schedule	schedule	Planning and organizing activities, meetings, or work to occur at specific times		schedules	scheduled	scheduling	Scheduler	Schedule	scheduledBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/search	language.org.ai	Verb	search	search	Looking for or attempting to locate specific information, items, or resources		searches	searched	searching	Searcher	Search	searchedFor	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/select	language.org.ai	Verb	select	select	Choosing items, options, or individuals from a set of alternatives based on specific criteria or requirements		selects	selected	selecting	Selector	Selection	selectedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/sell	language.org.ai	Verb	sell	sell	Point of sale transaction and retail selling		sells	sold	selling	Seller	Sale	soldBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/serve	language.org.ai	Verb	serve	serve	Providing services, products, or support to customers, clients, or patrons to meet their needs or requirements		serves	served	serving	Server	Service	servedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/ship	language.org.ai	Verb	ship	ship	Dispatching goods for delivery to destination		ships	shipped	shipping	Shipper	Shipment	shippedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/simplify	language.org.ai	Verb	simplify	simplify	Making something less complex, easier to understand, or more straightforward by removing unnecessary elements or reducing complications		simplifies	simplified	simplifying	Simplifier	Simplification	simplifiedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/solve	language.org.ai	Verb	solve	solve	Finding answers or solutions to problems, challenges, or questions through analysis, reasoning, or experimentation		solves	solved	solving	Solver	Solution	solvedBy	https://www.onetonline.org/	O*NET 28.0
https://language.org.ai/Verb/stage	language.org.ai	Verb	stage	stage	Preparing goods for shipment or further processing		stages	staged	staging	Stager	Staging	stagedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/standardize	language.org.ai	Verb	standardize	standardize	Establish uniform methods, formats, or practices across organization		standardizes	standardized	standardizing	Standardizer	Standardization	standardizedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/stock	language.org.ai	Verb	stock	stock	Placing goods into storage or inventory location		stocks	stocked	stocking	Stocker	Stocking	stockedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/store	language.org.ai	Verb	store	store	Keeping goods or materials in inventory or storage		stores	stored	storing	Storer	Storage	storedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/strategize	language.org.ai	Verb	strategize	strategize	Develop comprehensive plans and strategic direction for operations		strategizes	strategized	strategizing	Strategist	Strategy	strategizedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/streamline	language.org.ai	Verb	streamline	streamline	Simplify and improve efficiency of processes and operations		streamlines	streamlined	streamlining	Streamliner	Streamlining	streamlinedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/subcontract	language.org.ai	Verb	subcontract	subcontract	Assign portions of contracted work to secondary vendors		subcontracts	subcontracted	subcontracting	Subcontracter	Subcontract	subcontractedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/suspend	language.org.ai	Verb	suspend	suspend	Temporarily halt or pause operations, services, or access		suspends	suspended	suspending	Suspender	Suspension	suspendedBy	https://www.apqc.org/	APQC PCF 7.0
https://language.org.ai/Verb/take	language.org.ai	Verb	take	take	Conducting a comprehensive inventory count or stock audit		takes	taken	taking	Taker	Taking	takenBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/transport	language.org.ai	Verb	transport	transport	Moving goods or materials between locations or in transit		transports	transported	transporting	Transporter	Transportation	transportedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/unload	language.org.ai	Verb	unload	unload	Removing goods or materials from a transport vehicle or container		unloads	unloaded	unloading	Unloader	Unloading	unloadedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/unpack	language.org.ai	Verb	unpack	unpack	Removing goods or materials from packaging or containers		unpacks	unpacked	unpacking	Unpacker	Unpacking	unpackedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/unreserve	language.org.ai	Verb	unreserve	unreserve	Releasing inventory that was previously reserved or held for future use		unreserves	unreserved	unreserving	Unreserver	Unreserving	unreservedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/void	language.org.ai	Verb	void	void	Canceling or nullifying a shipment or transaction		voids	voided	voiding	Voider	Voiding	voidedBy	https://ref.gs1.org/cbv/2.0.0/	CBV 2.0
https://language.org.ai/Verb/define	language.org.ai	Verb	define	define	To establish the meaning, scope, or boundaries of something. To specify requirements or parameters clearly.		defines	defined	defining	Definer	Definition	definedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/use	language.org.ai	Verb	use	use	To employ or utilize something for a particular purpose. To apply a tool, method, or resource in practice.		uses	used	using	User	Usage	usedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/understand	language.org.ai	Verb	understand	understand	To comprehend or grasp the meaning, nature, or importance of something. To have knowledge or insight about a subject.		understands	understood	understanding	Understander	Understanding	understoodBy	APQC/ONET	Discovered
https://language.org.ai/Verb/write	language.org.ai	Verb	write	write	To compose text, documentation, or code. To create written materials or records.		writes	wrote	writing	Writer	Writing	writtenBy	APQC/ONET	Discovered
https://language.org.ai/Verb/track	language.org.ai	Verb	track	track	To monitor, record, or follow the progress of something over time. To maintain records of status or changes.		tracks	tracked	tracking	Tracker	Track	trackedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/train	language.org.ai	Verb	train	train	To teach skills or knowledge to others. To develop capabilities through instruction and practice.		trains	trained	training	Trainer	Training	trainedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/validate	language.org.ai	Verb	validate	validate	To verify that something meets requirements or standards. To confirm accuracy, correctness, or compliance.		validates	validated	validating	Validator	Validation	validatedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/test	language.org.ai	Verb	test	test	To examine or evaluate something to verify its quality, performance, or functionality. To conduct trials or experiments.		tests	tested	testing	Tester	Test	testedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/align	language.org.ai	Verb	align	align	To arrange or position things in proper coordination. To ensure consistency or agreement between elements.		aligns	aligned	aligning	Aligner	Alignment	alignedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/solicit	language.org.ai	Verb	solicit	solicit	To request or seek input, feedback, or participation from others. To actively ask for contributions or responses.		solicits	solicited	soliciting	Solicitor	Solicitation	solicitedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/support	language.org.ai	Verb	support	support	To provide assistance, resources, or backing to enable work or operations to continue		supports	supported	supporting	Supporter	Support	supportedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/derive	language.org.ai	Verb	derive	derive	To obtain or extract something from a source through analysis or calculation		derives	derived	deriving	Deriver	Derivation	derivedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/collaborate	language.org.ai	Verb	collaborate	collaborate	To work jointly with others toward a common goal or outcome		collaborates	collaborated	collaborating	Collaborator	Collaboration	collaboratedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/order	language.org.ai	Verb	order	order	To arrange items in sequence or to request goods and services		orders	ordered	ordering	Orderer	Order	orderedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/adjust	language.org.ai	Verb	adjust	adjust	To make small changes or modifications to improve fit or accuracy		adjusts	adjusted	adjusting	Adjuster	Adjustment	adjustedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/teach	language.org.ai	Verb	teach	teach	To impart knowledge or skills through instruction and guidance		teaches	taught	teaching	Teacher	Teaching	taughtBy	APQC/ONET	Discovered
https://language.org.ai/Verb/build	language.org.ai	Verb	build	build	To construct or create something by assembling parts or materials		builds	built	building	Builder	Build	builtBy	APQC/ONET	Discovered
https://language.org.ai/Verb/obtain	language.org.ai	Verb	obtain	obtain	To acquire or get possession of something through effort or request		obtains	obtained	obtaining	Obtainer	Obtainment	obtainedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/ensure	language.org.ai	Verb	ensure	ensure	To make certain that something will occur or be the case		ensures	ensured	ensuring	Ensurer	Assurance	ensuredBy	APQC/ONET	Discovered
https://language.org.ai/Verb/gather	language.org.ai	Verb	gather	gather	To collect or assemble information, materials, or people from various sources		gathers	gathered	gathering	Gatherer	Gathering	gatheredBy	APQC/ONET	Discovered
https://language.org.ai/Verb/post	language.org.ai	Verb	post	post	To publish or display information, content, or materials in a public or accessible location. Commonly used in digital contexts for sharing content online or in physical contexts for displaying notices.		posts	posted	posting	Poster	Post	postedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/contact	language.org.ai	Verb	contact	contact	To communicate with or reach out to a person or organization for information, coordination, or relationship building. Essential for business communication and networking activities.		contacts	contacted	contacting	Contact	Contact	contactedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/mentor	language.org.ai	Verb	mentor	mentor	To guide, advise, and support someone's professional or personal development through experienced counsel. A key activity in talent development and knowledge transfer.		mentors	mentored	mentoring	Mentor	Mentorship	mentoredBy	APQC/ONET	Discovered
https://language.org.ai/Verb/match	language.org.ai	Verb	match	match	To pair or align items, people, or criteria based on compatibility or correspondence. Used in recruiting, resource allocation, and pattern recognition processes.		matches	matched	matching	Matcher	Match	matchedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/model	language.org.ai	Verb	model	model	To create a representation, simulation, or exemplar of a system, process, or behavior. Used in analysis, planning, and demonstration activities.		models	modeled	modeling	Modeler	Model	modeledBy	APQC/ONET	Discovered
https://language.org.ai/Verb/calibrate	language.org.ai	Verb	calibrate	calibrate	To adjust, standardize, or fine-tune equipment, processes, or measurements to ensure accuracy and consistency. Critical for quality control and precision operations.		calibrates	calibrated	calibrating	Calibrator	Calibration	calibratedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/set	language.org.ai	Verb	set	set	To establish, configure, or position something in a specific state or location. Involves defining parameters, arranging items, or initializing systems.		sets	set	setting	Setter	Set	setBy	APQC/ONET	Discovered
https://language.org.ai/Verb/make	language.org.ai	Verb	make	make	To create, produce, or manufacture something through effort or process. A fundamental productive activity across all industries and functions.		makes	made	making	Maker	Make	madeBy	APQC/ONET	Discovered
https://language.org.ai/Verb/screen	language.org.ai	Verb	screen	screen	To evaluate, filter, or examine candidates, materials, or information against defined criteria. Common in hiring, quality control, and security processes.		screens	screened	screening	Screener	Screen	screenedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/hire	language.org.ai	Verb	hire	hire	To employ or engage a person for work or services in exchange for compensation. A core human resources function for building organizational capability.		hires	hired	hiring	Hirer	Hire	hiredBy	APQC/ONET	Discovered
https://language.org.ai/Verb/reward	language.org.ai	Verb	reward	reward	To give recognition, compensation, or incentive to someone for their achievements, performance, or contributions. Commonly used in employee recognition and incentive programs.		rewards	rewarded	rewarding	Rewarder	Reward	rewardedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/relocate	language.org.ai	Verb	relocate	relocate	To move personnel, equipment, or operations from one location to another. Often involves strategic business decisions or workforce management.		relocates	relocated	relocating	Relocator	Relocation	relocatedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/triage	language.org.ai	Verb	triage	triage	To prioritize and categorize tasks, issues, or cases based on urgency and importance. Critical in customer support, healthcare, and incident management.		triages	triaged	triaging	Triager	Triage	triagedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/verify	language.org.ai	Verb	verify	verify	To confirm the accuracy, validity, or authenticity of information, data, or credentials. Essential in quality control and compliance processes.		verifies	verified	verifying	Verifier	Verification	verifiedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/issue	language.org.ai	Verb	issue	issue	To officially distribute, assign, or publish documents, equipment, or directives. Includes issuing purchase orders, permits, or communications.		issues	issued	issuing	Issuer	Issue	issuedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/cut	language.org.ai	Verb	cut	cut	To reduce, eliminate, or physically separate materials or resources. Used in manufacturing, cost reduction, and resource management contexts.		cuts	cut	cutting	Cutter	Cut	cutBy	APQC/ONET	Discovered
https://language.org.ai/Verb/troubleshoot	language.org.ai	Verb	troubleshoot	troubleshoot	To diagnose and resolve problems in systems, equipment, or processes. Critical skill in IT support, maintenance, and technical services.		troubleshoots	troubleshot	troubleshooting	Troubleshooter	Troubleshooting	troubleshotBy	APQC/ONET	Discovered
https://language.org.ai/Verb/secure	language.org.ai	Verb	secure	secure	To obtain or make safe and protected from threats or risks. Encompasses both acquiring resources and implementing security measures.		secures	secured	securing	Securer	Security	securedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/update	language.org.ai	Verb	update	update	To revise, modify, or bring information and systems to current state. Essential in maintaining accurate records and modern systems.		updates	updated	updating	Updater	Update	updatedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/specify	language.org.ai	Verb	specify	specify	To define requirements, parameters, or details precisely. Important in requirements gathering, procurement, and design processes.		specifies	specified	specifying	Specifier	Specification	specifiedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/incorporate	language.org.ai	Verb	incorporate	incorporate	To combine or unite elements into a single entity or system. Often used in contexts of integrating new components, forming legal entities, or including elements into a larger whole.		incorporates	incorporated	incorporating	Incorporator	Incorporation	incorporatedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/release	language.org.ai	Verb	release	release	To make available, distribute, or free something for use or distribution. Can refer to product launches, information disclosure, or granting freedom from obligations.		releases	released	releasing	Releaser	Release	releasedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/service	language.org.ai	Verb	service	service	To perform maintenance, repair, or provide ongoing support for equipment, systems, or customer needs. Involves ensuring continued operation and meeting requirements.		services	serviced	servicing	Servicer	Service	servicedBy	APQC/ONET	Discovered
https://language.org.ai/Verb/notify	language.org.ai	Verb	notify	notify	To formally inform or give notice to parties about events, changes, or required actions. Ensures stakeholders receive timely communication.		notifies	notified	notifying	Notifier	Notification	notifiedBy	APQC/ONET	Discovered
