toolId	toolType	productId	commodityCode
Parametric_equalizers	Tool	Equalizers	52161517
Peak_equalizers	Tool	Equalizers	52161517
Polarity_checkers	Tool	Multimeters	41113630
Pressure_zone_microphones	Tool	Microphones	52161520
Reverb_devices	Tool	AudioMixingConsoles	45111704
Ribbon_microphones	Tool	Microphones	52161520
Shelving_equalizers	Tool	Equalizers	52161517
Studio_intercom_systems	Tool	IntercomSystems	43221525
Wireless_receivers	Tool	Receivers	52161523
Wireless_transmitters	Tool	Receivers	52161523
Board_reflectors	Tool	PhotographyLightReflector	45121624
Bubble_machines	Tool	BubbleMachine	39112202
Camera_cleaning_brushes	Tool	CameraLensCleaners	45121622
Camera_flash_attachments	Tool	Lighting	45121601
Camera_positioning_tripods	Tool	CameraTripods	45121602
Contact_print_frames	Tool	ContactPrinter	45121716
Darkroom_thermometers	Tool	HandheldThermometer	41112213
Darkroom_timers	Tool	PhotographicTimer	45141610
Digital_photo_printers	Tool	DigitalImagePrinters	43212114
Dimmers	Tool	Accessories	39112401
Dye_sublimation_printers	Tool	DyeSubliminationPrinters	43212103
Electric_print_dryers	Tool	PhotoPrintDryer	45121707
Film_cameras	Tool	StillCameras	45121501
Film_drying_cabinets	Tool	FilmDriers	45121701
Film_scanners	Tool	Scanners	43211711
Flash_memory_data_storage_devices	Tool	FlashMemoryStorageCard	43202005
Focus_assists	Tool	Lighting	45121601
Fog_machines	Tool	AtmosphericEffectApparatus	39112201
Force_film_washers	Tool	FilmWashers	45121702
Graduated_neutral_density_GND_filters	Tool	CameraLensFilter	45121628
Haze_filters	Tool	CameraLensFilter	45121628
Image_enlargers	Tool	PhotographicEnlargers	45121705
Incident_light_meters	Tool	LightMeter	41115309
Lamp_reflectors	Tool	PhotographyLightReflector	45121624
Macro_lenses	Tool	CameraLens	45121603
Magnifier_loupes	Tool	Loupes	41111714
Mobile_adapters	Tool	WirelessNetworkInterfaceCards	43201409
Negative_proofers	Tool	ContactPrinter	45121716
Neutral_density_ND_filters	Tool	CameraLensFilter	45121628
Optical_media_printers	Tool	LabelingPrinters	43212113
Optical_viewfinders	Tool	ElectronicViewfinder	45121631
Polarizing_lens_filters	Tool	CameraLensFilter	45121628
Rapid_photo_print_washers	Tool	PhotoPrintWasher	45121708
Reflected_light_meters	Tool	LightMeter	41115309
Ring_flashes	Tool	Lighting	45121601
Snoots	Tool	PhotographyLightReflector	45121624
Softboxes	Tool	Lighting	45121601
Sound_blimps	Tool	Covers	45121613
Special_effects_projectors	Tool	MultimediaProjectors	45111609
Studio_strobe_flashes	Tool	Lighting	45121601
Telephoto_lenses	Tool	CameraLens	45121603
White_balancing_lens_filters	Tool	CameraLensFilter	45121628
Wide_angle_lenses	Tool	CameraLensFilter	45121628
Wireless_flash_triggers	Tool	CameraControllers	45121623
Zoom_lenses	Tool	CameraLens	45121603
Automatic_film_processors	Tool	AutomatedFilmProcessor	45121709
Batteries	Tool	DigitalVideoCameras	45121516
Cable_compression_crimp_tools	Tool	WireLugCrimpingTool	27111518
Circumaural_headphones	Tool	Headphones	52161514
Digital_light_meters	Tool	LightMeter	41115309
Directors_viewfinders	Tool	ElectronicViewfinder	45121631
Distortion_analyzers	Tool	DistortionMeter	41113727
DJI_Go_4	Tool	AircraftGuidanceSystems	25201604
DJI_Pilot	Tool	AircraftGuidanceSystems	25201604
Electronic_field_production_EFP_cameras	Tool	DigitalVideoCameras	45121516
External_monitors	Tool	CameraControllers	45121623
Gun_solder_irons	Tool	SolderingIron	23271603
Iris_rod_wrenches	Tool	SpecialtyWrenches	27111714
Mobile_mountings	Tool	CameraHarnesses	45121606
Movie_production_cameras	Tool	CinematographicCameras	45121505
Pencil_solder_irons	Tool	SolderingIron	23271603
Portable_cranes	Tool	WorkshopCranes	24101630
Portable_video_monitors	Tool	VideoMonitors	46171612
Precision_nut_drivers	Tool	NutDrivers	27111702
Real-time_spectrum_analyzers	Tool	FrequencyAnalyzers	41115303
Remotely_controlled_cameras	Tool	DigitalVideoCameras	45121516
Safety_barriers	Tool	Delineators	46161508
Satellite_broadcasting_trucks	Tool	OutsideBroadcastingVan	25101931
Straight_blade_screwdrivers	Tool	Screwdrivers	27111701
Studio_cameras	Tool	DigitalVideoCameras	45121516
Television_signal_generators	Tool	SignalGenerators	41115320
Torx_driver_sets	Tool	TorxKeys	27111716
Videocamera_lens_filters	Tool	CameraLensFilter	45121628
Videocamera_tripods	Tool	CameraTripods	45121602
Wireless_audio_video_AV_receivers	Tool	Receivers	52161523
Wireless_audio_video_AV_transmitters	Tool	Receivers	52161523
Digital_video_editing_systems	Tool	VideoEditors	45111805
YouTube.com	Tool	VideoStreamingSystem	43223207
Adjustment_tables	Tool	Therapy	42251620
Arthrodial_protractors	Tool	Protractors	44111806
Babinski_percussion_hammers	Tool	Mallets	42182302
Blood_pressure_cuffs	Tool	BloodPressureCuffKits	42181610
Carpal_traction_systems	Tool	FingerTractionSupplies	42242102
Cervical_chairs	Tool	Therapy	42251620
Cervical_collars	Tool	CervicalNeckBraces	42241803
Cervical_restoration_traction_systems	Tool	NeckTractionSupplies	42242103
Cervical_traction_devices	Tool	NeckTractionSupplies	42242103
Discriminators	Tool	PhysiologicalRecorders	41111912
Drop_tables	Tool	Therapy	42251620
Electrical_stimulation_equipment	Tool	ElectrotherapyCombinationUnits	42141801
Electronic_patient_thermometers	Tool	TympanicMedicalThermometers	42182201
Fluidotherapy_equipment	Tool	Tanks	42142201
Foot_orthotics	Tool	FootCareProducts	42241706
Functional_capacity_evaluation_FCE_systems	Tool	TestingProducts	42251502
Hydraulic_pinch_gauges	Tool	PressureIndicators	41112403
Infrared_baker_lamps	Tool	InfraredLamps	39101613
Knee-chest_tables	Tool	Therapy	42251620
Low-level_laser_units	Tool	Lasers	41115307
Lumbar_support_braces	Tool	SacralOrthopedicSoftgoods	42241802
Lumbar_traction_systems	Tool	BackTractionSupplies	42242106
Massage_units	Tool	Therapy	42251616
Measurement_calipers	Tool	Calipers	41111621
Medical_tuning_forks	Tool	MedicalTuningForks	42182412
Medical_x_ray_buckys	Tool	MedicalXRayBuckys	42201808
Medical_x_ray_filters	Tool	MedicalXRayApparatusFilters	42201828
Medical_x_ray_units	Tool	MedicalXRayUnitsForGeneralDiagnosticUse	42201815
Motorized_flexion_distraction_tables	Tool	Therapy	42251620
Muscle_stimulators	Tool	Kits	42141805
Ophthalmoscopes	Tool	ScopeSets	42182005
Overdoor_cervical_traction_devices	Tool	NeckTractionSupplies	42242103
Paraffin_baths	Tool	TherapeuticParaffinBaths	42142112
Pelvic_benches	Tool	Therapy	42251620
Piezo_stimulators	Tool	PiezoElectricCrystals	41112101
Pinwheels	Tool	MedicalDiagnosticPinwheels	42182301
Plumb_lines	Tool	PlumbBobs	27111804
Rhinoscopes	Tool	Dilators	42182012
Short_wave_diathermy_devices	Tool	DiathermyUnits	42141806
Spinal_unloading_therapy_systems	Tool	BackTractionSupplies	42242106
Stair_climbers	Tool	Therapy	42251602
Stationary_bicycles	Tool	Therapy	42251605
Therapeutic_balls	Tool	TherapeuticBalls	42251610
Therapeutic_ice_packs	Tool	Pillows	42142111
Traction_tables	Tool	Therapy	42251620
Upper_extremity_testing_strengthening_systems	Tool	Therapy	42251624
Vibratory_therapy_equipment	Tool	Therapy	42251616
X_ray_cassettes	Tool	Cassettes	42201810
X_ray_collimators	Tool	XRayDiffractionEquipment	41102704
X_ray_development_equipment	Tool	DaylightProcessors	42203702
Air_water_syringe_tips	Tool	DentalSyringeAccessoryKits	42152519
Air_water_syringes	Tool	TeethCleaningDevices	42151910
Amalgam_bands	Tool	BandsForDentalMatrix	42152902
Amalgam_carriers	Tool	Tips	42151802
Amalgam_condensers	Tool	DentalCarvers	42151606
Amalgam_retainers	Tool	Sets	42153002
Amalgam_wells	Tool	Tips	42151802
Angle_dental_handpieces	Tool	DentalHandpieces	42151624
Angled_pliers	Tool	OrthodonticPliers	42152713
Anterior_forceps	Tool	DentalForceps	42151623
Anterior_scalers	Tool	DentalScalers	42151636
Apex_locators	Tool	DentalDepthGauges	42151616
Articulating_paper_forceps	Tool	DentalForceps	42151623
Automatic_film_processing_systems	Tool	DentalFilmProcessors	42152003
Awls	Tool	Awls	27112302
Ball_bearing_contra_angle_assemblies	Tool	ReplacementPartsForDentalInstruments	42152901
Band_setters	Tool	Setters	42152722
Bayonet_forceps	Tool	DentalForceps	42151623
Biscuspid_forceps	Tool	DentalForceps	42151623
Bite_blocks	Tool	Tabs	42152002
Blood_pressure_monitors	Tool	ElectronicBloodPressureUnits	42181602
Bone_clamps	Tool	Forceps	42291802
Bone_files	Tool	Rasps	42151620
Bridge_removers	Tool	BridgeRemovers	42151605
Broaches	Tool	DentalReamers	42151632
Bulb_irrigators	Tool	SyringesWithNeedles	42152508
Capnographs	Tool	PatientCarbonDioxideDetectors	42272009
Cement_placing_instruments	Tool	Tips	42151802
Cement_spatulas	Tool	DentalSpatulas	42151639
Chemical_vapor_sterilizers	Tool	GasSterilizers	42281501
Chin-length_plastic_face_shields	Tool	FacialShields	46181702
Composite_placing_instruments	Tool	CompositePlacementTools	42151604
Contra_angle_sheaths	Tool	ReplacementPartsForDentalInstruments	42152901
Copalite_bands	Tool	BandsForDentalMatrix	42152902
Copalite_retainers	Tool	Sets	42153002
Cotton_pliers	Tool	DentalTongs	42152512
Crane_picks	Tool	DentalRootTipPicks	42151634
Cricothyrotomy_devices	Tool	MobileMedicalServicesNonSuctionAntichokeDevices	42171808
Cross-bar_elevators	Tool	DentalElevators	42151618
Crown_removers	Tool	BridgeRemovers	42151605
Crown_removing_pliers	Tool	DentalForceps	42151623
Crown_scissors	Tool	DentalScissors	42151638
Crown_splitting_forceps	Tool	DentalForceps	42151623
Curved_hemostats	Tool	Accessories	42294913
Curved_mosquito_forceps	Tool	DentalForceps	42151623
Daylight_loader_film_processing_systems	Tool	DaylightProcessors	42203702
Dental_air_abrasion_systems	Tool	DentalLaboratoryAirAbrasionUnits	42152202
Dental_aspiration_syringes	Tool	SyringesWithNeedles	42152508
Dental_burnishers	Tool	DentalBurnishers	42151613
Dental_carbon_dioxide_CO2_lasers	Tool	DentalLasers	42152301
Dental_carvers	Tool	DentalCarvers	42151606
Dental_chairs	Tool	DentalExaminationChairs	42151701
Dental_chisels	Tool	PeriodontalChisels	42152801
Dental_condensers	Tool	Tips	42151802
Dental_cord_packing_instruments	Tool	DentalCordPackers	42151804
Dental_drills	Tool	DentalDrills	42151617
Dental_electrosurgery_devices	Tool	ElectrocauteryEquipment	42295104
Dental_excavating_burs	Tool	DentalBurs	42151614
Dental_excavators	Tool	DentalExcavators	42151619
Dental_fiberoptic_retractors	Tool	DentalRetractors	42151612
Dental_impression_trays	Tool	DentalImpressionTrays	42152105
Dental_laboratory_plaster_traps	Tool	DentalLaboratoryPlasterTraps	42152214
Dental_lasers	Tool	DentalLasers	42152301
Dental_mallets	Tool	DentalMallets	42151673
Dental_margin_trimmers	Tool	DentalMarginTrimmers	42151643
Dental_matrix_bands	Tool	BandsForDentalMatrix	42152902
Dental_mouth_prop_or_bite_block_or_gag	Tool	Gag	42151644
Dental_operating_lights	Tool	GeneralDentalLights	42152303
Dental_scissors	Tool	DentalScissors	42151638
Dental_syringes	Tool	DentalSyringeAccessoryKits	42152519
Dental_wax_spatuals	Tool	DentalSpatulas	42151639
Dental_wire_cutters	Tool	DentalHandpieces	42151624
Dental_x_ray_protective_aprons	Tool	Drapes	42204002
Digital_radiographic_equipment	Tool	DentalXRayUnits	42152008
Disimpaction_forceps	Tool	DentalForceps	42151623
Double-end_explorers	Tool	Explorers	42151631
Double-end_periodontal_probes	Tool	Explorers	42151631
Dycal_instruments	Tool	CalciumHydroxidePlacementTools	42151603
Electrically_powered_dental_amalgamators	Tool	DentalAmalgamators	42152434
Enamel_hatchets	Tool	DentalExcavators	42151619
Endo_excavators	Tool	DentalExcavators	42151619
Endodontic_micro-torches	Tool	Torches	42152203
Endodontic_obturating_cones	Tool	EndodonticKits	42152476
Endodontic_pluggers	Tool	Tips	42151802
Explorers	Tool	Explorers	42151631
Extraoral_x_ray_equipment	Tool	DentalXRayUnits	42152008
Fiberoptic_aspirators	Tool	UltrasonicSurgicalAspirator	42295123
Fiberoptic_dental_mirrors	Tool	DentalMirrorHandles	42151627
Fiberoptic_diagnostic_probes	Tool	Explorers	42151631
Fiberoptic_periosteal_elevators	Tool	DentalElevators	42151618
Foot_controls	Tool	FootSwitch	39122222
Furcation_probes	Tool	Explorers	42151631
Gates-Glidden_drills	Tool	DentalReamers	42151632
Gauze_packers	Tool	DentalAbsorbentHolders	42151647
Gutta_percha_dispensers	Tool	DentalMaterialsDispensers	42152518
High_heat_sterilizers	Tool	Sterilizers	42281508
High-speed_dental_handpieces	Tool	DentalHandpieces	42151624
High-speed_evacuators	Tool	OralSuctionDevices	42151635
Instrument_sharpeners	Tool	GrindingMachines	23101506
Interproximal_carvers	Tool	DentalCarvers	42151606
Intraoral_camera_systems	Tool	Videoscopes	41111737
Intraoral_microscope_systems	Tool	Videoscopes	41111737
Intraoral_printers	Tool	Imagers	42203705
Intraoral_x_ray_equipment	Tool	DentalXRayUnits	42152008
Laryngeal_mask_airways_LMA	Tool	PharyngealAirwaysKits	42271913
Ligature_instruments	Tool	OrthodonticLigatureCartridges	42152608
Manual_film_processing_systems	Tool	DentalFilmProcessors	42152003
Masks	Tool	TieBackMask	42131713
Matrix_retainers	Tool	DentalRetainers	42152704
Metal_spatulas	Tool	DentalSpatulas	42151639
Metric_calipers	Tool	DentalCalipers	42151648
Model_trimmers	Tool	DentalLaboratoryModelTrimmers	42152212
Molar_forceps	Tool	DentalForceps	42151623
Mouth_mirrors	Tool	DentalMirrorHandles	42151627
Needle_holders	Tool	DentalSyringeAccessoryKits	42152519
Neodymium-doped_Yttrium_Aluminum_Garnet_Nd:YAG_dental_lasers	Tool	DentalLasers	42152301
Nitrous_oxide_administration_equipment	Tool	OxygenTherapyDeliverySystemProducts	42271718
Occlusal_force_analysis_systems	Tool	DentalPressureIndicatingKits	42153004
Oral_evacuation_equipment	Tool	OralSuctionDevices	42151635
Panoramic_x_ray_equipment	Tool	DentalXRayUnits	42152008
Pedodontic_forceps	Tool	DentalForceps	42151623
Periodontal_curettes	Tool	PeriodontalCurettes	42152808
Periodontal_elevators	Tool	DentalElevators	42151618
Periodontal_knives	Tool	PeriodontalKnives	42152809
Periodontal_pocket_markers	Tool	Explorers	42151631
Periodontal_probing_devices	Tool	Explorers	42151631
Periosteal_elevators	Tool	DentalElevators	42151618
Periotomes	Tool	DentalHandpieces	42151624
Photo-activated_disinfection_systems	Tool	DentalLasers	42152301
Plaster_knives	Tool	DentalKnives	42151676
Plaster_vibrators	Tool	DentalLaboratoryVibrators	42152218
Plastic_filling_instruments	Tool	Tips	42151802
Pluggers	Tool	Tips	42151802
Porcelain_crown_pliers	Tool	OrthodonticPliers	42152713
Posterior_scalers	Tool	DentalScalers	42151636
Pretracheal_stethoscopes	Tool	ElectronicStethoscopes	42182101
Prophy_contra_angle_head_assemblies	Tool	ReplacementPartsForDentalInstruments	42152901
Prophylaxis_angles	Tool	DentalProphylaxisKits	42151902
Prophylaxis_brushes	Tool	DentalProphylaxisKits	42151902
Prophylaxis_cups	Tool	DentalProphylaxisKits	42151902
Pulp_testers	Tool	DentalVitalityTesters	42151655
Rongeur_forceps	Tool	DentalForceps	42151623
Root_canal_barbed_broaches	Tool	DentalReamers	42151632
Root_canal_enlargers	Tool	DentalReamers	42151632
Root_canal_files	Tool	Rasps	42151620
Root_canal_pluggers	Tool	Tips	42151802
Root_canal_rasps	Tool	Rasps	42151620
Root_canal_reamers	Tool	DentalReamers	42151632
Root_canal_spreaders	Tool	DentalSpreaders	42151656
Root_elevators	Tool	DentalElevators	42151618
Root_tip_picks	Tool	DentalRootTipPicks	42151634
Rubber_dam_clamp_forceps	Tool	DentalDamSupplies	42152503
Rubber_dam_clamps	Tool	DentalDamSupplies	42152503
Rubber_dam_frames	Tool	DentalDamSupplies	42152503
Rubber_dam_punches	Tool	DentalDamSupplies	42152503
Saliva_ejectors	Tool	OralSuctionDevices	42151635
Sharpening_stones	Tool	DentalInstrumentSharpeningAccessories	42152912
Sickles	Tool	DentalScalers	42151636
Single-end_explorers	Tool	Explorers	42151631
Single-ended_periodontal_probes	Tool	Explorers	42151631
Slow-speed_dental_handpieces	Tool	DentalHandpieces	42151624
Spoon_excavators	Tool	DentalExcavators	42151619
Spoons	Tool	DentalSpatulas	42151639
Straight_attachments	Tool	ReplacementPartsForDentalInstruments	42152901
Straight_dental_handpieces	Tool	DentalHandpieces	42151624
Straight_elevators	Tool	DentalElevators	42151618
Straight_mosquito_forceps	Tool	DentalForceps	42151623
Straight_scissors	Tool	DentalScissors	42151638
Surgical_burs	Tool	DentalBurs	42151614
Surgical_elevators	Tool	DentalElevators	42151618
Surgical_handles	Tool	ReplacementPartsForDentalInstruments	42152901
Surgical_scissors	Tool	DentalScissors	42151638
Suture_scissors	Tool	DentalScissors	42151638
Thyroid_collars	Tool	Drapes	42204002
Thyroid_shields	Tool	Drapes	42204002
Tissue_forceps	Tool	DentalForceps	42151623
Tissue_retractors	Tool	DentalRetractors	42151612
Tongue_forceps	Tool	DentalForceps	42151623
Tongue_retractors	Tool	DentalRetractors	42151612
Tooth_color_shade_guides	Tool	DentalShades	42151507
Tooth-whitening_argon_lasers	Tool	DentalLasers	42152301
Towel_clamps	Tool	DentalAbsorbentHolders	42151647
Turvey_maxillary_expander	Tool	DentalSpreaders	42151656
Ultrasonic_scaler_tips	Tool	DentalScalers	42151636
Visible_light_curing_units	Tool	CosmeticDentistryCuringLights	42151501
Wire_and_arch_bar_scissors	Tool	DentalScissors	42151638
Wiring_pliers	Tool	OrthodonticPliers	42152713
Alveolar_forceps	Tool	DentalForceps	42151623
Anesthesia_machines	Tool	DentalAnesthesiaSets	42153001
Anesthetic_injectors	Tool	DentalAnesthesiaSets	42153001
Angled_scalpels	Tool	Trephines	42291613
Anterior_periotomes	Tool	PeriodontalKnives	42152809
Apexo_elevators	Tool	DentalElevators	42151618
Apical_forceps	Tool	DentalForceps	42151623
Bandage_scissors	Tool	SurgicalScissors	42291614
Bone_calipers	Tool	DentalDepthGauges	42151616
Bone_crushers	Tool	RelatedProducts	42291501
Bone_mills	Tool	RelatedProducts	42291501
Bone_packers	Tool	Packers	42292503
Bone_pluggers	Tool	Packers	42292503
Bone_tampers	Tool	Packers	42292503
Capnograph_monitors	Tool	PatientCarbonDioxideDetectors	42272009
Cheek_retractors	Tool	DentalRetractors	42151612
Chisel_scalers	Tool	DentalScalers	42151636
Compass_microsaws	Tool	DentalSeparatingDiscs	42152907
Crown_lengthening_gauges	Tool	DentalDepthGauges	42151616
Crown_spreaders	Tool	BridgeRemovers	42151605
Cryer_elevators	Tool	DentalElevators	42151618
Curtis_elevators	Tool	DentalElevators	42151618
Curved_dental_scissors	Tool	DentalScissors	42151638
Curved_iris_scissors	Tool	DentalScissors	42151638
Curved_osteostomes	Tool	PeriodontalKnives	42152809
Dean_scissors	Tool	DentalScissors	42151638
Dental_aspirators	Tool	DentalDehydrators	42151669
Dental_bone_rasps	Tool	Rasps	42151620
Dental_computed_tomography_CT_scanners	Tool	Tubes	42201511
Dental_cone_beam_computed_tomography_CT_scanners	Tool	Tubes	42201511
Dental_cryosurgery_units	Tool	DentalCryosurgicalUnits	42151615
Dental_elevators	Tool	DentalElevators	42151618
Dental_gauze_packers	Tool	DentalAbsorbentHolders	42151647
Dental_laser_systems	Tool	DentalLasers	42152301
Dental_loupes	Tool	Magnifiers	42295121
Dental_placement_instruments	Tool	DentalPlacementInstruments	42151630
Dental_reciprocating_saws	Tool	DentalSeparatingDiscs	42152907
Dental_root_tip_picks	Tool	DentalRootTipPicks	42151634
Dental_sagittal_saws	Tool	DentalSeparatingDiscs	42152907
Dental_spreading_tools	Tool	DentalSpreaders	42151656
Dental_surgical_burs	Tool	DentalBurs	42151614
Dental_suture_needles	Tool	SyringesWithNeedles	42152508
Dental_tissue_pliers	Tool	SurgicalPliers	42292303
Digital_dental_x_ray_units	Tool	DentalXRayUnits	42152008
Electrosurgical_units	Tool	ElectrocauteryEquipment	42295104
Electrotomes	Tool	ElectrocauteryEquipment	42295104
Endodontic_excavators	Tool	DentalExcavators	42151619
Endodontic_gauges	Tool	DentalDepthGauges	42151616
Endondontic_explorers	Tool	Explorers	42151631
File_scalers	Tool	DentalScalers	42151636
Gingival_cord_packers	Tool	DentalCordPackers	42151804
Gouge_elevators	Tool	DentalElevators	42151618
Heidbrink_elevators	Tool	DentalElevators	42151618
Intraoral_digital_video_cameras	Tool	Videoscopes	41111737
Intraoral_still_cameras	Tool	Videoscopes	41111737
Intravenous_IV_equipment	Tool	IntravenousTubingWithCatheterAdministrationKits	42221614
Irrigating_syringes	Tool	SyringesWithNeedles	42152508
Lacrimal_probes	Tool	Explorers	42151631
Left_syndesmotomes	Tool	DentalRootTipPicks	42151634
Luxating_elevators	Tool	DentalElevators	42151618
Mead_forceps	Tool	DentalForceps	42151623
Microsurgical_corn_suture_pliers	Tool	SurgicalPliers	42292303
Molt_mouth_gags	Tool	Gag	42151644
Mucotomes	Tool	SurgicalTomes	42291619
Multiparameter_vital_sign_monitors	Tool	MultiparameterVitalSignUnits	42181904
Nitrous_oxide_delivery_systems	Tool	DentalAnesthesiaSets	42153001
Oral_airways	Tool	Parts	42271708
Oral_surgery_ronguers	Tool	SurgicalRongeurs	42291612
Oral_surgical_retractors	Tool	SurgicalRetractors	42293107
Oscillating_microsaws	Tool	DentalSeparatingDiscs	42152907
Osseoscalpel_microsaws	Tool	DentalSeparatingDiscs	42152907
Panoramic_dental_x_ray_units	Tool	DentalXRayUnits	42152008
Periodontal_chisels	Tool	PeriodontalChisels	42152801
Periodontal_hoe_scalers	Tool	PeriodontalHoes	42152803
Periodontal_surgical_curettes	Tool	PeriodontalCurettes	42152808
Peristaltic_water_pumps	Tool	SurgicalIrrigationSets	42293509
Piezoelectric_ultrasonic_generators	Tool	UltrasonicSurgicalAspirator	42295123
Posterior_periotomes	Tool	PeriodontalKnives	42152809
Potts_elevators	Tool	DentalElevators	42151618
Right_syndesmotomes	Tool	DentalRootTipPicks	42151634
Root_forceps	Tool	DentalForceps	42151623
Seldin_elevators	Tool	DentalElevators	42151618
Serrated_elevators	Tool	DentalElevators	42151618
Sinus_curettes	Tool	PeriodontalCurettes	42152808
Sinus_lift_instruments	Tool	Levers	42292702
Sinus_retractors	Tool	SurgicalRetractors	42293107
Skin_hooks	Tool	SurgicalRetractionHooks	42293102
Stout_elevators	Tool	DentalElevators	42151618
Straight_dental_scissors	Tool	DentalScissors	42151638
Straight_iris_scissors	Tool	DentalScissors	42151638
Straight_osteotomes	Tool	PeriodontalKnives	42152809
Straight_syndesmotomes	Tool	DentalRootTipPicks	42151634
Surgical_irrigation_sets	Tool	SurgicalIrrigationSets	42293509
Tissue_nippers	Tool	DentalNippers	42151610
Trephine_burs	Tool	DentalBurs	42151614
V-notch_retractors	Tool	DentalRetractors	42151612
Volumetric_infusion_pumps	Tool	IntravenousInfusionPumpsForGeneralUse	42222001
Warwick-James_elevators	Tool	DentalElevators	42151618
Wire_cutting_scissors	Tool	DentalScissors	42151638
Wire_twisting_scissors	Tool	DentalScissors	42151638
Woodward_elevators	Tool	DentalElevators	42151618
Adhesive_removing_pliers	Tool	OrthodonticPliers	42152713
Band_contouring_pliers	Tool	OrthodonticPliers	42152713
Band_pushers	Tool	Setters	42152722
Band_removers	Tool	OrthodonticPliers	42152713
Band_slitting_pliers	Tool	OrthodonticPliers	42152713
Bird_beak_pliers	Tool	OrthodonticPliers	42152713
Boone_gauges	Tool	Gag	42151644
Bracket_removing_pliers	Tool	OrthodonticPliers	42152713
Cap_removing_pliers	Tool	OrthodonticPliers	42152713
Cold_sterilizers	Tool	GasSterilizers	42281501
College_tweezers	Tool	DentalTweezers	42151640
Dental_cone_beam_computed_tomography_CT_equipment	Tool	Tubes	42201511
Dental_curing_light_sources	Tool	CosmeticDentistryCuringLights	42151501
Dental_digital_panoramic_x_ray_units	Tool	DentalXRayUnits	42152008
Dental_digital_x_ray_machines	Tool	DentalXRayUnits	42152008
Dental_micrometers	Tool	Micrometers	41111601
Dental_scalers	Tool	DentalScalers	42151636
Digital_stereoscopic_cameras	Tool	DigitalCameras	45121504
Distal_end_cutters	Tool	DentalScissors	42151638
Dontrix_gauges	Tool	Gag	42151644
Double-ended_band_seaters	Tool	DentalPlacementInstruments	42151630
Dry_heat_sterilizers	Tool	HotAirSterilizers	42281502
Hemostat_pliers	Tool	OrthodonticPliers	42152713
Hollow_chop_pliers	Tool	OrthodonticPliers	42152713
Interproximal_strippers	Tool	Rasps	42151620
Intraoral_3-D_imaging_devices	Tool	Scanners	43211711
Jarabak_pliers	Tool	OrthodonticPliers	42152713
Ligature_directors	Tool	DentalPlacementInstruments	42151630
Ligature_tying_pliers	Tool	OrthodonticPliers	42152713
Light_wire_pliers	Tool	OrthodonticPliers	42152713
Lingual_arch_forming_pliers	Tool	OrthodonticPliers	42152713
Lingual_torquing_keys	Tool	DentalPlacementInstruments	42151630
Loop_forming_pliers	Tool	OrthodonticPliers	42152713
Mathieu_needle_holders	Tool	DentalPlacementInstruments	42151630
Mathieu_pliers	Tool	OrthodonticPliers	42152713
Orthodontic_wire_cutters	Tool	DentalScissors	42151638
Pin_and_ligature_cutters	Tool	OrthodonticPliers	42152713
Positive_positioners	Tool	DentalPlacementInstruments	42151630
Posterior_band_removing_pliers	Tool	OrthodonticPliers	42152713
Rectangular_arch_forming_pliers	Tool	OrthodonticPliers	42152713
Surgical_hook_crimping_pliers	Tool	OrthodonticPliers	42152713
Tie-back_pliers	Tool	OrthodonticPliers	42152713
Twirl-ons	Tool	DentalPlacementInstruments	42151630
Weingart_utility_pliers	Tool	OrthodonticPliers	42152713
Abutment_drivers	Tool	DentalPlacementInstruments	42151630
Adjustable_articulators	Tool	DentalArticulators	42152701
Air_injectors	Tool	DentalDehydrators	42151669
Bending_pliers	Tool	OrthodonticPliers	42152713
Boley_gauges	Tool	Gag	42151644
Bracket_positioning_gauges	Tool	Gag	42151644
Crown_and_bridge_trays	Tool	DentalImpressionTrays	42152105
Crown_grippers	Tool	BridgeRemovers	42151605
Crown_removal_pliers	Tool	BridgeRemovers	42151605
Dental_articulators	Tool	DentalArticulators	42152701
Dental_bur_attachments	Tool	DentalBurs	42151614
Dental_caliper_gauges	Tool	Gag	42151644
Dental_impression_compound_water_baths	Tool	WaterBaths	41103706
Dental_impression_guns	Tool	DentalImpressionMaterialSyringes	42152108
Dental_laboratory_alcohol_torches	Tool	Torches	42152203
Dental_laboratory_die_saws	Tool	DentalLaboratoryModelTrimmers	42152212
Dental_laboratory_spatulas	Tool	DentalSpatulas	42151639
Dental_scanners	Tool	Scanners	43211711
Dental_thickness_gauges	Tool	Gag	42151644
Dental_wax_carvers	Tool	DentalWaxCarvers	42151641
Dental_wax_knives	Tool	DentalWaxCarvers	42151641
Edentulous_impression_trays	Tool	DentalImpressionTrays	42152105
Face_bows	Tool	DentalArticulators	42152701
Forming_pliers	Tool	OrthodonticPliers	42152713
Fox_planes	Tool	Gag	42151644
Gothic_arch_tracers	Tool	DentalMarkingDevices	42152110
High-speed_handpieces	Tool	DentalHandpieces	42151624
Implant_ratchets	Tool	DentalPlacementInstruments	42151630
Low-speed_handpieces	Tool	DentalHandpieces	42151624
Modeling_carvers	Tool	DentalWaxCarvers	42151641
Mosquito_pliers	Tool	OrthodonticPliers	42152713
Needle_point_tracers	Tool	DentalMarkingDevices	42152110
Non-adjustable_articulators	Tool	DentalArticulators	42152701
Orthodontic_wire_bending_pliers	Tool	OrthodonticPliers	42152713
