jobId	occupationId
JuniorBusinessIntelligenceAnalysts	Business_Intelligence_Analysts
JuniorBusinessOperationsSpecialistsAllOther	Business_Operations_Specialists,_All_Other
JuniorBusinessProperty	Appraisers_of_Personal_and_Business_Property
JuniorCellularBiologists	Molecular_and_Cellular_Biologists
JuniorChemicalEngineers	Chemical_Engineers
JuniorChemicalTechnicians	Chemical_Technicians
JuniorChemists	Chemists
JuniorChiefExecutives	Chief_Executives
JuniorChiefSustainabilityOfficers	Chief_Sustainability_Officers
JuniorChoreographers	Choreographers
JuniorCivilDrafters	Architectural_and_Civil_Drafters
JuniorCivilEngineers	Civil_Engineers
JuniorClimateChangePolicyAnalysts	Climate_Change_Policy_Analysts
JuniorClinicalDataManagers	Clinical_Data_Managers
JuniorClinicalNeuropsychologists	Clinical_Neuropsychologists
JuniorClinicalResearchCoordinators	Clinical_Research_Coordinators
JuniorCommunicationEquipmentWorkersAllOther	Media_and_Communication_Equipment_Workers,_All_Other
JuniorCommunicationWorkersAllOther	Media_and_Communication_Workers,_All_Other
JuniorCommunityAssociationManagers	Property,_Real_Estate,_and_Community_Association_Managers
JuniorCommunityServiceManagers	Social_and_Community_Service_Managers
JuniorComplianceManagers	Compliance_Managers
JuniorComplianceOfficers	Compliance_Officers
JuniorComposers	Music_Directors_and_Composers
JuniorComputer	Electronics_Engineers,_Except_Computer
JuniorComputerHardwareEngineers	Computer_Hardware_Engineers
JuniorComputerNetworkArchitects	Computer_Network_Architects
JuniorComputerNetworkSupportSpecialists	Computer_Network_Support_Specialists
JuniorComputerOccupationsAllOther	Computer_Occupations,_All_Other
JuniorComputerProgrammers	Computer_Programmers
JuniorComputerSystemsAdministrators	Network_and_Computer_Systems_Administrators
JuniorComputerSystemsAnalysts	Computer_Systems_Analysts
JuniorComputerSystemsEngineersArchitects	Computer_Systems_Engineers_Architects
JuniorComputerUserSupportSpecialists	Computer_User_Support_Specialists
JuniorConservationScientists	Conservation_Scientists
JuniorConservationTechnicians	Forest_and_Conservation_Technicians
JuniorConstructionManagers	Construction_Managers
JuniorControllers	Treasurers_and_Controllers
JuniorCoroners	Coroners
JuniorCostEstimators	Cost_Estimators
JuniorCounselingPsychologists	Clinical_and_Counseling_Psychologists
JuniorCraftArtists	Craft_Artists
JuniorCreativeWriters	Poets,_Lyricists_and_Creative_Writers
JuniorCreditAnalysts	Credit_Analysts
JuniorCreditCounselors	Credit_Counselors
JuniorCustomsBrokers	Customs_Brokers
JuniorDancers	Dancers
JuniorDatabaseAdministrators	Database_Administrators
JuniorDatabaseArchitects	Database_Architects
JuniorDataScientists	Data_Scientists
JuniorDataWarehousingSpecialists	Data_Warehousing_Specialists
JuniorDaycare	Education_and_Childcare_Administrators,_Preschool_and_Daycare
JuniorDesignersAllOther	Designers,_All_Other
JuniorDevelopmentManagers	Training_and_Development_Managers
JuniorDevelopmentSpecialists	Training_and_Development_Specialists
JuniorDigitalForensicsAnalysts	Digital_Forensics_Analysts
JuniorDigitalInterfaceDesigners	Web_and_Digital_Interface_Designers
JuniorDirectors	Producers_and_Directors
JuniorDistributionManagers	Transportation,_Storage,_and_Distribution_Managers
JuniorDocumentManagementSpecialists	Document_Management_Specialists
JuniorDraftersAllOther	Drafters,_All_Other
JuniorDraftersAllOther	Engineering_Technologists_and_Technicians,_Except_Drafters,_All_Other
JuniorEconomists	Economists
JuniorEditors	Editors
JuniorEducationAdministratorsAllOther	Education_Administrators,_All_Other
JuniorEducationAdministratorsKindergartenThroughSecondary	Education_Administrators,_Kindergarten_through_Secondary
JuniorEducationAdministratorsPostsecondary	Education_Administrators,_Postsecondary
JuniorElectricalEngineers	Electrical_Engineers
JuniorElectronicsDrafters	Electrical_and_Electronics_Drafters
JuniorEmergencyManagementDirectors	Emergency_Management_Directors
JuniorEngineeringManagers	Architectural_and_Engineering_Managers
JuniorEngineersAllOther	Engineers,_All_Other
JuniorEnvironmentalComplianceInspectors	Environmental_Compliance_Inspectors
JuniorEnvironmentalEconomists	Environmental_Economists
JuniorEnvironmentalEngineers	Environmental_Engineers
JuniorEnvironmentalRestorationPlanners	Environmental_Restoration_Planners
JuniorEnvironmentalScientists	Environmental_Scientists_and_Specialists,_Including_Health
JuniorEpidemiologists	Epidemiologists
JuniorEpidemiologists	Medical_Scientists,_Except_Epidemiologists
JuniorErgonomists	Human_Factors_Engineers_and_Ergonomists
JuniorEventPlanners	Meeting,_Convention,_and_Event_Planners
JuniorExhibitDesigners	Set_and_Exhibit_Designers
JuniorFacilitiesManagers	Facilities_Managers
JuniorFarmLaborContractors	Farm_Labor_Contractors
JuniorFarmProducts	Wholesale_and_Retail_Buyers,_Except_Farm_Products
JuniorFarmProducts	Purchasing_Agents,_Except_Wholesale,_Retail,_and_Farm_Products
JuniorFashionDesigners	Fashion_Designers
JuniorFilm	Camera_Operators,_Television,_Video,_and_Film
JuniorFinancialExaminers	Financial_Examiners
JuniorFinancialManagers	Financial_Managers
JuniorFinancialQuantitativeAnalysts	Financial_Quantitative_Analysts
JuniorFinancialRiskSpecialists	Financial_Risk_Specialists
JuniorFinancialSpecialistsAllOther	Financial_Specialists,_All_Other
JuniorFloralDesigners	Floral_Designers
JuniorFoodScienceTechnicians	Food_Science_Technicians
JuniorFoodServiceManagers	Food_Service_Managers
JuniorForensicScienceTechnicians	Forensic_Science_Technicians
JuniorForesters	Foresters
JuniorFuelCellEngineers	Fuel_Cell_Engineers
JuniorFundraisers	Fundraisers
JuniorFundraisingManagers	Fundraising_Managers
JuniorFuneralHomeManagers	Funeral_Home_Managers
JuniorGambling	Entertainment_and_Recreation_Managers,_Except_Gambling
JuniorGamblingManagers	Gambling_Managers
JuniorGeneticists	Geneticists
JuniorGeodeticSurveyors	Geodetic_Surveyors
JuniorGeographers	Geoscientists,_Except_Hydrologists_and_Geographers
JuniorGeographers	Geographers
JuniorGeothermalProductionManagers	Geothermal_Production_Managers
JuniorGraphicDesigners	Graphic_Designers
JuniorHealth	Environmental_Science_and_Protection_Technicians,_Including_Health
JuniorHealthInformaticsSpecialists	Health_Informatics_Specialists
JuniorHealthServicesManagers	Medical_and_Health_Services_Managers
JuniorHistorians	Historians
JuniorHumanResourcesManagers	Human_Resources_Managers
JuniorHumanResourcesSpecialists	Human_Resources_Specialists
JuniorHydroelectricProductionManagers	Hydroelectric_Production_Managers
JuniorHydrologicTechnicians	Geological_Technicians,_Except_Hydrologic_Technicians
JuniorHydrologicTechnicians	Hydrologic_Technicians
JuniorHydrologists	Hydrologists
JuniorIllustrators	Fine_Artists,_Including_Painters,_Sculptors,_and_Illustrators
JuniorIndustrialDesigners	Commercial_and_Industrial_Designers
JuniorIndustrialEcologists	Industrial_Ecologists
JuniorIndustrialEngineers	Industrial_Engineers
JuniorIndustrialOrganizationalPsychologists	Industrial-Organizational_Psychologists
JuniorIndustrialProductionManagers	Industrial_Production_Managers
JuniorInformationResearchScientists	Computer_and_Information_Research_Scientists
JuniorInformationSecurityAnalysts	Information_Security_Analysts
JuniorInformationSecurityEngineers	Information_Security_Engineers
JuniorInformationSystemsManagers	Computer_and_Information_Systems_Managers
JuniorInformationTechnologyProjectManagers	Information_Technology_Project_Managers
JuniorInspectors	Health_and_Safety_Engineers,_Except_Mining_Safety_Engineers_and_Inspectors
JuniorInsuranceAppraisersAutoDamage	Insurance_Appraisers,_Auto_Damage
JuniorInsuranceUnderwriters	Insurance_Underwriters
JuniorInteriorDesigners	Interior_Designers
JuniorInvestigators	Claims_Adjusters,_Examiners,_and_Investigators
JuniorInvestigators	Government_Property_Inspectors_and_Investigators
JuniorInvestmentAnalysts	Financial_and_Investment_Analysts
JuniorInvestmentFundManagers	Investment_Fund_Managers
JuniorJobAnalysisSpecialists	Compensation,_Benefits,_and_Job_Analysis_Specialists
JuniorJournalists	News_Analysts,_Reporters,_and_Journalists
JuniorLaborRelationsSpecialists	Labor_Relations_Specialists
JuniorLandscapeArchitects	Landscape_Architects
JuniorLegislators	Legislators
JuniorLifeScientistsAllOther	Life_Scientists,_All_Other
JuniorLightingTechnicians	Lighting_Technicians
JuniorLoanOfficers	Loan_Officers
JuniorLodgingManagers	Lodging_Managers
JuniorLogisticians	Logisticians
JuniorLogisticsAnalysts	Logistics_Analysts
JuniorLogisticsEngineers	Logistics_Engineers
JuniorLossPreventionManagers	Loss_Prevention_Managers
JuniorMailSuperintendents	Postmasters_and_Mail_Superintendents
JuniorManagementAnalysts	Management_Analysts
JuniorManagersAllOther	Managers,_All_Other
JuniorManufacturingEngineers	Manufacturing_Engineers
JuniorMappingTechnicians	Surveying_and_Mapping_Technicians
JuniorMarketingManagers	Marketing_Managers
JuniorMarketingSpecialists	Market_Research_Analysts_and_Marketing_Specialists
JuniorMaterialsEngineers	Materials_Engineers
JuniorMaterialsScientists	Materials_Scientists
JuniorMathematicalScienceOccupationsAllOther	Mathematical_Science_Occupations,_All_Other
JuniorMathematicians	Mathematicians
JuniorMechanicalDrafters	Mechanical_Drafters
JuniorMechanicalEngineers	Mechanical_Engineers
JuniorMechatronicsEngineers	Mechatronics_Engineers
JuniorMediaProgrammingDirectors	Media_Programming_Directors
JuniorMediaTechnicalDirectorsManagers	Media_Technical_Directors_Managers
JuniorMicrobiologists	Microbiologists
JuniorMicrosystemsEngineers	Microsystems_Engineers
JuniorMiningSafetyEngineers	Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers
JuniorNanosystemsEngineers	Nanosystems_Engineers
JuniorNaturalSciencesManagers	Natural_Sciences_Managers
JuniorNaval	Architects,_Except_Landscape_and_Naval
JuniorNavalArchitects	Marine_Engineers_and_Naval_Architects
JuniorNeuropsychologists	Neuropsychologists
JuniorNonDestructiveTestingSpecialists	Non-Destructive_Testing_Specialists
JuniorNuclearEngineers	Nuclear_Engineers
JuniorNuclearMonitoringTechnicians	Nuclear_Monitoring_Technicians
JuniorNuclearTechnicians	Nuclear_Technicians
JuniorOfficers	Equal_Opportunity_Representatives_and_Officers
JuniorOnlineMerchants	Online_Merchants
JuniorOperationsManagers	General_and_Operations_Managers
JuniorOperationsResearchAnalysts	Operations_Research_Analysts
JuniorOtherAgriculturalManagers	Farmers,_Ranchers,_and_Other_Agricultural_Managers
JuniorOtherSportsOfficials	Umpires,_Referees,_and_Other_Sports_Officials
JuniorParkNaturalists	Park_Naturalists
JuniorPenetrationTesters	Penetration_Testers
JuniorPersonalFinancialAdvisors	Personal_Financial_Advisors
JuniorPersonalServiceManagersAllOther	Personal_Service_Managers,_All_Other
JuniorPetroleumEngineers	Petroleum_Engineers
JuniorPhotogrammetrists	Cartographers_and_Photogrammetrists
JuniorPhotographers	Photographers
JuniorPhotonicsEngineers	Photonics_Engineers
JuniorPhotonicsTechnicians	Photonics_Technicians
JuniorPhysicalScientistsAllOther	Physical_Scientists,_All_Other
JuniorPhysicists	Physicists
JuniorPlantScientists	Soil_and_Plant_Scientists
JuniorPoliticalScientists	Political_Scientists
JuniorPrecisionAgricultureTechnicians	Precision_Agriculture_Technicians
JuniorProductDevelopmentManagers	Biofuels_Biodiesel_Technology_and_Product_Development_Managers
JuniorProjectManagementSpecialists	Project_Management_Specialists
JuniorPromotionsManagers	Advertising_and_Promotions_Managers
JuniorProtectionEngineers	Fire-Prevention_and_Protection_Engineers
JuniorPsychologistsAllOther	Psychologists,_All_Other
JuniorPublicRelationsManagers	Public_Relations_Managers
JuniorPublicRelationsSpecialists	Public_Relations_Specialists
JuniorPurchasingAgentsFarmProducts	Buyers_and_Purchasing_Agents,_Farm_Products
JuniorPurchasingManagers	Purchasing_Managers
JuniorQualityControlAnalysts	Quality_Control_Analysts
JuniorQualityControlSystemsManagers	Quality_Control_Systems_Managers
JuniorRadio	Disc_Jockeys,_Except_Radio
JuniorRadioDiscJockeys	Broadcast_Announcers_and_Radio_Disc_Jockeys
JuniorRadioFrequencyIdentificationDeviceSpecialists	Radio_Frequency_Identification_Device_Specialists
JuniorRangeManagers	Range_Managers
JuniorRegionalPlanners	Urban_and_Regional_Planners
JuniorRegulatoryAffairsManagers	Regulatory_Affairs_Managers
JuniorRegulatoryAffairsSpecialists	Regulatory_Affairs_Specialists
JuniorRelatedWorkersAllOther	Social_Scientists_and_Related_Workers,_All_Other
JuniorRelatedWorkersAllOther	Artists_and_Related_Workers,_All_Other
JuniorRelatedWorkersAllOther	Entertainers_and_Performers,_Sports_and_Related_Workers,_All_Other
JuniorRemoteSensingTechnicians	Remote_Sensing_Technicians
JuniorRevenueAgents	Tax_Examiners_and_Collectors,_and_Revenue_Agents
JuniorRoboticsEngineers	Robotics_Engineers
JuniorRoboticsTechnicians	Robotics_Technicians
JuniorSafetySpecialists	Occupational_Health_and_Safety_Specialists
JuniorSafetyTechnicians	Occupational_Health_and_Safety_Technicians
JuniorSalesManagers	Sales_Managers
JuniorSchoolPsychologists	School_Psychologists
JuniorScouts	Coaches_and_Scouts
JuniorSearchMarketingStrategists	Search_Marketing_Strategists
JuniorSecurityManagementSpecialists	Security_Management_Specialists
JuniorSecurityManagers	Security_Managers
JuniorSimultaneousCaptioners	Court_Reporters_and_Simultaneous_Captioners
JuniorSingers	Musicians_and_Singers
JuniorSiteManagers	Brownfield_Redevelopment_Specialists_and_Site_Managers
JuniorSocialScienceResearchAssistants	Social_Science_Research_Assistants
JuniorSocialScienceTechniciansAllOther	Life,_Physical,_and_Social_Science_Technicians,_All_Other
JuniorSociologists	Sociologists
JuniorSoftwareDevelopers	Software_Developers
JuniorSolar	Energy_Engineers,_Except_Wind_and_Solar
JuniorSolarEnergySystemsEngineers	Solar_Energy_Systems_Engineers
JuniorSoundEngineeringTechnicians	Sound_Engineering_Technicians
JuniorSpaceScientists	Atmospheric_and_Space_Scientists
JuniorSpaManagers	Spa_Managers
JuniorSportsCompetitors	Athletes_and_Sports_Competitors
JuniorStatisticians	Statisticians
JuniorSupplyChainManagers	Supply_Chain_Managers
JuniorSurveyors	Surveyors
JuniorSurveyResearchers	Survey_Researchers
JuniorSustainabilitySpecialists	Sustainability_Specialists
JuniorTalentDirectors	Talent_Directors
JuniorTaxPreparers	Tax_Preparers
JuniorTechnicalWriters	Technical_Writers
JuniorTechnicians	Geographic_Information_Systems_Technologists_and_Technicians
JuniorTechnicians	Aerospace_Engineering_and_Operations_Technologists_and_Technicians
JuniorTechnicians	Civil_Engineering_Technologists_and_Technicians
JuniorTechnicians	Electrical_and_Electronic_Engineering_Technologists_and_Technicians
JuniorTechnicians	Electro-Mechanical_and_Mechatronics_Technologists_and_Technicians
JuniorTechnicians	Environmental_Engineering_Technologists_and_Technicians
JuniorTechnicians	Industrial_Engineering_Technologists_and_Technicians
JuniorTechnicians	Nanotechnology_Engineering_Technologists_and_Technicians
JuniorTechnicians	Mechanical_Engineering_Technologists_and_Technicians
JuniorTechnicians	Calibration_Technologists_and_Technicians
JuniorTechnologists	Food_Scientists_and_Technologists
JuniorTechnologists	Remote_Sensing_Scientists_and_Technologists
JuniorTelecommunicationsEngineeringSpecialists	Telecommunications_Engineering_Specialists
JuniorTesters	Software_Quality_Assurance_Analysts_and_Testers
JuniorTranslators	Interpreters_and_Translators
JuniorTransportationEngineers	Transportation_Engineers
JuniorTransportationPlanners	Transportation_Planners
JuniorValidationEngineers	Validation_Engineers
JuniorVideoEditors	Film_and_Video_Editors
JuniorVideoGameDesigners	Video_Game_Designers
JuniorVideoTechnicians	Audio_and_Video_Technicians
JuniorWaterResourceSpecialists	Water_Resource_Specialists
JuniorWaterWastewaterEngineers	Water_Wastewater_Engineers
JuniorWebAdministrators	Web_Administrators
JuniorWebDevelopers	Web_Developers
JuniorWellnessCoordinators	Fitness_and_Wellness_Coordinators
JuniorWildlifeBiologists	Zoologists_and_Wildlife_Biologists
JuniorWindEnergyDevelopmentManagers	Wind_Energy_Development_Managers
JuniorWindEnergyEngineers	Wind_Energy_Engineers
JuniorWindEnergyOperationsManagers	Wind_Energy_Operations_Managers
JuniorWindowTrimmers	Merchandise_Displayers_and_Window_Trimmers
LaboratoryAnimalCaretakers	Veterinary_Assistants_and_Laboratory_Animal_Caretakers
LaborRelationsSpecialists	Labor_Relations_Specialists
LandscapeArchitects	Landscape_Architects
LawEnforcementTeachersPostsecondary	Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary
LawTeachersPostsecondary	Law_Teachers,_Postsecondary
Lawyers	Lawyers
LeadActors	Actors
LeadActuaries	Actuaries
LeadAdministrativeServicesManagers	Administrative_Services_Managers
LeadAerospaceEngineers	Aerospace_Engineers
LeadAgriculturalEngineers	Agricultural_Engineers
LeadAgriculturalTechnicians	Agricultural_Technicians
LeadAnalysts	Fraud_Examiners,_Investigators_and_Analysts
LeadAnimalScientists	Animal_Scientists
LeadAnimators	Special_Effects_Artists_and_Animators
LeadArcheologists	Anthropologists_and_Archeologists
LeadArtDirectors	Art_Directors
LeadAssessorsOfRealEstate	Appraisers_and_Assessors_of_Real_Estate
LeadAstronomers	Astronomers
LeadAthletes	Agents_and_Business_Managers_of_Artists,_Performers,_and_Athletes
LeadAuditors	Accountants_and_Auditors
LeadAuthors	Writers_and_Authors
LeadAutomotiveEngineeringTechnicians	Automotive_Engineering_Technicians
LeadAutomotiveEngineers	Automotive_Engineers
LeadBenefitsManagers	Compensation_and_Benefits_Managers
LeadBiofuelsProductionManagers	Biofuels_Production_Managers
LeadBioinformaticsScientists	Bioinformatics_Scientists
LeadBioinformaticsTechnicians	Bioinformatics_Technicians
LeadBiologicalScientistsAllOther	Biological_Scientists,_All_Other
LeadBiologicalTechnicians	Biological_Technicians
LeadBiologists	Biologists
LeadBiomassPowerPlantManagers	Biomass_Power_Plant_Managers
LeadBiomedicalEngineers	Bioengineers_and_Biomedical_Engineers
LeadBiophysicists	Biochemists_and_Biophysicists
LeadBiostatisticians	Biostatisticians
LeadBlockchainEngineers	Blockchain_Engineers
LeadBroadcastTechnicians	Broadcast_Technicians
LeadBudgetAnalysts	Budget_Analysts
LeadBusinessContinuityPlanners	Business_Continuity_Planners
LeadBusinessIntelligenceAnalysts	Business_Intelligence_Analysts
LeadBusinessOperationsSpecialistsAllOther	Business_Operations_Specialists,_All_Other
LeadBusinessProperty	Appraisers_of_Personal_and_Business_Property
LeadCellularBiologists	Molecular_and_Cellular_Biologists
LeadChemicalEngineers	Chemical_Engineers
LeadChemicalTechnicians	Chemical_Technicians
LeadChemists	Chemists
LeadChiefExecutives	Chief_Executives
LeadChiefSustainabilityOfficers	Chief_Sustainability_Officers
LeadChoreographers	Choreographers
LeadCivilDrafters	Architectural_and_Civil_Drafters
LeadCivilEngineers	Civil_Engineers
LeadClimateChangePolicyAnalysts	Climate_Change_Policy_Analysts
LeadClinicalDataManagers	Clinical_Data_Managers
LeadClinicalNeuropsychologists	Clinical_Neuropsychologists
LeadClinicalResearchCoordinators	Clinical_Research_Coordinators
LeadCommunicationEquipmentWorkersAllOther	Media_and_Communication_Equipment_Workers,_All_Other
LeadCommunicationWorkersAllOther	Media_and_Communication_Workers,_All_Other
LeadCommunityAssociationManagers	Property,_Real_Estate,_and_Community_Association_Managers
LeadCommunityServiceManagers	Social_and_Community_Service_Managers
LeadComplianceManagers	Compliance_Managers
LeadComplianceOfficers	Compliance_Officers
LeadComposers	Music_Directors_and_Composers
LeadComputer	Electronics_Engineers,_Except_Computer
LeadComputerHardwareEngineers	Computer_Hardware_Engineers
LeadComputerNetworkArchitects	Computer_Network_Architects
LeadComputerNetworkSupportSpecialists	Computer_Network_Support_Specialists
LeadComputerOccupationsAllOther	Computer_Occupations,_All_Other
LeadComputerProgrammers	Computer_Programmers
LeadComputerSystemsAdministrators	Network_and_Computer_Systems_Administrators
LeadComputerSystemsAnalysts	Computer_Systems_Analysts
LeadComputerSystemsEngineersArchitects	Computer_Systems_Engineers_Architects
LeadComputerUserSupportSpecialists	Computer_User_Support_Specialists
LeadConservationScientists	Conservation_Scientists
LeadConservationTechnicians	Forest_and_Conservation_Technicians
LeadConstructionManagers	Construction_Managers
LeadControllers	Treasurers_and_Controllers
LeadCoroners	Coroners
LeadCostEstimators	Cost_Estimators
LeadCounselingPsychologists	Clinical_and_Counseling_Psychologists
LeadCraftArtists	Craft_Artists
LeadCreativeWriters	Poets,_Lyricists_and_Creative_Writers
LeadCreditAnalysts	Credit_Analysts
LeadCreditCounselors	Credit_Counselors
LeadCustomsBrokers	Customs_Brokers
LeadDancers	Dancers
LeadDatabaseAdministrators	Database_Administrators
LeadDatabaseArchitects	Database_Architects
LeadDataScientists	Data_Scientists
LeadDataWarehousingSpecialists	Data_Warehousing_Specialists
LeadDaycare	Education_and_Childcare_Administrators,_Preschool_and_Daycare
LeadDesignersAllOther	Designers,_All_Other
LeadDevelopmentManagers	Training_and_Development_Managers
LeadDevelopmentSpecialists	Training_and_Development_Specialists
LeadDigitalForensicsAnalysts	Digital_Forensics_Analysts
LeadDigitalInterfaceDesigners	Web_and_Digital_Interface_Designers
LeadDirectors	Producers_and_Directors
LeadDistributionManagers	Transportation,_Storage,_and_Distribution_Managers
LeadDocumentManagementSpecialists	Document_Management_Specialists
LeadDraftersAllOther	Drafters,_All_Other
LeadDraftersAllOther	Engineering_Technologists_and_Technicians,_Except_Drafters,_All_Other
LeadEconomists	Economists
LeadEditors	Editors
LeadEducationAdministratorsAllOther	Education_Administrators,_All_Other
LeadEducationAdministratorsKindergartenThroughSecondary	Education_Administrators,_Kindergarten_through_Secondary
LeadEducationAdministratorsPostsecondary	Education_Administrators,_Postsecondary
LeadElectricalEngineers	Electrical_Engineers
LeadElectronicsDrafters	Electrical_and_Electronics_Drafters
LeadEmergencyManagementDirectors	Emergency_Management_Directors
LeadEngineeringManagers	Architectural_and_Engineering_Managers
LeadEngineersAllOther	Engineers,_All_Other
LeadEnvironmentalComplianceInspectors	Environmental_Compliance_Inspectors
LeadEnvironmentalEconomists	Environmental_Economists
LeadEnvironmentalEngineers	Environmental_Engineers
LeadEnvironmentalRestorationPlanners	Environmental_Restoration_Planners
LeadEnvironmentalScientists	Environmental_Scientists_and_Specialists,_Including_Health
LeadEpidemiologists	Epidemiologists
LeadEpidemiologists	Medical_Scientists,_Except_Epidemiologists
LeadErgonomists	Human_Factors_Engineers_and_Ergonomists
LeadEventPlanners	Meeting,_Convention,_and_Event_Planners
LeadExhibitDesigners	Set_and_Exhibit_Designers
LeadFacilitiesManagers	Facilities_Managers
LeadFarmLaborContractors	Farm_Labor_Contractors
LeadFarmProducts	Wholesale_and_Retail_Buyers,_Except_Farm_Products
LeadFarmProducts	Purchasing_Agents,_Except_Wholesale,_Retail,_and_Farm_Products
LeadFashionDesigners	Fashion_Designers
LeadFilm	Camera_Operators,_Television,_Video,_and_Film
LeadFinancialExaminers	Financial_Examiners
LeadFinancialManagers	Financial_Managers
LeadFinancialQuantitativeAnalysts	Financial_Quantitative_Analysts
LeadFinancialRiskSpecialists	Financial_Risk_Specialists
LeadFinancialSpecialistsAllOther	Financial_Specialists,_All_Other
LeadFloralDesigners	Floral_Designers
LeadFoodScienceTechnicians	Food_Science_Technicians
LeadFoodServiceManagers	Food_Service_Managers
LeadForensicScienceTechnicians	Forensic_Science_Technicians
LeadForesters	Foresters
LeadFuelCellEngineers	Fuel_Cell_Engineers
LeadFundraisers	Fundraisers
LeadFundraisingManagers	Fundraising_Managers
LeadFuneralHomeManagers	Funeral_Home_Managers
LeadGambling	Entertainment_and_Recreation_Managers,_Except_Gambling
LeadGamblingManagers	Gambling_Managers
LeadGeneticists	Geneticists
LeadGeodeticSurveyors	Geodetic_Surveyors
LeadGeographers	Geoscientists,_Except_Hydrologists_and_Geographers
LeadGeographers	Geographers
LeadGeothermalProductionManagers	Geothermal_Production_Managers
LeadGraphicDesigners	Graphic_Designers
LeadHealth	Environmental_Science_and_Protection_Technicians,_Including_Health
LeadHealthInformaticsSpecialists	Health_Informatics_Specialists
LeadHealthServicesManagers	Medical_and_Health_Services_Managers
LeadHistorians	Historians
LeadHumanResourcesManagers	Human_Resources_Managers
LeadHumanResourcesSpecialists	Human_Resources_Specialists
LeadHydroelectricProductionManagers	Hydroelectric_Production_Managers
LeadHydrologicTechnicians	Geological_Technicians,_Except_Hydrologic_Technicians
LeadHydrologicTechnicians	Hydrologic_Technicians
LeadHydrologists	Hydrologists
LeadIllustrators	Fine_Artists,_Including_Painters,_Sculptors,_and_Illustrators
LeadIndustrialDesigners	Commercial_and_Industrial_Designers
LeadIndustrialEcologists	Industrial_Ecologists
LeadIndustrialEngineers	Industrial_Engineers
LeadIndustrialOrganizationalPsychologists	Industrial-Organizational_Psychologists
LeadIndustrialProductionManagers	Industrial_Production_Managers
LeadInformationResearchScientists	Computer_and_Information_Research_Scientists
LeadInformationSecurityAnalysts	Information_Security_Analysts
LeadInformationSecurityEngineers	Information_Security_Engineers
LeadInformationSystemsManagers	Computer_and_Information_Systems_Managers
LeadInformationTechnologyProjectManagers	Information_Technology_Project_Managers
LeadInspectors	Health_and_Safety_Engineers,_Except_Mining_Safety_Engineers_and_Inspectors
LeadInsuranceAppraisersAutoDamage	Insurance_Appraisers,_Auto_Damage
LeadInsuranceUnderwriters	Insurance_Underwriters
LeadInteriorDesigners	Interior_Designers
LeadInvestigators	Claims_Adjusters,_Examiners,_and_Investigators
LeadInvestigators	Government_Property_Inspectors_and_Investigators
LeadInvestmentAnalysts	Financial_and_Investment_Analysts
LeadInvestmentFundManagers	Investment_Fund_Managers
LeadJobAnalysisSpecialists	Compensation,_Benefits,_and_Job_Analysis_Specialists
LeadJournalists	News_Analysts,_Reporters,_and_Journalists
LeadLaborRelationsSpecialists	Labor_Relations_Specialists
LeadLandscapeArchitects	Landscape_Architects
LeadLegislators	Legislators
LeadLifeScientistsAllOther	Life_Scientists,_All_Other
LeadLightingTechnicians	Lighting_Technicians
LeadLoanOfficers	Loan_Officers
LeadLodgingManagers	Lodging_Managers
LeadLogisticians	Logisticians
LeadLogisticsAnalysts	Logistics_Analysts
LeadLogisticsEngineers	Logistics_Engineers
LeadLossPreventionManagers	Loss_Prevention_Managers
LeadMailSuperintendents	Postmasters_and_Mail_Superintendents
LeadManagementAnalysts	Management_Analysts
LeadManagersAllOther	Managers,_All_Other
LeadManufacturingEngineers	Manufacturing_Engineers
LeadMappingTechnicians	Surveying_and_Mapping_Technicians
LeadMarketingManagers	Marketing_Managers
LeadMarketingSpecialists	Market_Research_Analysts_and_Marketing_Specialists
LeadMaterialsEngineers	Materials_Engineers
LeadMaterialsScientists	Materials_Scientists
LeadMathematicalScienceOccupationsAllOther	Mathematical_Science_Occupations,_All_Other
LeadMathematicians	Mathematicians
LeadMechanicalDrafters	Mechanical_Drafters
LeadMechanicalEngineers	Mechanical_Engineers
LeadMechatronicsEngineers	Mechatronics_Engineers
LeadMediaProgrammingDirectors	Media_Programming_Directors
LeadMediaTechnicalDirectorsManagers	Media_Technical_Directors_Managers
LeadMicrobiologists	Microbiologists
LeadMicrosystemsEngineers	Microsystems_Engineers
LeadMiningSafetyEngineers	Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers
LeadNanosystemsEngineers	Nanosystems_Engineers
LeadNaturalSciencesManagers	Natural_Sciences_Managers
LeadNaval	Architects,_Except_Landscape_and_Naval
LeadNavalArchitects	Marine_Engineers_and_Naval_Architects
LeadNeuropsychologists	Neuropsychologists
LeadNonDestructiveTestingSpecialists	Non-Destructive_Testing_Specialists
LeadNuclearEngineers	Nuclear_Engineers
LeadNuclearMonitoringTechnicians	Nuclear_Monitoring_Technicians
LeadNuclearTechnicians	Nuclear_Technicians
LeadOfficers	Equal_Opportunity_Representatives_and_Officers
LeadOnlineMerchants	Online_Merchants
LeadOperationsManagers	General_and_Operations_Managers
LeadOperationsResearchAnalysts	Operations_Research_Analysts
LeadOtherAgriculturalManagers	Farmers,_Ranchers,_and_Other_Agricultural_Managers
