startupId	industryId
IdeaComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	5182
IdeaConstructionBuildingsStartup	236
IdeaConstructionStartup	23
IdeaConsumerGoodsRentalStartup	5322
IdeaContinuingCareRetirementCommunitiesAssistedLivingFacilitiesElderlyStartup	6233
IdeaConvertedPaperProductManufacturingStartup	3222
IdeaCouriersExpressDeliveryServicesStartup	4921
IdeaCouriersMessengersStartup	492
IdeaCreditIntermediationRelatedActivitiesStartup	522
IdeaCropProductionStartup	111
IdeaCutleryHandtoolManufacturingStartup	3322
IdeaCutSewApparelManufacturingStartup	3152
IdeaDairyProductManufacturingStartup	3115
IdeaDeathCareServicesStartup	8122
IdeaDeepSeaCoastalGreatLakesWaterTransportationStartup	4831
IdeaDepartmentStoresStartup	4551
IdeaDepositoryCreditIntermediationStartup	5221
IdeaDrinkingPlacesAlcoholicBeveragesStartup	7224
IdeaDrugsDruggists'SundriesMerchantWholesalersStartup	4242
IdeaDrycleaningLaundryServicesStartup	8123
IdeaEducationalServicesStartup	61
IdeaEducationalServicesStartup	611
IdeaEducationalSupportServicesStartup	6117
IdeaElectricalEquipmentApplianceComponentManufacturingStartup	335
IdeaElectricalEquipmentManufacturingStartup	3353
IdeaElectricLightingEquipmentManufacturingStartup	3351
IdeaElectricPowerGenerationTransmissionDistributionStartup	2211
IdeaElectronicPrecisionEquipmentRepairMaintenanceStartup	8112
IdeaElectronicsApplianceRetailersStartup	4492
IdeaElementarySecondarySchoolsStartup	6111
IdeaEmploymentServicesStartup	5613
IdeaEngineTurbinePowerTransmissionEquipmentManufacturingStartup	3336
IdeaExecutiveLegislativeOtherGeneralGovernmentSupportStartup	921
IdeaExecutiveLegislativeOtherGeneralGovernmentSupportStartup	9211
IdeaFabricatedMetalProductManufacturingStartup	332
IdeaFabricMillsStartup	3132
IdeaFacilitiesSupportServicesStartup	5612
IdeaFarmProductRawMaterialMerchantWholesalersStartup	4245
IdeaFiberYarnThreadMillsStartup	3131
IdeaFinanceInsuranceStartup	52
IdeaFishingHuntingTrappingStartup	114
IdeaFishingStartup	1141
IdeaFloristsStartup	4593
IdeaFoodBeverageRetailersStartup	445
IdeaFoodManufacturingStartup	311
IdeaFoodServicesDrinkingPlacesStartup	722
IdeaFootwearManufacturingStartup	3162
IdeaForestNurseriesGatheringForestProductsStartup	1132
IdeaForestryLoggingStartup	113
IdeaForgingStampingStartup	3321
IdeaFoundationStructureBuildingExteriorContractorsStartup	2381
IdeaFoundriesStartup	3315
IdeaFreightTransportationArrangementStartup	4885
IdeaFruitTreeNutFarmingStartup	1113
IdeaFruitVegetablePreservingSpecialtyFoodManufacturingStartup	3114
IdeaFuelDealersStartup	4572
IdeaFundsTrustsOtherFinancialVehiclesStartup	525
IdeaFurnitureHomeFurnishingMerchantWholesalersStartup	4232
IdeaFurnitureHomeFurnishingsElectronicsApplianceRetailersStartup	449
IdeaFurnitureHomeFurnishingsRetailersStartup	4491
IdeaFurnitureRelatedProductManufacturingStartup	337
IdeaGamblingIndustriesStartup	7132
IdeaGasolineStationsFuelDealersStartup	457
IdeaGasolineStationsStartup	4571
IdeaGeneralFreightTruckingStartup	4841
IdeaGeneralMedicalSurgicalHospitalsStartup	6221
IdeaGeneralMerchandiseRetailersStartup	455
IdeaGeneralRentalCentersStartup	5323
IdeaGlassGlassProductManufacturingStartup	3272
IdeaGrainOilseedMillingStartup	3112
IdeaGrantmakingGivingServicesStartup	8132
IdeaGreenhouseNurseryFloricultureProductionStartup	1114
IdeaGroceryConvenienceRetailersStartup	4451
IdeaGroceryRelatedProductMerchantWholesalersStartup	4244
IdeaHardwareManufacturingStartup	3325
IdeaHardwarePlumbingHeatingEquipmentSuppliesMerchantWholesalersStartup	4237
IdeaHealthCareSocialAssistanceStartup	62
IdeaHealthPersonalCareRetailersStartup	456
IdeaHealthPersonalCareRetailersStartup	4561
IdeaHeavyCivilEngineeringConstructionStartup	237
IdeaHighwayStreetBridgeConstructionStartup	2373
IdeaHogPigFarmingStartup	1122
IdeaHomeHealthCareServicesStartup	6216
IdeaHospitalsStartup	622
IdeaHouseholdApplianceManufacturingStartup	3352
IdeaHouseholdAppliancesElectricalElectronicGoodsMerchantWholesalersStartup	4236
IdeaHouseholdInstitutionalFurnitureKitchenCabinetManufacturingStartup	3371
IdeaHuntingTrappingStartup	1142
IdeaIndependentArtistsWritersPerformersStartup	7115
IdeaIndividualFamilyServicesStartup	6241
IdeaIndustrialMachineryManufacturingStartup	3332
IdeaInformationStartup	51
IdeaInlandWaterTransportationStartup	4832
IdeaInsuranceCarriersRelatedActivitiesStartup	524
IdeaInsuranceCarriersStartup	5241
IdeaInsuranceEmployeeBenefitFundsStartup	5251
IdeaInterurbanRuralBusTransportationStartup	4852
IdeaInvestigationSecurityServicesStartup	5616
IdeaIronSteelMillsFerroalloyManufacturingStartup	3311
IdeaJewelryLuggageLeatherGoodsRetailersStartup	4583
IdeaJuniorCollegesStartup	6112
IdeaJusticePublicOrderSafetyActivitiesStartup	922
IdeaJusticePublicOrderSafetyActivitiesStartup	9221
IdeaLandSubdivisionStartup	2372
IdeaLawnGardenEquipmentSuppliesRetailersStartup	4442
IdeaLeatherAlliedProductManufacturingStartup	316
IdeaLeatherHideTanningFinishingStartup	3161
IdeaLegalServicesStartup	5411
IdeaLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	533
IdeaLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	5331
IdeaLessorsRealEstateStartup	5311
IdeaLimeGypsumProductManufacturingStartup	3274
IdeaLocalMessengersLocalDeliveryStartup	4922
IdeaLoggingStartup	1133
IdeaLumberOtherConstructionMaterialsMerchantWholesalersStartup	4233
IdeaMachineryEquipmentSuppliesMerchantWholesalersStartup	4238
IdeaMachineryManufacturingStartup	333
IdeaMachineShopsTurnedProductScrewNutBoltManufacturingStartup	3327
IdeaManagementCompaniesEnterprisesStartup	55
IdeaManagementCompaniesEnterprisesStartup	551
IdeaManagementCompaniesEnterprisesStartup	5511
IdeaManagementScientificTechnicalConsultingServicesStartup	5416
IdeaManufacturingReproducingMagneticOpticalMediaStartup	3346
IdeaMediaStreamingDistributionServicesSocialNetworksOtherMediaNetworksContentProvidersStartup	5162
IdeaMedicalDiagnosticLaboratoriesStartup	6215
IdeaMedicalEquipmentSuppliesManufacturingStartup	3391
IdeaMerchantWholesalersDurableGoodsStartup	423
IdeaMerchantWholesalersNondurableGoodsStartup	424
IdeaMetalMineralExceptPetroleumMerchantWholesalersStartup	4235
IdeaMetalOreMiningStartup	2122
IdeaMetalworkingMachineryManufacturingStartup	3335
IdeaMiningExceptOilGasStartup	212
IdeaMiningQuarryingOilGasExtractionStartup	21
IdeaMiscellaneousDurableGoodsMerchantWholesalersStartup	4239
IdeaMiscellaneousManufacturingStartup	339
IdeaMiscellaneousNondurableGoodsMerchantWholesalersStartup	4249
IdeaMonetaryAuthoritiesCentralBankStartup	521
IdeaMonetaryAuthoritiesCentralBankStartup	5211
IdeaMotionPictureSoundRecordingIndustriesStartup	512
IdeaMotionPictureVideoIndustriesStartup	5121
IdeaMotorVehicleBodyTrailerManufacturingStartup	3362
IdeaMotorVehicleManufacturingStartup	3361
IdeaMotorVehicleMotorVehiclePartsSuppliesMerchantWholesalersStartup	4231
IdeaMotorVehiclePartsDealersStartup	441
IdeaMotorVehiclePartsManufacturingStartup	3363
IdeaMuseumsHistoricalSitesSimilarInstitutionsStartup	712
IdeaMuseumsHistoricalSitesSimilarInstitutionsStartup	7121
IdeaNationalSecurityInternationalAffairsStartup	928
IdeaNationalSecurityInternationalAffairsStartup	9281
IdeaNaturalGasDistributionStartup	2212
IdeaNavigationalMeasuringElectromedicalControlInstrumentsManufacturingStartup	3345
IdeaNewspaperPeriodicalBookDirectoryPublishersStartup	5131
IdeaNondepositoryCreditIntermediationStartup	5222
IdeaNonferrousMetalExceptAluminumProductionProcessingStartup	3314
IdeaNonmetallicMineralMiningQuarryingStartup	2123
IdeaNonmetallicMineralProductManufacturingStartup	327
IdeaNonresidentialBuildingConstructionStartup	2362
IdeaNonscheduledAirTransportationStartup	4812
IdeaNursingCareFacilitiesSkilledNursingFacilitiesStartup	6231
IdeaNursingResidentialCareFacilitiesStartup	623
IdeaOfficeAdministrativeServicesStartup	5611
IdeaOfficeFurnitureIncludingFixturesManufacturingStartup	3372
IdeaOfficesDentistsStartup	6212
IdeaOfficesOtherHealthPractitionersStartup	6213
IdeaOfficesPhysiciansStartup	6211
IdeaOfficesRealEstateAgentsBrokersStartup	5312
IdeaOfficeSuppliesStationeryGiftRetailersStartup	4594
IdeaOilGasExtractionStartup	211
IdeaOilGasExtractionStartup	2111
IdeaOilseedGrainFarmingStartup	1111
IdeaOtherAmbulatoryHealthCareServicesStartup	6219
IdeaOtherAmusementRecreationIndustriesStartup	7139
IdeaOtherAnimalProductionStartup	1129
IdeaOtherChemicalProductPreparationManufacturingStartup	3259
IdeaOtherCropFarmingStartup	1119
IdeaOtherElectricalEquipmentComponentManufacturingStartup	3359
IdeaOtherFabricatedMetalProductManufacturingStartup	3329
IdeaOtherFinancialInvestmentActivitiesStartup	5239
IdeaOtherFoodManufacturingStartup	3119
IdeaOtherFurnitureRelatedProductManufacturingStartup	3379
IdeaOtherGeneralPurposeMachineryManufacturingStartup	3339
IdeaOtherHeavyCivilEngineeringConstructionStartup	2379
IdeaOtherInvestmentPoolsFundsStartup	5259
IdeaOtherLeatherAlliedProductManufacturingStartup	3169
IdeaOtherMiscellaneousManufacturingStartup	3399
IdeaOtherMiscellaneousRetailersStartup	4599
IdeaOtherMotorVehicleDealersStartup	4412
IdeaOtherNonmetallicMineralProductManufacturingStartup	3279
IdeaOtherPersonalServicesStartup	8129
IdeaOtherPipelineTransportationStartup	4869
IdeaOtherProfessionalScientificTechnicalServicesStartup	5419
IdeaOtherResidentialCareFacilitiesStartup	6239
IdeaOtherSchoolsInstructionStartup	6116
IdeaOtherServicesExceptPublicAdministrationStartup	81
IdeaOtherSpecialtyTradeContractorsStartup	2389
IdeaOtherSupportActivitiesTransportationStartup	4889
IdeaOtherSupportServicesStartup	5619
IdeaOtherTextileProductMillsStartup	3149
IdeaOtherTransitGroundPassengerTransportationStartup	4859
IdeaOtherTransportationEquipmentManufacturingStartup	3369
IdeaOtherWoodProductManufacturingStartup	3219
IdeaOutpatientCareCentersStartup	6214
IdeaPaintCoatingAdhesiveManufacturingStartup	3255
IdeaPaperManufacturingStartup	322
IdeaPaperPaperProductMerchantWholesalersStartup	4241
IdeaPerformingArtsCompaniesStartup	7111
IdeaPerformingArtsSpectatorSportsRelatedIndustriesStartup	711
IdeaPersonalCareServicesStartup	8121
IdeaPersonalHouseholdGoodsRepairMaintenanceStartup	8114
IdeaPersonalLaundryServicesStartup	812
IdeaPesticideFertilizerOtherAgriculturalChemicalManufacturingStartup	3253
IdeaPetroleumCoalProductsManufacturingStartup	324
IdeaPetroleumCoalProductsManufacturingStartup	3241
IdeaPetroleumPetroleumProductsMerchantWholesalersStartup	4247
IdeaPharmaceuticalMedicineManufacturingStartup	3254
IdeaPipelineTransportationCrudeOilStartup	4861
IdeaPipelineTransportationNaturalGasStartup	4862
IdeaPipelineTransportationStartup	486
IdeaPlasticsProductManufacturingStartup	3261
IdeaPlasticsRubberProductsManufacturingStartup	326
IdeaPostalServiceStartup	491
IdeaPostalServiceStartup	4911
IdeaPoultryEggProductionStartup	1123
IdeaPrimaryMetalManufacturingStartup	331
IdeaPrintingRelatedSupportActivitiesStartup	323
IdeaPrintingRelatedSupportActivitiesStartup	3231
IdeaPrivateHouseholdsStartup	814
IdeaPrivateHouseholdsStartup	8141
IdeaProfessionalCommercialEquipmentSuppliesMerchantWholesalersStartup	4234
IdeaProfessionalScientificTechnicalServicesStartup	54
IdeaProfessionalScientificTechnicalServicesStartup	541
IdeaPromotersPerformingArtsSportsSimilarEventsStartup	7113
IdeaPsychiatricSubstanceAbuseHospitalsStartup	6222
IdeaPublicAdministrationStartup	92
IdeaPublishingIndustriesStartup	513
IdeaPulpPaperPaperboardMillsStartup	3221
IdeaRadioTelevisionBroadcastingStationsStartup	5161
IdeaRailroadRollingStockManufacturingStartup	3365
IdeaRailTransportationStartup	482
IdeaRailTransportationStartup	4821
IdeaRealEstateRentalLeasingStartup	53
IdeaRealEstateStartup	531
IdeaReligiousGrantmakingCivicProfessionalSimilarOrganizationsStartup	813
IdeaReligiousOrganizationsStartup	8131
IdeaRemediationOtherWasteManagementServicesStartup	5629
IdeaRentalLeasingServicesStartup	532
IdeaRepairMaintenanceStartup	811
IdeaResidentialBuildingConstructionStartup	2361
IdeaResidentialIntellectualDevelopmentalDisabilityMentalHealthSubstanceAbuseFacilitiesStartup	6232
IdeaResinSyntheticRubberArtificialSyntheticFibersFilamentsManufacturingStartup	3252
IdeaRestaurantsOtherEatingPlacesStartup	7225
IdeaRoomingBoardingHousesDormitoriesWorkers'CampsStartup	7213
IdeaRubberProductManufacturingStartup	3262
IdeaRvRecreationalVehicleParksRecreationalCampsStartup	7212
IdeaSatelliteTelecommunicationsStartup	5174
IdeaSawmillsWoodPreservationStartup	3211
IdeaScenicSightseeingTransportationLandStartup	4871
IdeaScenicSightseeingTransportationOtherStartup	4879
IdeaScenicSightseeingTransportationStartup	487
IdeaScenicSightseeingTransportationWaterStartup	4872
IdeaScheduledAirTransportationStartup	4811
IdeaSchoolEmployeeBusTransportationStartup	4854
IdeaScientificResearchDevelopmentServicesStartup	5417
IdeaSeafoodProductPreparationPackagingStartup	3117
IdeaSecuritiesCommodityContractsIntermediationBrokerageStartup	5231
IdeaSecuritiesCommodityContractsOtherFinancialInvestmentsRelatedActivitiesStartup	523
IdeaSecuritiesCommodityExchangesStartup	5232
IdeaSemiconductorOtherElectronicComponentManufacturingStartup	3344
IdeaServicesBuildingsDwellingsStartup	5617
IdeaSheepGoatFarmingStartup	1124
IdeaShipBoatBuildingStartup	3366
IdeaShoeRetailersStartup	4582
IdeaSoapCleaningCompoundToiletPreparationManufacturingStartup	3256
IdeaSocialAdvocacyOrganizationsStartup	8133
IdeaSocialAssistanceStartup	624
IdeaSoftwarePublishersStartup	5132
IdeaSoundRecordingIndustriesStartup	5122
IdeaSpaceResearchTechnologyStartup	927
IdeaSpaceResearchTechnologyStartup	9271
IdeaSpecialFoodServicesStartup	7223
IdeaSpecializedDesignServicesStartup	5414
IdeaSpecializedFreightTruckingStartup	4842
IdeaSpecialtyExceptPsychiatricSubstanceAbuseHospitalsStartup	6223
IdeaSpecialtyFoodRetailersStartup	4452
IdeaSpecialtyTradeContractorsStartup	238
IdeaSpectatorSportsStartup	7112
IdeaSportingGoodsHobbyMusicalInstrumentBookMiscellaneousRetailersStartup	459
IdeaSportingGoodsHobbyMusicalInstrumentRetailersStartup	4591
IdeaSpringWireProductManufacturingStartup	3326
IdeaSteelProductManufacturingPurchasedSteelStartup	3312
IdeaSugarConfectioneryProductManufacturingStartup	3113
IdeaSupportActivitiesAgricultureForestryStartup	115
IdeaSupportActivitiesAirTransportationStartup	4881
IdeaSupportActivitiesAnimalProductionStartup	1152
IdeaSupportActivitiesCropProductionStartup	1151
IdeaSupportActivitiesForestryStartup	1153
IdeaSupportActivitiesMiningStartup	213
IdeaSupportActivitiesMiningStartup	2131
IdeaSupportActivitiesRailTransportationStartup	4882
IdeaSupportActivitiesRoadTransportationStartup	4884
IdeaSupportActivitiesTransportationStartup	488
IdeaSupportActivitiesWaterTransportationStartup	4883
IdeaTaxiLimousineServiceStartup	4853
IdeaTechnicalTradeSchoolsStartup	6115
IdeaTelecommunicationsStartup	517
IdeaTextileFabricFinishingFabricCoatingMillsStartup	3133
IdeaTextileFurnishingsMillsStartup	3141
IdeaTextileMillsStartup	313
IdeaTextileProductMillsStartup	314
IdeaTimberTractOperationsStartup	1131
IdeaTobaccoManufacturingStartup	3122
IdeaTransitGroundPassengerTransportationStartup	485
IdeaTransportationEquipmentManufacturingStartup	336
IdeaTravelArrangementReservationServicesStartup	5615
IdeaTravelerAccommodationStartup	7211
IdeaTruckTransportationStartup	484
IdeaUrbanTransitSystemsStartup	4851
IdeaUsedMerchandiseRetailersStartup	4595
IdeaUtilitiesStartup	22
IdeaUtilitiesStartup	221
IdeaUtilitySystemConstructionStartup	2371
IdeaVegetableMelonFarmingStartup	1112
IdeaVeneerPlywoodEngineeredWoodProductManufacturingStartup	3212
IdeaVentilationHeatingAirConditioningCommercialRefrigerationEquipmentManufacturingStartup	3334
IdeaVocationalRehabilitationServicesStartup	6243
IdeaWarehouseClubsSupercentersOtherGeneralMerchandiseRetailersStartup	4552
IdeaWarehousingStorageStartup	493
IdeaWarehousingStorageStartup	4931
IdeaWasteCollectionStartup	5621
IdeaWasteManagementRemediationServicesStartup	562
IdeaWasteTreatmentDisposalStartup	5622
IdeaWaterSewageOtherSystemsStartup	2213
IdeaWaterTransportationStartup	483
IdeaWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	519
IdeaWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	5192
IdeaWholesaleTradeAgentsBrokersStartup	425
IdeaWholesaleTradeAgentsBrokersStartup	4251
IdeaWholesaleTradeStartup	42
IdeaWiredWirelessTelecommunicationsExceptSatelliteStartup	5171
IdeaWoodProductManufacturingStartup	321
PreSeedAccommodationFoodServicesStartup	72
PreSeedAccommodationStartup	721
PreSeedAccountingTaxPreparationBookkeepingPayrollServicesStartup	5412
PreSeedActivitiesRelatedCreditIntermediationStartup	5223
PreSeedActivitiesRelatedRealEstateStartup	5313
PreSeedAdministrationEconomicProgramsStartup	926
PreSeedAdministrationEconomicProgramsStartup	9261
PreSeedAdministrationEnvironmentalQualityProgramsStartup	924
PreSeedAdministrationEnvironmentalQualityProgramsStartup	9241
PreSeedAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	925
PreSeedAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	9251
PreSeedAdministrationHumanResourceProgramsStartup	923
PreSeedAdministrationHumanResourceProgramsStartup	9231
PreSeedAdministrativeSupportServicesStartup	561
PreSeedAdministrativeSupportWasteManagementRemediationServicesStartup	56
PreSeedAdvertisingPublicRelationsRelatedServicesStartup	5418
PreSeedAerospaceProductPartsManufacturingStartup	3364
PreSeedAgenciesBrokeragesOtherInsuranceRelatedActivitiesStartup	5242
PreSeedAgentsManagersArtistsAthletesEntertainersOtherPublicFiguresStartup	7114
PreSeedAgricultureConstructionMiningMachineryManufacturingStartup	3331
PreSeedAgricultureForestryFishingHuntingStartup	11
PreSeedAirTransportationStartup	481
PreSeedAllOtherTelecommunicationsStartup	5178
PreSeedAluminaAluminumProductionProcessingStartup	3313
PreSeedAmbulatoryHealthCareServicesStartup	621
PreSeedAmusementGamblingRecreationIndustriesStartup	713
PreSeedAmusementParksArcadesStartup	7131
PreSeedAnimalFoodManufacturingStartup	3111
PreSeedAnimalProductionAquacultureStartup	112
PreSeedAnimalSlaughteringProcessingStartup	3116
PreSeedApparelAccessoriesOtherApparelManufacturingStartup	3159
PreSeedApparelKnittingMillsStartup	3151
PreSeedApparelManufacturingStartup	315
PreSeedApparelPieceGoodsNotionsMerchantWholesalersStartup	4243
PreSeedAquacultureStartup	1125
PreSeedArchitecturalEngineeringRelatedServicesStartup	5413
PreSeedArchitecturalStructuralMetalsManufacturingStartup	3323
PreSeedArtsEntertainmentRecreationStartup	71
PreSeedAudioVideoEquipmentManufacturingStartup	3343
PreSeedAutomobileDealersStartup	4411
PreSeedAutomotiveEquipmentRentalLeasingStartup	5321
PreSeedAutomotivePartsAccessoriesTireRetailersStartup	4413
PreSeedAutomotiveRepairMaintenanceStartup	8111
PreSeedBakeriesTortillaManufacturingStartup	3118
PreSeedBasicChemicalManufacturingStartup	3251
PreSeedBeerWineDistilledAlcoholicBeverageMerchantWholesalersStartup	4248
PreSeedBeerWineLiquorRetailersStartup	4453
PreSeedBeverageManufacturingStartup	3121
PreSeedBeverageTobaccoProductManufacturingStartup	312
PreSeedBoilerTankShippingContainerManufacturingStartup	3324
PreSeedBookRetailersNewsDealersStartup	4592
PreSeedBroadcastingContentProvidersStartup	516
PreSeedBuildingEquipmentContractorsStartup	2382
PreSeedBuildingFinishingContractorsStartup	2383
PreSeedBuildingMaterialGardenEquipmentSuppliesDealersStartup	444
PreSeedBuildingMaterialSuppliesDealersStartup	4441
PreSeedBusinessProfessionalLaborPoliticalSimilarOrganizationsStartup	8139
PreSeedBusinessSchoolsComputerManagementTrainingStartup	6114
PreSeedBusinessSupportServicesStartup	5614
PreSeedCattleRanchingFarmingStartup	1121
PreSeedCementConcreteProductManufacturingStartup	3273
PreSeedCharterBusIndustryStartup	4855
PreSeedChemicalAlliedProductsMerchantWholesalersStartup	4246
PreSeedChemicalManufacturingStartup	325
PreSeedChildCareServicesStartup	6244
PreSeedCivicSocialOrganizationsStartup	8134
PreSeedClayProductRefractoryManufacturingStartup	3271
PreSeedClothingClothingAccessoriesRetailersStartup	4581
PreSeedClothingClothingAccessoriesShoeJewelryRetailersStartup	458
PreSeedCoalMiningStartup	2121
PreSeedCoatingEngravingHeatTreatingAlliedActivitiesStartup	3328
PreSeedCollegesUniversitiesProfessionalSchoolsStartup	6113
PreSeedCommercialIndustrialMachineryEquipmentExceptAutomotiveElectronicRepairMaintenanceStartup	8113
PreSeedCommercialIndustrialMachineryEquipmentRentalLeasingStartup	5324
PreSeedCommercialServiceIndustryMachineryManufacturingStartup	3333
PreSeedCommunicationsEquipmentManufacturingStartup	3342
PreSeedCommunityFoodHousingEmergencyOtherReliefServicesStartup	6242
PreSeedComputerElectronicProductManufacturingStartup	334
PreSeedComputerPeripheralEquipmentManufacturingStartup	3341
PreSeedComputerSystemsDesignRelatedServicesStartup	5415
PreSeedComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	518
PreSeedComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	5182
PreSeedConstructionBuildingsStartup	236
PreSeedConstructionStartup	23
PreSeedConsumerGoodsRentalStartup	5322
PreSeedContinuingCareRetirementCommunitiesAssistedLivingFacilitiesElderlyStartup	6233
PreSeedConvertedPaperProductManufacturingStartup	3222
PreSeedCouriersExpressDeliveryServicesStartup	4921
PreSeedCouriersMessengersStartup	492
PreSeedCreditIntermediationRelatedActivitiesStartup	522
PreSeedCropProductionStartup	111
PreSeedCutleryHandtoolManufacturingStartup	3322
PreSeedCutSewApparelManufacturingStartup	3152
PreSeedDairyProductManufacturingStartup	3115
PreSeedDeathCareServicesStartup	8122
PreSeedDeepSeaCoastalGreatLakesWaterTransportationStartup	4831
PreSeedDepartmentStoresStartup	4551
PreSeedDepositoryCreditIntermediationStartup	5221
PreSeedDrinkingPlacesAlcoholicBeveragesStartup	7224
PreSeedDrugsDruggists'SundriesMerchantWholesalersStartup	4242
PreSeedDrycleaningLaundryServicesStartup	8123
PreSeedEducationalServicesStartup	61
PreSeedEducationalServicesStartup	611
PreSeedEducationalSupportServicesStartup	6117
PreSeedElectricalEquipmentApplianceComponentManufacturingStartup	335
PreSeedElectricalEquipmentManufacturingStartup	3353
PreSeedElectricLightingEquipmentManufacturingStartup	3351
PreSeedElectricPowerGenerationTransmissionDistributionStartup	2211
PreSeedElectronicPrecisionEquipmentRepairMaintenanceStartup	8112
PreSeedElectronicsApplianceRetailersStartup	4492
PreSeedElementarySecondarySchoolsStartup	6111
PreSeedEmploymentServicesStartup	5613
PreSeedEngineTurbinePowerTransmissionEquipmentManufacturingStartup	3336
PreSeedExecutiveLegislativeOtherGeneralGovernmentSupportStartup	921
PreSeedExecutiveLegislativeOtherGeneralGovernmentSupportStartup	9211
PreSeedFabricatedMetalProductManufacturingStartup	332
PreSeedFabricMillsStartup	3132
PreSeedFacilitiesSupportServicesStartup	5612
PreSeedFarmProductRawMaterialMerchantWholesalersStartup	4245
PreSeedFiberYarnThreadMillsStartup	3131
PreSeedFinanceInsuranceStartup	52
PreSeedFishingHuntingTrappingStartup	114
PreSeedFishingStartup	1141
PreSeedFloristsStartup	4593
PreSeedFoodBeverageRetailersStartup	445
PreSeedFoodManufacturingStartup	311
PreSeedFoodServicesDrinkingPlacesStartup	722
PreSeedFootwearManufacturingStartup	3162
PreSeedForestNurseriesGatheringForestProductsStartup	1132
PreSeedForestryLoggingStartup	113
PreSeedForgingStampingStartup	3321
PreSeedFoundationStructureBuildingExteriorContractorsStartup	2381
PreSeedFoundriesStartup	3315
PreSeedFreightTransportationArrangementStartup	4885
PreSeedFruitTreeNutFarmingStartup	1113
PreSeedFruitVegetablePreservingSpecialtyFoodManufacturingStartup	3114
PreSeedFuelDealersStartup	4572
PreSeedFundsTrustsOtherFinancialVehiclesStartup	525
PreSeedFurnitureHomeFurnishingMerchantWholesalersStartup	4232
PreSeedFurnitureHomeFurnishingsElectronicsApplianceRetailersStartup	449
PreSeedFurnitureHomeFurnishingsRetailersStartup	4491
PreSeedFurnitureRelatedProductManufacturingStartup	337
PreSeedGamblingIndustriesStartup	7132
PreSeedGasolineStationsFuelDealersStartup	457
PreSeedGasolineStationsStartup	4571
PreSeedGeneralFreightTruckingStartup	4841
PreSeedGeneralMedicalSurgicalHospitalsStartup	6221
PreSeedGeneralMerchandiseRetailersStartup	455
PreSeedGeneralRentalCentersStartup	5323
PreSeedGlassGlassProductManufacturingStartup	3272
PreSeedGrainOilseedMillingStartup	3112
PreSeedGrantmakingGivingServicesStartup	8132
PreSeedGreenhouseNurseryFloricultureProductionStartup	1114
PreSeedGroceryConvenienceRetailersStartup	4451
PreSeedGroceryRelatedProductMerchantWholesalersStartup	4244
PreSeedHardwareManufacturingStartup	3325
PreSeedHardwarePlumbingHeatingEquipmentSuppliesMerchantWholesalersStartup	4237
PreSeedHealthCareSocialAssistanceStartup	62
PreSeedHealthPersonalCareRetailersStartup	456
PreSeedHealthPersonalCareRetailersStartup	4561
PreSeedHeavyCivilEngineeringConstructionStartup	237
PreSeedHighwayStreetBridgeConstructionStartup	2373
PreSeedHogPigFarmingStartup	1122
PreSeedHomeHealthCareServicesStartup	6216
PreSeedHospitalsStartup	622
PreSeedHouseholdApplianceManufacturingStartup	3352
PreSeedHouseholdAppliancesElectricalElectronicGoodsMerchantWholesalersStartup	4236
PreSeedHouseholdInstitutionalFurnitureKitchenCabinetManufacturingStartup	3371
PreSeedHuntingTrappingStartup	1142
PreSeedIndependentArtistsWritersPerformersStartup	7115
PreSeedIndividualFamilyServicesStartup	6241
PreSeedIndustrialMachineryManufacturingStartup	3332
PreSeedInformationStartup	51
PreSeedInlandWaterTransportationStartup	4832
PreSeedInsuranceCarriersRelatedActivitiesStartup	524
PreSeedInsuranceCarriersStartup	5241
PreSeedInsuranceEmployeeBenefitFundsStartup	5251
PreSeedInterurbanRuralBusTransportationStartup	4852
PreSeedInvestigationSecurityServicesStartup	5616
PreSeedIronSteelMillsFerroalloyManufacturingStartup	3311
PreSeedJewelryLuggageLeatherGoodsRetailersStartup	4583
PreSeedJuniorCollegesStartup	6112
PreSeedJusticePublicOrderSafetyActivitiesStartup	922
PreSeedJusticePublicOrderSafetyActivitiesStartup	9221
PreSeedLandSubdivisionStartup	2372
PreSeedLawnGardenEquipmentSuppliesRetailersStartup	4442
PreSeedLeatherAlliedProductManufacturingStartup	316
PreSeedLeatherHideTanningFinishingStartup	3161
PreSeedLegalServicesStartup	5411
PreSeedLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	533
PreSeedLessorsNonfinancialIntangibleAssetsExceptCopyrightedWorksStartup	5331
PreSeedLessorsRealEstateStartup	5311
PreSeedLimeGypsumProductManufacturingStartup	3274
PreSeedLocalMessengersLocalDeliveryStartup	4922
PreSeedLoggingStartup	1133
PreSeedLumberOtherConstructionMaterialsMerchantWholesalersStartup	4233
