processId	industry
Banks.measure.CustomerSatisfaction.with.Services	banking
Banks.gather.Post	banking
Banks.solicit.Post	banking
Banks.solicit.Post	banking
Banks.solicit.CustomerFeedback.on.Cross	banking
Banks.analyze.ProductSatisfactionDataImprovementOpportunities	banking
Banks.analyze.IdentifyImprovementOpportunities	banking
Banks.analyze.ServiceSatisfactionDataImprovementOpportunities	banking
Banks.analyze.IdentifyImprovementOpportunities	banking
Banks.provide.Feedback.to.AppropriateTeams	banking
Banks.provide.Insights.to.AppropriateTeams	banking
Banks.evaluate.WarrantyPerformance	banking
Banks.manage.WarrantyPerformance	banking
Banks.measure.CustomerSatisfaction.with.WarrantyHandling	banking
Banks.measure.CustomerSatisfaction.with.Resolution	banking
Banks.monitor.on.WarrantyManagementMetrics	banking
Banks.report.on.WarrantyManagementMetrics	banking
Banks.identify.ImprovementOpportunities	banking
Banks.identify.Opportunities.to.EliminateWarrantyWaste	banking
Banks.investigate.FraudulentClaims	banking
Banks.evaluate.RecallPerformance	banking
Banks.develop.HumanCapital	banking
Banks.manage.HumanCapital	banking
Banks.develop.HumanResourcesPlanning	banking
Banks.manage.HumanResourcesPlanning	banking
Banks.develop.HumanResourcesStrategy	banking
Banks.identify.StrategicHrNeeds	banking
Banks.define.HrFunctionRoles	banking
Banks.define.Accountability	banking
Banks.define.BusinessFunctionRoles	banking
Banks.define.Accountability	banking
Banks.determine.HrCosts	banking
Banks.establish.HrMeasures	banking
Banks.communicate.HrStrategies	banking
Banks.develop.Strategy.for.HrSystems	banking
Banks.manage.EmployerBranding	banking
Banks.develop.WorkforceStrategyPolicies	banking
Banks.implement.WorkforceStrategyPolicies	banking
Banks.gather.SkillRequirementsAccording.to.CorporateStrategyEnvironment	banking
Banks.gather.SkillRequirementsAccording.to.MarketEnvironment	banking
Banks.plan.EmployeeResourcingRequirementsPerBusinessUnit	banking
Banks.develop.CompensationPlan	banking
Banks.establish.IncentivePlan	banking
Banks.develop.SuccessionPlan	banking
Banks.develop.HighPerformers	banking
Banks.develop.EmployeeDiversityPlan	banking
Banks.develop.TrainingProgram	banking
Banks.develop.RecruitmentProgram	banking
Banks.develop.OtherHrPrograms	banking
Banks.develop.HrPolicies	banking
Banks.administer.HrPolicies	banking
Banks.plan.EmployeeBenefits	banking
Banks.develop.WorkforceStrategyModels	banking
Banks.implement.WorkforceStrategyModels	banking
Banks.monitor.Strategy	banking
Banks.update.Strategy	banking
Banks.measure.Realization.of.Objectives	banking
Banks.measure.Contribution.to.BusinessStrategy	banking
Banks.communicate.PlansUpdates.to.Stakeholders	banking
Banks.communicate.ProvideUpdates.to.Stakeholders	banking
Banks.review.HrPlans	banking
Banks.revise.HrPlans	banking
Banks.develop.CompetencyManagementModels	banking
Banks.recruit.Employees	banking
Banks.source.Employees	banking
Banks.select.Employees	banking
Banks.manage.EmployeeRequisitions	banking
Banks.align.StaffingPlan.to.WorkForcePlanUnitStrategies	banking
Banks.align.StaffingPlan.to.BusinessUnitStrategies	banking
Banks.develop.JobDescriptions	banking
Banks.maintain.JobDescriptions	banking
Banks.open.JobRequisitions	banking
Banks.post.JobRequisitions	banking
Banks.modify.JobRequisitions	banking
Banks.notify.HiringManager	banking
Banks.manage.RequisitionDates	banking
Banks.recruit.Candidates	banking
Banks.source.Candidates	banking
Banks.determine.RecruitmentMethods	banking
Banks.determine.Channels	banking
Banks.perform.RecruitingActivities	banking
Banks.manage.RecruitmentVendors	banking
Banks.manage.EmployeeReferralPrograms	banking
Banks.manage.RecruitmentChannels	banking
Banks.screen.Candidates	banking
Banks.select.Candidates	banking
Banks.identify.CandidateSelectionTools	banking
Banks.deploy.CandidateSelectionTools	banking
Banks.interview.Candidates	banking
Banks.test.Candidates	banking
Banks.select.RejectCandidates	banking
Banks.manage.NewHire	banking
Banks.draw.up.Offer	banking
Banks.draw.MakeOffer	banking
Banks.negotiate.Offer	banking
Banks.hire.Candidate	banking
Banks.manage.ApplicantInformation	banking
Banks.obtain.CandidateBackgroundInformation	banking
Banks.create.ApplicantRecord	banking
Banks.manage.ApplicantData	banking
Banks.track.ApplicantData	banking
Banks.complete.PositionClassification.of.Experience	banking
Banks.complete.Level.of.Experience	banking
Banks.archive.Records.of.Non	banking
Banks.retain.Records.of.Non	banking
Banks.manage.Employee.on	banking
Banks.manage.Training	banking
Banks.manage.EmployeeOrientation	banking
Banks.manage.Deployment	banking
Banks.create.Employee.on	banking
Banks.maintain.Employee.on	banking
Banks.develop.EmployeeInductionProgram	banking
Banks.maintain.EmployeeInductionProgram	banking
Banks.update.EmployeeInductionProgram	banking
Banks.evaluate.Effectiveness.of.Employee.on	banking
Banks.execute.on	banking
Banks.manage.EmployeePerformance	banking
Banks.define.EmployeePerformanceObjectives	banking
Banks.review.EmployeePerformance	banking
Banks.appraise.EmployeePerformance	banking
Banks.manage.EmployeePerformance	banking
Banks.evaluate.PerformanceProgram	banking
Banks.review.PerformanceProgram	banking
Banks.manage.EmployeeDevelopment	banking
Banks.define.EmployeeDevelopmentGuidelines	banking
Banks.develop.EmployeeCareerPlansPaths	banking
Banks.develop.CareerPaths	banking
Banks.manage.EmployeeSkillDevelopment	banking
Banks.manage.CompetencyDevelopment	banking
Banks.develop.Employees	banking
Banks.train.Employees	banking
Banks.align.Employee.with.OrganizationDevelopmentNeeds	banking
Banks.define.EmployeeCompetencies	banking
Banks.align.LearningPrograms.with.Competencies	banking
Banks.establish.TrainingNeeds.by.Analysis.of.RequiredSkills	banking
Banks.establish.TrainingNeeds.by.AvailableSkills	banking
Banks.develop.Employee	banking
Banks.conduct.Employee	banking
Banks.manage.Employee	banking
Banks.manage.Examinations	banking
Banks.manage.Certifications	banking
Banks.liaise.with.ExternalCertificationAuthorities	banking
Banks.administer.CertificationTests	banking
Banks.appraise.ExperienceQualifications	banking
Banks.administer.CertificateIssue	banking
Banks.administer.Maintenance	banking
Banks.manage.EmployeeRelations	banking
Banks.manage.LaborRelations	banking
Banks.manage.CollectiveBargainingProcess	banking
Banks.manage.LaborManagementPartnerships	banking
Banks.manage.EmployeeGrievances	banking
Banks.reward.Employees	banking
Banks.retain.Employees	banking
Banks.develop.Reward	banking
Banks.manage.Reward	banking
Banks.develop.Salary	banking
Banks.develop.Plan	banking
Banks.develop.BenefitsPlan	banking
Banks.develop.RewardsPlan	banking
Banks.perform.CompetitiveAnalysis.of.Benefits	banking
Banks.perform.CompetitiveAnalysis.of.Rewards	banking
Banks.identify.CompensationRequirementsBased.on.Financial	banking
Banks.identify.CompensationRequirementsBased.on.HrPolicies	banking
Banks.administer.Compensation.to.Employees	banking
Banks.administer.Rewards.to.Employees	banking
Banks.reward.Employees	banking
Banks.motivate.Employees	banking
Banks.manage.Benefits	banking
Banks.administer.Benefits	banking
Banks.deliver.EmployeeBenefitsProgram	banking
Banks.administer.BenefitEnrollment	banking
Banks.process.Claims	banking
Banks.perform.BenefitReconciliation	banking
Banks.manage.EmployeeAssistance	banking
Banks.manage.Retention	banking
Banks.deliver.Programs.to.SupportWork	banking
Banks.develop.FamilySupportSystems	banking
Banks.review.RetentionIndicators	banking
Banks.review.MotivationIndicators	banking
Banks.review.CompensationPlan	banking
Banks.administer.Payroll	banking
Banks.retire.Employees	banking
Banks.manage.PromotionProcess	banking
Banks.manage.DemotionProcess	banking
Banks.manage.Separation	banking
Banks.manage.Retirement	banking
Banks.manage.Leave.of.Absence	banking
Banks.develop.EmployeeOutplacement	banking
Banks.implement.EmployeeOutplacement	banking
Banks.manage.WorkforceScheduling	banking
Banks.receive.RequiredResources	banking
Banks.receive.Capabilities	banking
Banks.manage.ResourceDeployment	banking
Banks.relocate.EmployeesAssignments	banking
Banks.relocate.ManageAssignments	banking
Banks.manage.Expatriates	banking
Banks.manage.EmployeeInformation	banking
Banks.manage.Analytics	banking
Banks.manage.ReportingProcesses	banking
Banks.manage.EmployeeInquiryProcess	banking
Banks.manage.EmployeeData	banking
Banks.maintain.EmployeeData	banking
Banks.manage.HumanResourceInformationSystemsHris	banking
Banks.develop.EmployeeMetrics	banking
Banks.manage.EmployeeMetrics	banking
Banks.develop.TimeAttendanceSystems	banking
Banks.manage.TimeAttendanceSystems	banking
Banks.manage.EmployeeSuggestionsPerformEmployeeResearch	banking
Banks.collect.EmployeeSuggestionsPerformEmployeeResearch	banking
Banks.manage.EmployeeCommunication	banking
Banks.develop.EmployeeCommunicationPlan	banking
Banks.conduct.EmployeeEngagementSurveys	banking
Banks.deliver.EmployeeCommunications	banking
Banks.manage.InformationTechnology	banking
Banks.develop.ItCustomerRelationships	banking
Banks.manage.ItCustomerRelationships	banking
Banks.understand.ItCustomerNeeds	banking
Banks.understand.ItCustomerCommunities	banking
Banks.assess.ItCustomerOperationalCapabilities	banking
Banks.identify.ItCustomerTransformationNeeds	banking
Banks.understand.BusinessRequirements.for.ItCapabilities	banking
Banks.understand.ItLandscape	banking
Banks.develop.ItVisioning	banking
Banks.outline.ItServiceExpectations	banking
Banks.plan.ItServices	banking
Banks.communicate.ItServices	banking
Banks.manage.ItCustomerExpectations	banking
Banks.define.FutureItServices	banking
Banks.determine.ItPerformanceIndicators	banking
Banks.create.ItMarketingMessages	banking
Banks.create.ItServiceMarketingPlan	banking
Banks.provide.ItTransformationGuidance	banking
Banks.develop.ItTransformationPlans	banking
Banks.collect.ItCustomerRequirements	banking
Banks.analyze.ItCustomerRequirements	banking
Banks.identify.ItOpportunities	banking
Banks.prioritize.ItOpportunities	banking
Banks.facilitate.SolutionDesignActivities	banking
Banks.prioritize.ItOutcomes	banking
Banks.develop.BusinessCases	banking
Banks.support.BusinessCase	banking
Banks.develop.TransformationRoadmap	banking
Banks.develop.ItServiceLevels	banking
Banks.manage.ItServiceLevels	banking
Banks.understand.ItServiceRequirements	banking
Banks.forecast.ItServiceDemand	banking
Banks.maintain.ItServicesCatalog	banking
Banks.define.ServiceLevelAgreement	banking
Banks.maintain.ItCustomerContracts	banking
Banks.negotiate.ServiceLevelAgreements	banking
Banks.establish.ServiceLevelAgreements	banking
Banks.develop.ImprovementProcesses	banking
Banks.maintain.ImprovementProcesses	banking
Banks.manage.ItCustomerRelationships	banking
Banks.establish.RelationshipManagementMechanisms	banking
Banks.understand.ItCustomerStrategy	banking
Banks.understand.ItCustomerEnvironment	banking
Banks.communicate.ItCapabilities	banking
Banks.manage.ItRequirements	banking
Banks.analyze.ServicePerformance	banking
Banks.assess.SlaCompliance	banking
Banks.triage.SlaComplianceIssues	banking
Banks.collect.Feedback.about.ItProducts	banking
Banks.collect.Services	banking
Banks.synthesize.ItPerformanceInformation	banking
Banks.distribute.ItPerformanceInformation	banking
Banks.develop.ItBusinessStrategy	banking
Banks.manage.ItBusinessStrategy	banking
Banks.define.BusinessTechnologyStrategy	banking
Banks.define.GovernanceStrategy	banking
Banks.build.ItStrategicIntelligence	banking
Banks.maintain.ItStrategicIntelligence	banking
Banks.monitor.CurrentEmergingTechnologies	banking
Banks.map.CurrentEmergingTechnologies	banking
Banks.define.DigitalTransformationStrategy	banking
Banks.communicate.DigitalTransformationStrategy	banking
Banks.develop.ItStrategicAlignment	banking
Banks.alignment.Principles	banking
Banks.maintain.ItStrategicAlignment	banking
Banks.manage.ItPortfolioStrategy	banking
Banks.establish.ItValueCriteria	banking
Banks.validate.ItValueCriteria	banking
Banks.determine.ItPortfolioInvestmentBalance	banking
Banks.evaluate.ProposedItInvestmentProjects	banking
Banks.prioritize.ItProjects	banking
Banks.align.ItResources.to.StrategicPriorities	banking
Banks.align.ItPortfolio.to.BusinessObjectives	banking
Banks.define.EnterpriseArchitecture	banking
Banks.maintain.EnterpriseArchitecture	banking
Banks.create.EnterpriseArchitecturePrinciples	banking
Banks.publish.EnterpriseArchitecturePrinciples	banking
Banks.establish.EnterpriseArchitectureGovernance	banking
Banks.operate.EnterpriseArchitectureGovernance	banking
Banks.research.Technologies.to.InnovateItServices	banking
Banks.research.Technologies.to.Solutions	banking
Banks.provide.Input.to.Definition.of.ItProjects	banking
Banks.provide.Input.to.Prioritization.of.ItProjects	banking
Banks.define.ItServiceManagementStrategy	banking
Banks.establish.ItServiceManagementStrategy	banking
Banks.establish.Goals	banking
Banks.identify.ItServiceOperatingRequirements	banking
Banks.identify.ProcessRequirements	banking
Banks.define.ItServiceCatalog	banking
Banks.establish.ItServiceManagementFramework	banking
Banks.define.ItServiceManagement	banking
Banks.implement.ItServiceManagement	banking
Banks.define.SupportServiceManagementProcessToolsMethods	banking
Banks.deploy.SupportServiceManagementProcessToolsMethods	banking
Banks.monitor.ItPerformance	banking
Banks.report.ItPerformance	banking
Banks.control.ItManagementSystem	banking
Banks.determine.ItPerformanceMeasures	banking
Banks.define.ItControlPointsProceduresGovernanceModel	banking
Banks.define.AssuranceProceduresGovernanceModel	banking
Banks.monitor.OverallItPerformance	banking
Banks.analyze.OverallItPerformance	banking
Banks.monitor.ItFinancialPerformance	banking
Banks.analyze.ItFinancialPerformance	banking
Banks.monitor.ItValueBenefits	banking
Banks.analyze.ItValueBenefits	banking
Banks.optimize.ItResourceAllocation	banking
Banks.manage.ItProjectsInterdependencies	banking
Banks.manage.ServicesInterdependencies	banking
Banks.report.ItServicePerformance	banking
Banks.report.ProjectPerformance	banking
Banks.select.ItPerformanceAnalyticsTools	banking
Banks.deploy.ItPerformanceAnalyticsTools	banking
Banks.operate.ItPerformanceAnalyticsTools	banking
Banks.manage.ItValuePortfolio	banking
Banks.assess.Performance.against.ItServiceValueCriteria	banking
Banks.assess.ProjectValueCriteria	banking
Banks.quantify.Value.of.ItServicePortfolioInvestments	banking
Banks.quantify.Value.of.ProjectPortfolioInvestments	banking
Banks.communicate.BusinessTechnologyValueContribution	banking
Banks.determine.ItPortfolioAdjustments	banking
Banks.implement.ItPortfolioAdjustments	banking
Banks.define.TechnologyInnovation	banking
Banks.manage.TechnologyInnovation	banking
Banks.establish.SelectionCriteria.for.ResearchInitiatives	banking
Banks.analyze.EmergingTechnologyConcepts	banking
Banks.identify.TechnologyConcepts	banking
Banks.identify.Capabilities	banking
Banks.execute.ItResearchProjects	banking
Banks.evaluate.ItResearchProjectOutcomes	banking
Banks.identify.ViableConcepts	banking
Banks.promote.ViableConcepts	banking
Banks.develop.ItInvestmentProjects	banking
Banks.plan.ItInvestmentProjects	banking
Banks.develop.ItResilienceRisk	banking
Banks.manage.ItResilienceRisk	banking
Banks.develop.ItCompliance	banking
Banks.develop.SecurityStrategy	banking
Banks.determine.ItRegulatoryAuditRequirements	banking
Banks.evaluate.ItRegulatoryAuditRequirements	banking
Banks.understand.BusinessUnitRiskTolerance	banking
Banks.establish.ItRiskTolerance	banking
Banks.establish.RiskOwnership	banking
Banks.establish.RiskManagementRoles	banking
Banks.maintain.RiskManagementRoles	banking
Banks.establish.ComplianceObjectives	banking
Banks.identify.Systems.to.SupportCompliance	banking
Banks.identify.ItRisk	banking
Banks.evaluate.ItRisk	banking
Banks.evaluate.It	banking
Banks.create.ItRiskMitigationStrategies	banking
Banks.create.Approaches	banking
Banks.develop.ItResilienceStrategy	banking
Banks.determine.ItDeliveryResiliency	banking
Banks.determine.CriticalItRisks	banking
Banks.prioritize.ItRisks	banking
Banks.establish.MitigationApproaches.for.ItRisks	banking
Banks.control.ItRisk	banking
Banks.control.Security	banking
Banks.evaluate.EnterpriseRegulatoryObligations	banking
Banks.evaluate.ComplianceObligations	banking
Banks.analyze.ItSecurityThreatImpact	banking
Banks.create.ItComplianceRequirements	banking
Banks.maintain.ItComplianceRequirements	banking
Banks.create.ItSecurityPolicies	banking
Banks.maintain.ItSecurityPolicies	banking
Banks.develop.RiskManagementTraining	banking
Banks.deploy.RiskManagementTraining	banking
Banks.establish.RiskReportingCapabilities	banking
Banks.establish.Responsibilities	banking
Banks.establish.CommunicationStandards	banking
Banks.conduct.ItRiskAssessments	banking
Banks.conduct.ThreatAssessments	banking
Banks.monitor.ItActivityRisk	banking
Banks.manage.ItActivityRisk	banking
Banks.identify.ItRiskMitigationMeasures	banking
Banks.supervise.ItRiskMitigationMeasures	banking
Banks.monitor.ItRiskMitigationMeasures	banking
Banks.plan.ItContinuity	banking
Banks.manage.ItContinuity	banking
Banks.evaluate.ItContinuity	banking
Banks.identify.ItContinuityGaps	banking
Banks.manage.ItBusinessContinuity	banking
Banks.develop.ItSecurity	banking
Banks.manage.ItSecurity	banking
Banks.assess.ItRegulatoryRequirements	banking
Banks.assess.Policies	banking
Banks.assess.ConfidentialityRequirements	banking
Banks.assess.Policies	banking
Banks.create.ItSecurity	banking
Banks.create.DataProtectionRiskGovernance	banking
Banks.define.ItDataSecurityPolicies	banking
Banks.define.Procedures	banking
Banks.define.PrivacyPolicies	banking
Banks.define.Procedures	banking
Banks.review.PhysicalLogicalItDataSecurityMeasures	banking
Banks.monitor.PhysicalLogicalItDataSecurityMeasures	banking
Banks.review.ApplicationSecurityControls	banking
Banks.monitor.ApplicationSecurityControls	banking
Banks.review.ItPhysicalEnvironmentSecurityControls	banking
Banks.monitor.ItPhysicalEnvironmentSecurityControls	banking
Banks.monitor.NetworkIntrusionDetectionDataResolveThreats	banking
Banks.analyze.NetworkIntrusionDetectionDataResolveThreats	banking
Banks.conduct.ItComplianceAssessments	banking
Banks.analyze.ItComplianceAssessments	banking
Banks.conduct.Projects.to.EnhanceItComplianceRisk	banking
Banks.conduct.Projects.to.RemediateRisk	banking
Banks.conduct.ItComplianceControlAuditing.of.InternalServices	banking
Banks.conduct.ItComplianceControlAuditing.of.ExternalServices	banking
Banks.perform.ItComplianceReporting	banking
Banks.identify.ItComplianceIssuesRemediationRequirements	banking
Banks.escalate.ItComplianceIssuesRemediationRequirements	banking
Banks.support.ExternalAudits	banking
Banks.support.Reports	banking
Banks.develop.ItResilienceContinuityOperations	banking
Banks.execute.ItResilienceContinuityOperations	banking
Banks.conduct.ItResilienceImprovementProjects	banking
Banks.develop.ItBusinessContinuityPlanning	banking
Banks.document.ItBusinessContinuityPlanning	banking
Banks.maintain.ItBusinessContinuityPlanning	banking
Banks.implement.ChangeControlProcedures	banking
Banks.enforce.ChangeControlProcedures	banking
Banks.execute.RecurringItServiceProviderBusinessContinuity	banking
Banks.provide.ItResilienceTraining	banking
Banks.execute.RecurringItBusinessOperationsContinuity	banking
Banks.manage.ItUserIdentity	banking
Banks.manage.Authorization	banking
Banks.support.Integration.of.IdentityPolicies	banking
Banks.support.Integration.of.AuthorizationPolicies	banking
Banks.manage.ItUserDirectory	banking
Banks.manage.ItUserAuthorization	banking
Banks.manage.ItUserAuthenticationMechanisms	banking
Banks.audit.ItUserIdentitySystems	banking
Banks.audit.AuthorizationSystems	banking
Banks.respond.to.ItInformationSecurityBreaches	banking
Banks.respond.NetworkBreaches	banking
Banks.conduct.PenetrationTesting	banking
Banks.audit.Integration.of.UserIdentitySystems	banking
Banks.audit.Integration.of.AuthorizationSystems	banking
Banks.manage.Information	banking
Banks.define.BusinessInformationStrategy	banking
Banks.define.AnalyticsStrategy	banking
Banks.establish.Data	banking
Banks.establish.AnalyticObjectives	banking
Banks.establish.Data	banking
Banks.establish.AnalyticGovernance	banking
Banks.data	banking
Banks.define.BusinessInformationArchitecture	banking
Banks.maintain.BusinessInformationArchitecture	banking
Banks.determine.EnterpriseBusinessInformationRequirements	banking
Banks.define.EnterpriseDataModels	banking
Banks.identify.ExternalDataSources	banking
Banks.understand.ExternalDataSources	banking
Banks.establish.DataOwnershipResponsibilities	banking
Banks.establish.StewardshipResponsibilities	banking
Banks.maintain.EnterpriseDataInformationArchitecture	banking
Banks.evolve.EnterpriseDataInformationArchitecture	banking
Banks.define.BusinessInformationLifecyclePlanningControl	banking
Banks.execute.BusinessInformationLifecyclePlanningControl	banking
Banks.define.EnterpriseInformationPolicies	banking
Banks.maintain.EnterpriseInformationPolicies	banking
Banks.implement.DataAdministrationResponsibilities	banking
Banks.execute.DataAdministrationResponsibilities	banking
Banks.manage.BusinessInformationContent	banking
Banks.monitor.BusinessInformation	banking
Banks.control.BusinessInformation	banking
Banks.maintain.BusinessInformationFeeds	banking
Banks.maintain.Repositories	banking
Banks.perform.InternalUsageAudits	banking
Banks.implement.BusinessInformationAccess	banking
Banks.administer.BusinessInformationAccess	banking
Banks.develop.Services	banking
Banks.manage.Services	banking
Banks.develop.Service	banking
Banks.develop.IntegrationStrategy	banking
Banks.determine.ItService	banking
Banks.define.ItService	banking
Banks.identify.DevelopmentMethodologiesTools	banking
Banks.deploy.DevelopmentMethodologiesTools	banking
Banks.support.DevelopmentMethodologiesTools	banking
Banks.establish.ServiceComponentCriteria	banking
Banks.understand.ReusableServiceComponents	banking
Banks.select.ReusableServiceComponents	banking
Banks.maintain.ServiceComponentPortfolio	banking
Banks.establish.DevelopmentStandardsExceptionGovernance	banking
Banks.manage.Service	banking
Banks.monitor.EmergingTechnologyCapabilities	banking
Banks.track.EmergingTechnologyCapabilities	banking
Banks.identify.ItServices	banking
Banks.determine.ItService	banking
Banks.define.ItSolutionLifecycle	banking
Banks.develop.ItService	banking
Banks.develop.Service	banking
Banks.manage.Service	banking
Banks.assess.ItApplicationArchitectureConstraints	banking
Banks.assess.InfrastructureArchitectureConstraints	banking
Banks.assess.BusinessConstraints.on.ItService	banking
Banks.determine.ItComponentIntegrationRequirements	banking
Banks.identify.Opportunities.for.ItComponentReuse	banking
Banks.promote.Adoption.of.ExistingService	banking
Banks.develop.Service	banking
Banks.maintain.Service	banking
Banks.assess.ItService	banking
Banks.manage.ArchitecturalExceptions	banking
Banks.execute.ItService	banking
Banks.execute.Testing	banking
Banks.execute.ItService	banking
Banks.assess.ItService	banking
Banks.validate.ItService	banking
Banks.create.Service	banking
Banks.build.ItService	banking
Banks.test.ItService	banking
Banks.integrate.ItComponents	banking
Banks.integrate.Services	banking
Banks.execute.ItService	banking
Banks.bundle.Service	banking
Banks.manage.Service	banking
Banks.perform.Service	banking
Banks.perform.Testing	banking
Banks.execute.ItService	banking
Banks.assess.ItRemediation	banking
Banks.modify.Service	banking
Banks.perform.ItService	banking
Banks.manage.Service	banking
Banks.prepare.Fixed	banking
Banks.deploy.Services	banking
Banks.develop.Service	banking
Banks.manage.Service	banking
Banks.assess.ItDeploymentBusinessImpact	banking
Banks.establish.ItDeploymentPolicies	banking
Banks.define.DeploymentProcedureWorkflow	banking
Banks.create.DeploymentProcedureWorkflow	banking
Banks.define.ItChange	banking
Banks.assign.DeploymentApprovalResponsibilities	banking
Banks.analyze.DeploymentsOutcomes	banking
Banks.plan.ServiceImplementation	banking
Banks.plan.SolutionImplementation	banking
Banks.assess.ItDeploymentRisk	banking
Banks.define.ImplementationScheduleSequence	banking
Banks.define.Roll	banking
Banks.determine.ImplementationRequirements	banking
Banks.plan.UserTestingResources	banking
Banks.align.UserTestingResources	banking
Banks.develop.ItTraining	banking
Banks.create.ImplementationCommunications	banking
Banks.manage.ItRoll	banking
Banks.manage.ChangeDeploymentControl	banking
Banks.change	banking
Banks.confirm.Change	banking
Banks.assess.ItChange	banking
Banks.consolidate.ItChange	banking
Banks.create.DeploymentSchedule	banking
Banks.communicate.DeploymentSchedule	banking
Banks.approve.Change	banking
Banks.document.ItChange	banking
Banks.implement.TechnologySolutions	banking
Banks.confirm.Hardware	banking
Banks.confirm.OperationalAvailability	banking
Banks.execute.InternalItImplementationPlan	banking
Banks.confirm.ImplementationCompletion	banking
Banks.implement.SoftwareChange	banking
Banks.perform.Post	banking
Banks.distribute.SoftwareComponentsNetwork	banking
Banks.verify.Change	banking
Banks.execute.Roll	banking
Banks.perform.ServiceRollout	banking
Banks.perform.SolutionRollout	banking
Banks.conduct.ItTraining	banking
Banks.prepare.Service	banking
Banks.distribute.Service	banking
Banks.support.OrganizationalChanges	banking
Banks.execute.RolloutPlans	banking
Banks.provide.RolloutSupport	banking
Banks.manage.RolloutSupportCapabilities	banking
Banks.monitor.RolloutIssues	banking
Banks.record.RolloutIssues	banking
Banks.create.SupportServices	banking
Banks.manage.SupportServices	banking
Banks.define.ServiceDeliveryStrategy	banking
Banks.establish.ServiceDeliveryStrategy	banking
Banks.assess.BusinessObjectivesServiceDelivery	banking
Banks.assess.ItServiceDelivery	banking
Banks.define.ItServiceDeliveryPortfolio	banking
Banks.create.ItServiceDeliveryModel	banking
Banks.maintain.ItServiceDeliveryModel	banking
Banks.determine.ItServiceDeliveryLocations	banking
Banks.determine.Activities	banking
Banks.define.ItServiceDeliverySourcingStrategy	banking
Banks.define.ServiceSupportStrategy	banking
Banks.develop.ServiceSupportStrategy	banking
Banks.assess.BusinessObjectivesServiceSupportDelivery	banking
Banks.assess.ItServiceSupportDelivery	banking
Banks.define.ItServiceSupportPortfolio	banking
Banks.create.ItSupportModel	banking
Banks.maintain.ItSupportModel	banking
Banks.develop.ItSupportServiceSourcingStrategy	banking
Banks.establish.SupportServiceFramework	banking
Banks.provide.ServiceSupportTools	banking
Banks.provide.Technology	banking
Banks.plan.ServiceDeliveryControl	banking
Banks.manage.ServiceDeliveryControl	banking
Banks.plan.OperationalActivities.for.ItServiceDelivery	banking
Banks.schedule.ServiceDeliveryResources	banking
Banks.maintain.BatchJobSchedule	banking
Banks.optimize.BatchJobSchedule	banking
Banks.schedule.Change	banking
Banks.schedule.BackupArchiveActivities	banking
Banks.optimize.BackupArchiveActivities	banking
Banks.balance.OperationalWorkloads.across.AvailableInfrastructureComponents	banking
Banks.determine.SpecificProblemSupportProcedures	banking
Banks.develop.InfrastructureResourcePlanning	banking
Banks.manage.InfrastructureResourcePlanning	banking
Banks.develop.ItServiceDeliveryStrategy	banking
Banks.assess.ItInfrastructureBusinessObjectives	banking
Banks.determine.OngoingItInfrastructureCapabilities	banking
Banks.plan.ItInfrastructureChange	banking
Banks.plan.ItLicenseUsageVolumes	banking
Banks.budget.ItLicenseUsageVolumes	banking
Banks.define.ServiceSupportPlanning	banking
Banks.understand.ItSupportDemandPatterns	banking
Banks.determine.RequiredSupportResourceLevels	banking
Banks.determine.Capabilities	banking
Banks.maintain.ServiceSupportKnowledgeRepository	banking
Banks.maintain.ServiceSupportLearning	banking
Banks.communicate.ServiceSupportNeeds	banking
Banks.define.ItEscalationMechanisms	banking
Banks.manage.ItServiceSupportResources	banking
Banks.coordinate.with.ExternalSupportProviders	banking
Banks.triage.ItServiceDeliveryIncidents	banking
Banks.monitor.ItServiceSupportPerformance	banking
Banks.develop.ServiceDeliveryOperations	banking
Banks.manage.ServiceDeliveryOperations	banking
Banks.operate.OnlineSystems	banking
Banks.monitor.OnlineSystems	banking
Banks.run.BatchJobSchedule	banking
Banks.monitor.BatchJobSchedule	banking
Banks.manage.ServiceDeliveryWorkloads	banking
Banks.manage.InfrastructurePerformance	banking
Banks.manage.Capacity	banking
Banks.respond.to.UnplannedOperationalIssues	banking
Banks.produce.OutputMedia	banking
Banks.distribute.OutputMedia	banking
Banks.monitor.ItInfrastructureSecurity	banking
Banks.manage.ItInfrastructure	banking
Banks.manage.InfrastructureResourceAdministration	banking
Banks.manage.InfrastructureConfiguration	banking
Banks.perform.InfrastructureComponentMaintenance	banking
Banks.install	banking
Banks.maintain.ItAssetRecords	banking
Banks.administer.ItLicenses	banking
Banks.provide.ItInfrastructureService	banking
Banks.provide.Capabilities	banking
Banks.operate.ItUserSupport	banking
Banks.triage.ItIssues	banking
Banks.provide.ItResolutionCapabilities	banking
Banks.manage.ItUserRequests	banking
Banks.escalate.ItRequests	banking
Banks.resolve.ItIssues	banking
Banks.execute.ItContinuityAction	banking
Banks.execute.RecoveryAction	banking
Banks.manage.FinancialResources	banking
Banks.perform.PlanningAccounting	banking
Banks.perform.ManagementAccounting	banking
Banks.perform.Planning	banking
Banks.develop.BudgetPoliciesProcedures	banking
Banks.maintain.BudgetPoliciesProcedures	banking
Banks.prepare.PeriodicBudgets	banking
Banks.prepare.Plans	banking
Banks.implement.Plans.to.AchieveBudget	banking
